timestamp,breathing_rate (/api/v1/datatype/33/),heart_rate (/api/v1/datatype/19/),minute_ventilation (/api/v1/datatype/36/),cadence (/api/v1/datatype/53/),activity (/api/v1/datatype/49/)
362311875079,24,70,9853.76,0,0.05859375
362311875335,25,70,9853.76,0,0.01953125
362311875591,25,70,9853.76,0,0.01953125
362311875847,25,70,9853.76,0,0.015625
362311876103,25,70,9853.76,0,0.01953125
362311876359,24,70,8871.04,0,0.01953125
362311876615,23,70,8871.04,0,0.0234375
362311876871,21,70,8871.04,0,0.09765625
362311877127,21,70,8871.04,0,0.04296875
362311877383,21,70,8871.04,0,0.015625
362311877639,21,70,8871.04,0,0.0234375
362311877895,21,70,8632.0,0,0.015625
362311878151,19,70,8632.0,0,0.03515625
362311878407,17,70,8632.0,0,0.015625
362311878663,17,70,8300.0,0,0.01953125
362311878919,17,70,8300.0,0,0.015625
362311879175,17,70,8300.0,0,0.015625
362311879431,18,70,8300.0,0,0.0
362311879687,17,70,7636.0,0,0.015625
362311879943,17,70,7636.0,0,0.0
362311880199,17,70,7636.0,0,0.0
362311880455,17,70,7636.0,0,0.015625
362311880711,17,70,7569.6,0,0.015625
362311880967,16,70,7569.6,0,0.015625
362311881223,16,70,7569.6,0,0.015625
362311881479,15,70,6799.36,0,0.0390625
362311881735,15,70,6799.36,0,0.02734375
362311881991,15,70,6799.36,0,0.0
362311882247,15,70,6799.36,0,0.0
362311882503,15,70,6799.36,0,0.015625
362311882759,15,70,6799.36,0,0.0
362311883015,15,70,5976.0,0,0.015625
362311883271,14,70,5976.0,0,0.015625
362311883527,13,70,5976.0,0,0.03125
362311883783,13,70,5976.0,0,0.07421875
362311884039,13,70,6825.92,0,0.09375
362311884295,13,70,6825.92,0,0.05078125
362311884551,14,70,6825.92,0,0.08984375
362311884807,14,70,7250.88,0,0.015625
362311885063,15,70,7250.88,0,0.015625
362311885319,16,70,7250.88,0,0.0
362311885575,16,70,7250.88,0,0.0625
362311885831,16,70,7250.88,0,0.1171875
362311886087,16,70,6586.88,0,0.07421875
362311886343,15,70,6586.88,0,0.0625
362311886599,15,70,6586.88,0,0.01953125
362311886855,14,70,6586.88,0,0.02734375
362311887111,14,70,6547.04,0,0.01953125
362311887367,14,70,6547.04,0,0.109375
362311887623,14,70,8685.12,0,0.04296875
362311887879,15,70,8685.12,0,0.078125
362311888135,15,70,8685.12,0,0.11328125
362311888391,15,70,9070.24,0,0.05859375
362311888647,15,70,9070.24,0,0.0546875
362311888903,16,70,10371.68,0,0.01953125
362311889159,17,70,10371.68,0,0.02734375
362311889415,18,70,10371.68,0,0.015625
362311889671,18,70,9056.96,0,0.1015625
362311889927,18,70,9056.96,0,0.14453125
362311890183,18,70,9056.96,0,0.13671875
362311890439,18,70,8207.04,0,0.20703125
362311890695,18,70,8207.04,0,0.20703125
362311890951,18,70,8207.04,0,0.15234375
362311891207,19,70,9216.32,0,0.16796875
362311891463,20,70,9216.32,0,0.15234375
362311891719,21,70,10730.24,0,0.13671875
362311891975,22,70,10730.24,0,0.10546875
362311892231,23,70,10730.24,0,0.0546875
362311892487,23,70,7901.6,0,0.05859375
362311892743,23,70,7901.6,0,0.05078125
362311892999,23,70,9468.64,0,0.0625
362311893255,23,70,9468.64,0,0.0546875
362311893511,23,70,9468.64,0,0.1171875
362311893767,24,70,9468.64,0,0.0390625
362311894023,24,70,9468.64,0,0.015625
362311894279,24,70,9468.64,0,0.015625
362311894535,23,70,9468.64,0,0.03125
362311894791,23,70,73783.68,0,0.08203125
362311895047,20,70,73783.68,0,0.0390625
362311895303,18,70,73783.68,0,0.015625
362311895559,18,70,80583.04,0,0.0
362311895815,18,70,80583.04,0,0.015625
362311896071,18,70,80583.04,0,0.0
362311896327,19,70,80583.04,0,0.0
362311896583,18,70,79002.72,0,0.015625
362311896839,18,70,79002.72,0,0.0
362311897095,18,70,79002.72,0,0.0
362311897351,18,70,80383.84,0,0.015625
362311897607,18,70,80383.84,0,0.0
362311897863,18,70,80383.84,0,0.015625
362311898119,17,70,83916.32,0,0.015625
362311898375,17,70,83916.32,0,0.0
362311898631,17,70,86479.36,0,0.0
362311898887,17,70,86479.36,0,0.015625
362311899143,17,70,86479.36,0,0.0
362311899399,17,70,86665.28,0,0.015625
362311899655,17,70,86665.28,0,0.0
362311899911,17,70,86665.28,0,0.0
362311900167,17,70,39707.2,0,0.015625
362311900423,18,70,39707.2,0,0.0
362311900679,19,70,39707.2,0,0.0
362311900935,20,70,40982.08,0,0.0
362311901191,20,70,40982.08,0,0.0
362311901447,20,70,40982.08,0,0.03125
362311901703,20,70,48883.68,0,0.12109375
362311901959,21,70,48883.68,0,0.046875
362311902215,21,70,48883.68,0,0.05859375
362311902471,21,70,48883.68,0,0.03515625
362311902727,21,70,48883.68,0,0.01953125
362311902983,21,70,48883.68,0,0.03515625
362311903239,21,70,48883.68,0,0.12109375
362311903495,21,70,48883.68,0,0.12890625
362311903751,21,70,48883.68,0,0.05859375
362311904007,21,70,48883.68,0,0.078125
362311904263,20,70,48883.68,0,0.03515625
362311904519,16,70,48883.68,0,0.0234375
362311904775,14,70,48883.68,0,0.015625
362311905031,12,70,48883.68,0,0.01953125
362311905287,12,70,48883.68,0,0.09765625
362311905543,12,70,48883.68,0,0.12890625
362311905799,12,70,48883.68,0,0.10546875
362311906055,11,70,48883.68,0,0.01953125
362311906311,11,70,48883.68,0,0.015625
362311906567,11,70,48883.68,0,0.015625
362311906823,11,70,48883.68,0,0.0
362311907079,10,70,48883.68,0,0.015625
362311907335,10,70,48883.68,0,0.015625
362311907591,10,70,48883.68,0,0.0
362311907847,10,70,48883.68,0,0.015625
362311908103,9,70,48883.68,0,0.0
362311908359,9,70,48883.68,0,0.0
362311908615,9,70,48883.68,0,0.01953125
362311908871,9,70,48883.68,0,0.015625
362311909127,9,70,48883.68,0,0.015625
362311909383,7,70,48883.68,0,0.015625
362311909639,6,70,20132.48,0,0.0
362311909895,6,70,20132.48,0,0.015625
362311910151,8,70,20132.48,0,0.015625
362311910407,9,70,20132.48,0,0.015625
362311910663,9,70,16812.48,0,0.015625
362311910919,9,70,16812.48,0,0.0
362311911175,8,70,16812.48,0,0.015625
362311911431,8,70,16812.48,0,0.015625
362311911687,8,70,16812.48,0,0.0
362311911943,8,70,14913.44,0,0.015625
362311912199,8,70,14913.44,0,0.0
362311912455,8,70,14913.44,0,0.015625
362311912711,8,70,14913.44,0,0.03515625
362311912967,8,70,14913.44,0,0.0546875
362311913223,8,70,14913.44,0,0.1640625
362311913479,8,70,14913.44,0,0.046875
362311913735,8,70,14913.44,0,0.03125
362311913991,8,70,14913.44,0,0.078125
362311914247,8,70,14913.44,0,0.015625
362311914503,8,70,14913.44,0,0.015625
362311914759,8,70,14913.44,0,0.0
362311915015,8,70,14913.44,0,0.01953125
362311915271,8,169,14913.44,0,0.02734375
362311915527,8,169,14913.44,0,0.046875
362311915783,8,169,14913.44,0,0.01953125
362311916039,8,169,42920.96,0,0.015625
362311916295,7,70,42920.96,0,0.015625
362311916551,7,70,42920.96,0,0.015625
362311916807,6,70,42920.96,0,0.015625
362311917063,6,70,42920.96,0,0.01953125
362311917319,6,70,42920.96,0,0.0
362311917575,7,70,42920.96,0,0.0
362311917831,7,70,42920.96,0,0.0234375
362311918087,6,70,39415.04,0,0.015625
362311918343,6,70,39415.04,0,0.04296875
362311918599,6,70,39415.04,0,0.01953125
362311918855,6,70,39415.04,0,0.046875
362311919111,6,70,39415.04,0,0.0546875
362311919367,6,70,37157.44,0,0.12890625
362311919623,6,70,37157.44,0,0.02734375
362311919879,6,70,37157.44,0,0.0
362311920135,6,70,37157.44,0,0.0
362311920391,6,70,37157.44,0,0.0
362311920647,6,70,34620.96,0,0.015625
362311920903,6,70,34620.96,0,0.015625
362311921159,6,70,34620.96,0,0.0
362311921415,5,70,34620.96,0,0.015625
362311921671,5,70,34620.96,0,0.0
362311921927,6,70,53013.76,0,0.015625
362311922183,7,70,53013.76,0,0.0
362311922439,8,70,53013.76,0,0.0
362311922695,9,70,55762.72,0,0.015625
362311922951,9,70,55762.72,0,0.0
362311923207,9,70,59547.52,0,0.015625
362311923463,9,70,59547.52,0,0.015625
362311923719,9,70,59547.52,0,0.015625
362311923975,10,70,17835.04,0,0.015625
362311924231,12,70,17835.04,0,0.08984375
362311924487,13,70,17835.04,0,0.09375
362311924743,14,70,21287.84,0,0.1328125
362311924999,16,70,24023.52,0,0.11328125
362311925255,18,70,24023.52,0,0.0234375
362311925511,19,70,24023.52,0,0.015625
362311925767,19,70,24023.52,0,0.05078125
362311926023,19,70,24023.52,0,0.06640625
362311926279,19,70,24023.52,0,0.07421875
362311926535,18,70,24023.52,0,0.01953125
362311926791,18,70,24023.52,0,0.015625
362311927047,18,70,24023.52,0,0.015625
362311927303,18,70,20955.84,0,0.0234375
362311927559,17,70,20955.84,0,0.015625
362311927815,16,70,20955.84,0,0.015625
362311928071,16,70,20955.84,0,0.015625
362311928327,16,70,20955.84,0,0.0
362311928583,16,70,20955.84,0,0.015625
362311928839,16,70,20955.84,0,0.0
362311929095,16,70,20955.84,0,0.01953125
362311929351,16,70,20955.84,0,0.015625
362311929607,16,70,20955.84,0,0.0
362311929863,16,70,20955.84,0,0.01953125
362311930119,16,70,39335.36,0,0.015625
362311930375,14,70,39335.36,0,0.01953125
362311930631,13,70,39335.36,0,0.0
362311930887,12,70,39335.36,0,0.015625
362311931143,13,70,39335.36,0,0.0
362311931399,13,70,39335.36,0,0.015625
362311931655,13,70,37675.36,0,0.0
362311931911,12,70,37675.36,0,0.015625
362311932167,12,70,37675.36,0,0.0
362311932423,12,70,39189.28,0,0.0
362311932679,12,70,39189.28,0,0.015625
362311932935,11,70,39189.28,0,0.01953125
362311933191,11,70,39189.28,0,0.015625
362311933447,11,70,39189.28,0,0.015625
362311933703,11,70,39189.28,0,0.015625
362311933959,12,70,39189.28,0,0.01953125
362311934215,12,70,39189.28,0,0.015625
362311934471,12,70,39189.28,0,0.0
362311934727,12,70,39189.28,0,0.015625
362311934983,12,70,39189.28,0,0.03515625
362311935239,12,70,39189.28,0,0.015625
362311935495,12,70,39189.28,0,0.015625
362311935751,11,70,37887.84,0,0.0390625
362311936007,10,70,37887.84,0,0.015625
362311936263,9,70,37887.84,0,0.02734375
362311936519,9,70,37887.84,0,0.015625
362311936775,9,70,37887.84,0,0.0
362311937031,9,134,37887.84,0,0.03515625
362311937287,9,70,37887.84,0,0.19921875
362311937543,9,70,37887.84,0,0.12109375
362311937799,9,70,37887.84,0,0.17578125
362311938055,9,70,66121.12,0,0.03125
362311938311,8,70,66121.12,0,0.0859375
362311938567,8,70,66121.12,0,0.015625
362311938823,8,70,66121.12,0,0.015625
362311939079,8,70,66121.12,0,0.015625
362311939335,8,70,66121.12,0,0.015625
362311939591,8,70,66121.12,0,0.0
362311939847,8,70,66121.12,0,0.015625
362311940103,8,70,66121.12,0,0.015625
362311940359,8,70,66121.12,0,0.015625
362311940615,8,70,66121.12,0,0.0
