AethLabs,,,,,,,,,,,,
Device ID = AE51-S4-655-1303,,,,,,,,,,,,
Application version = 2.1.1.0,,,,,,,,,,,,
Flow = 48 mlpm,,,,,,,,,,,,
TimeBase = 30 s,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Date(yyyy/MM/dd),Time,Ref,Sen,ATN,Flow,Temp,Status,Battery,BC,,,
7/10/14,18:36:30,866657,773127,11.42,49,35,0,93,765,,,
7/10/14,18:37:00,866557,773008,11.424,48,35,0,93,912,,,
7/10/14,18:37:30,866596,773016,11.427,48,35,0,93,820,,,
7/10/14,18:38:00,866570,772967,11.431,48,35,0,93,790,,,
7/10/14,18:38:30,866617,772983,11.434,48,35,0,93,794,,,
7/10/14,18:39:00,866611,772947,11.438,48,35,0,93,938,,,
7/10/14,18:39:30,866652,772960,11.441,48,35,0,93,722,,,
7/10/14,18:40:00,866665,772942,11.445,48,35,0,93,906,,,
7/10/14,18:40:30,866674,772922,11.448,48,35,0,92,858,,,
7/10/14,18:41:00,866607,772839,11.451,48,35,0,92,712,,,
7/10/14,18:41:30,866608,772810,11.455,48,35,0,92,915,,,
7/10/14,18:42:00,866677,772848,11.458,48,35,0,92,721,,,
7/10/14,18:42:30,866689,772831,11.462,48,35,0,92,848,,,
7/10/14,18:43:00,866672,772791,11.465,48,35,0,92,761,,,
7/10/14,18:43:30,866681,772770,11.469,48,35,0,92,889,,,
7/10/14,18:44:00,866711,772773,11.472,48,35,0,92,727,,,
7/10/14,18:44:30,866626,772670,11.476,48,35,0,94,834,,,
7/10/14,18:45:00,866575,772601,11.479,48,35,0,94,721,,,
7/10/14,18:45:30,866608,772605,11.482,48,35,0,94,779,,,
7/10/14,18:46:00,866589,772563,11.485,48,35,0,94,768,,,
7/10/14,18:46:30,866613,772556,11.489,48,35,0,94,870,,,
7/10/14,18:47:00,866546,772470,11.492,48,35,0,94,805,,,
7/10/14,18:47:30,866543,772439,11.496,48,35,0,94,868,,,
7/10/14,18:48:00,866501,772376,11.499,48,35,0,93,783,,,
7/10/14,18:48:30,866560,772400,11.503,48,35,0,93,876,,,
7/10/14,18:49:00,866578,772392,11.506,48,35,0,93,737,,,
7/10/14,18:49:30,866558,772347,11.51,48,35,0,93,833,,,
7/10/14,18:50:00,866556,772320,11.513,48,35,0,93,773,,,
7/10/14,18:50:30,866539,772277,11.516,48,35,0,93,853,,,
7/10/14,18:51:00,866554,772264,11.52,48,35,0,93,808,,,
7/10/14,18:51:30,866497,772188,11.523,48,35,0,93,772,,,
7/10/14,18:52:00,866599,772252,11.527,48,35,0,93,824,,,
7/10/14,18:52:30,866561,772193,11.53,48,35,0,93,770,,,
7/10/14,18:53:00,866565,772170,11.533,48,35,0,92,814,,,
7/10/14,18:53:30,866563,772141,11.537,48,35,0,92,834,,,
7/10/14,18:54:00,866534,772086,11.541,48,35,0,92,894,,,
7/10/14,18:54:30,866587,772105,11.544,48,35,0,92,865,,,
7/10/14,18:55:00,866540,772040,11.547,48,35,0,92,709,,,
7/10/14,18:55:30,866595,772061,11.551,48,35,0,92,858,,,
7/10/14,18:56:00,866562,772005,11.554,48,35,0,92,815,,,
7/10/14,18:56:30,866527,771924,11.561,48,35,0,94,1527,,,
7/10/14,18:57:00,866500,771866,11.565,48,35,0,94,1041,,,
7/10/14,18:57:30,866487,771825,11.569,48,35,0,94,902,,,
7/10/14,18:58:00,866547,771848,11.573,48,35,0,94,934,,,
7/10/14,18:58:30,866521,771795,11.577,48,35,0,94,915,,,
7/10/14,18:59:00,866586,771822,11.581,48,35,0,94,947,,,
7/10/14,18:59:30,866642,771845,11.584,48,35,0,94,824,,,
7/10/14,19:00:00,866608,771785,11.588,48,35,0,93,911,,,
7/10/14,19:00:30,866600,771750,11.592,48,35,0,93,855,,,
7/10/14,19:01:00,866656,771772,11.595,48,35,0,93,855,,,
7/10/14,19:01:30,866672,771756,11.599,48,35,0,93,928,,,
7/10/14,19:02:00,866658,771718,11.603,48,35,0,93,783,,,
7/10/14,19:02:30,866677,771706,11.606,48,35,0,93,887,,,
7/10/14,19:03:00,866635,771641,11.61,48,35,0,93,847,,,
7/10/14,19:03:30,866637,771614,11.614,48,35,0,93,883,,,
7/10/14,19:04:00,866698,771645,11.617,48,35,0,93,715,,,
7/10/14,19:04:30,866668,771588,11.621,48,35,0,93,929,,,
7/10/14,19:05:00,866671,771568,11.623,48,35,0,92,695,,,
7/10/14,19:05:30,866696,771563,11.627,48,35,0,92,836,,,
7/10/14,19:06:00,866706,771542,11.631,48,35,0,92,917,,,
7/10/14,19:06:30,866688,771497,11.635,48,35,0,92,889,,,
7/10/14,19:07:00,866646,771437,11.638,48,35,0,92,694,,,
7/10/14,19:07:30,866653,771416,11.641,48,35,0,92,835,,,
7/10/14,19:08:00,866627,771364,11.645,48,35,0,92,885,,,
7/10/14,19:08:30,866683,771389,11.648,48,35,0,94,762,,,
7/10/14,19:09:00,866675,771356,11.651,48,35,0,94,794,,,
7/10/14,19:09:30,866641,771297,11.655,48,35,0,94,882,,,
7/10/14,19:10:00,866696,771323,11.658,48,35,0,94,704,,,
7/10/14,19:10:30,866635,771241,11.662,48,35,0,94,850,,,
7/10/14,19:11:00,866679,771257,11.665,48,35,0,94,711,,,
7/10/14,19:11:30,866680,771231,11.668,48,35,0,94,825,,,
7/10/14,19:12:00,866676,771201,11.672,48,35,0,93,811,,,
7/10/14,19:12:30,866665,771169,11.674,48,35,0,93,682,,,
7/10/14,19:13:00,866668,771143,11.678,48,35,0,93,880,,,
7/10/14,19:13:30,866671,771112,11.683,48,35,0,93,1033,,,
7/10/14,19:14:00,866674,771092,11.686,48,35,0,93,696,,,
7/10/14,19:14:30,866658,771050,11.689,48,35,0,93,852,,,
7/10/14,19:15:00,866579,770955,11.692,48,35,0,93,759,,,
7/10/14,19:15:30,866644,770990,11.695,48,35,0,93,701,,,
7/10/14,19:16:00,866600,770924,11.699,48,35,0,93,824,,,
7/10/14,19:16:30,866686,770974,11.702,48,35,0,92,814,,,
7/10/14,19:17:00,866670,770936,11.705,48,35,0,92,730,,,
7/10/14,19:17:30,866723,770960,11.708,48,35,0,92,711,,,
7/10/14,19:18:00,866707,770919,11.712,48,35,0,92,822,,,
7/10/14,19:18:30,866644,770838,11.715,48,35,0,92,766,,,
7/10/14,19:19:00,866575,770753,11.718,48,35,0,92,726,,,
7/10/14,19:19:30,866611,770757,11.722,48,35,0,92,860,,,
7/10/14,19:20:00,866640,770759,11.725,48,35,0,92,731,,,
7/10/14,19:20:30,866670,770762,11.728,48,34,0,89,727,,,
7/10/14,19:21:00,866638,770710,11.731,48,35,0,89,723,,,
7/10/14,19:21:30,866621,770670,11.734,48,34,0,89,764,,,
7/10/14,19:22:00,866615,770642,11.737,48,34,0,89,696,,,
7/10/14,19:22:30,866555,770568,11.74,48,34,0,89,634,,,
7/10/14,19:23:00,866626,770606,11.743,48,34,0,89,772,,,
7/10/14,19:23:30,866678,770629,11.746,48,34,0,88,714,,,
7/10/14,19:24:00,866614,770549,11.749,48,34,0,88,709,,,
7/10/14,19:24:30,866637,770547,11.752,48,34,0,88,690,,,
7/10/14,19:25:00,866607,770500,11.755,48,34,0,88,624,,,
7/10/14,19:25:30,866662,770523,11.758,48,34,0,88,796,,,
7/10/14,19:26:00,866664,770503,11.761,48,34,0,88,669,,,
7/10/14,19:26:30,866634,770452,11.764,48,34,0,88,747,,,
7/10/14,19:27:00,866654,770445,11.767,48,34,0,88,761,,,
7/10/14,19:27:30,866643,770411,11.77,48,34,0,88,744,,,
7/10/14,19:28:00,866586,770337,11.773,48,34,0,87,717,,,
7/10/14,19:28:30,866584,770310,11.777,48,34,0,87,775,,,
7/10/14,19:29:00,866600,770299,11.78,48,34,0,87,775,,,
7/10/14,19:29:30,866568,770249,11.783,48,34,0,87,662,,,
7/10/14,19:30:00,866556,770215,11.786,48,34,0,87,717,,,
7/10/14,19:30:30,866566,770201,11.789,48,34,0,87,703,,,
7/10/14,19:31:00,866649,770252,11.792,48,34,0,87,700,,,
7/10/14,19:31:30,866607,770190,11.795,48,34,0,87,758,,,
7/10/14,19:32:00,866564,770133,11.797,48,34,0,87,577,,,
7/10/14,19:32:30,866594,770131,11.801,48,34,0,89,881,,,
7/10/14,19:33:00,866598,770103,11.805,48,34,0,89,970,,,
7/10/14,19:33:30,866570,770045,11.809,48,34,0,89,1018,,,
7/10/14,19:34:00,866567,770013,11.813,48,34,0,89,902,,,
7/10/14,19:34:30,866591,770008,11.817,48,34,0,89,809,,,
7/10/14,19:35:00,866595,769984,11.82,48,34,0,89,847,,,
7/10/14,19:35:30,866551,769917,11.824,48,34,0,88,858,,,
7/10/14,19:36:00,866570,769907,11.827,48,34,0,88,826,,,
7/10/14,19:36:30,866613,769924,11.83,48,34,0,88,652,,,
7/10/14,19:37:00,866618,769903,11.833,48,34,0,88,782,,,
7/10/14,19:37:30,866602,769868,11.836,48,34,0,88,639,,,
7/10/14,19:38:00,866658,769893,11.839,48,34,0,88,761,,,
7/10/14,19:38:30,866643,769857,11.842,48,34,0,88,697,,,
7/10/14,19:39:00,866630,769823,11.845,48,34,0,88,690,,,
7/10/14,19:39:30,866596,769767,11.849,48,34,0,88,793,,,
7/10/14,19:40:00,866618,769765,11.851,48,34,0,87,662,,,
7/10/14,19:40:30,866644,769764,11.854,48,34,0,87,741,,,
7/10/14,19:41:00,866599,769702,11.857,48,34,0,87,677,,,
7/10/14,19:41:30,866632,769701,11.861,48,34,0,87,932,,,
7/10/14,19:42:00,866651,769692,11.865,48,34,0,87,796,,,
7/10/14,19:42:30,866670,769682,11.868,48,34,0,87,826,,,
7/10/14,19:43:00,866620,769621,11.87,48,34,0,87,510,,,
7/10/14,19:43:30,866632,769609,11.873,49,34,0,87,683,,,
7/10/14,19:44:00,866657,769608,11.876,48,34,0,87,713,,,
7/10/14,19:44:30,866605,769536,11.88,49,34,0,89,778,,,
7/10/14,19:45:00,866627,769531,11.883,48,34,0,89,755,,,
7/10/14,19:45:30,866610,769496,11.885,48,34,0,89,612,,,
7/10/14,19:46:00,866647,769506,11.888,48,34,0,89,703,,,
7/10/14,19:46:30,866613,769452,11.891,48,34,0,89,732,,,
7/10/14,19:47:00,866614,769431,11.894,49,34,0,89,659,,,
7/10/14,19:47:30,866653,769440,11.898,49,34,0,88,772,,,
7/10/14,19:48:00,866676,769443,11.9,48,34,0,88,536,,,
7/10/14,19:48:30,866663,769406,11.903,48,34,0,88,783,,,
7/10/14,19:49:00,866596,769322,11.906,48,34,0,88,754,,,
7/10/14,19:49:30,866598,769303,11.909,48,34,0,88,639,,,
7/10/14,19:50:00,866648,769328,11.912,48,34,0,88,596,,,
7/10/14,19:50:30,866580,769242,11.915,48,34,0,88,789,,,
7/10/14,19:51:00,866589,769224,11.918,49,34,0,88,783,,,
7/10/14,19:51:30,866620,769225,11.922,49,34,0,88,799,,,
7/10/14,19:52:00,866611,769193,11.925,49,34,0,88,724,,,
7/10/14,19:52:30,866586,769150,11.928,49,34,0,87,627,,,
7/10/14,19:53:00,866598,769133,11.931,48,34,0,87,851,,,
7/10/14,19:53:30,866585,769098,11.934,48,34,0,87,722,,,
7/10/14,19:54:00,866664,769146,11.937,48,34,0,87,680,,,
7/10/14,19:54:30,866642,769104,11.94,49,34,0,87,677,,,
7/10/14,19:55:00,866616,769056,11.943,48,34,0,87,767,,,
7/10/14,19:55:30,866566,768990,11.946,48,34,0,87,666,,,
7/10/14,19:56:00,866613,769006,11.949,49,34,0,87,775,,,
7/10/14,19:56:30,866571,768945,11.952,49,34,0,87,715,,,
7/10/14,19:57:00,866567,768917,11.956,48,34,0,89,753,,,
7/10/14,19:57:30,866685,768998,11.959,48,34,0,89,729,,,
7/10/14,19:58:00,866654,768946,11.962,48,34,0,89,754,,,
7/10/14,19:58:30,866661,768928,11.965,48,34,0,89,745,,,
7/10/14,19:59:00,866693,768931,11.968,48,35,0,89,781,,,
7/10/14,19:59:30,866682,768895,11.972,49,34,0,88,791,,,
7/10/14,20:00:00,866671,768864,11.975,48,35,0,88,654,,,
7/10/14,20:00:30,866544,768723,11.978,48,35,0,88,872,,,
7/10/14,20:01:00,866625,768774,11.981,49,35,0,88,629,,,
7/10/14,20:01:30,866659,768780,11.984,48,35,0,88,744,,,
7/10/14,20:02:00,866590,768689,11.988,49,35,0,88,899,,,
7/10/14,20:02:30,866605,768679,11.991,49,35,0,88,703,,,
7/10/14,20:03:00,866618,768665,11.994,49,35,0,88,770,,,
7/10/14,20:03:30,866562,768592,11.997,48,35,0,88,718,,,
7/10/14,20:04:00,866571,768570,12.001,48,35,0,88,923,,,
7/10/14,20:04:30,866596,768570,12.004,48,35,0,87,683,,,
7/10/14,20:05:00,866704,768641,12.007,48,35,0,87,763,,,
7/10/14,20:05:30,866610,768530,12.011,48,35,0,87,851,,,
7/10/14,20:06:00,866596,768494,12.014,48,35,0,87,726,,,
7/10/14,20:06:30,866618,768489,12.017,48,35,0,87,755,,,
7/10/14,20:07:00,866687,768521,12.021,49,35,0,87,880,,,
7/10/14,20:07:30,866602,768417,12.025,48,35,0,87,882,,,
7/10/14,20:08:00,866596,768383,12.028,48,35,0,87,883,,,
7/10/14,20:08:30,866624,768379,12.032,48,35,0,87,888,,,
7/10/14,20:09:00,866665,768391,12.035,49,35,0,84,735,,,
7/10/14,20:09:30,866590,768294,12.039,49,35,0,84,920,,,
7/10/14,20:10:00,866632,768307,12.043,48,35,0,84,747,,,
7/10/14,20:10:30,866677,768316,12.047,48,35,0,84,952,,,
7/10/14,20:11:00,866581,768205,12.05,49,35,0,83,781,,,
7/10/14,20:11:30,866621,768209,12.054,49,35,0,83,949,,,
7/10/14,20:12:00,866659,768214,12.058,48,35,0,83,884,,,
7/10/14,20:12:30,866667,768194,12.061,49,35,0,83,818,,,
7/10/14,20:13:00,866669,768164,12.065,48,35,0,83,979,,,
7/10/14,20:13:30,866647,768116,12.069,48,35,0,83,878,,,
7/10/14,20:14:00,866734,768166,12.073,48,35,0,83,835,,,
7/10/14,20:14:30,866621,768036,12.077,49,35,0,83,901,,,
7/10/14,20:15:00,866613,767999,12.08,48,35,0,83,922,,,
7/10/14,20:15:30,866595,767954,12.084,49,35,0,82,877,,,
7/10/14,20:16:00,866597,767925,12.088,48,35,0,82,948,,,
7/10/14,20:16:30,866569,767873,12.092,49,35,0,82,821,,,
7/10/14,20:17:00,866584,767852,12.096,48,35,0,82,1057,,,
7/10/14,20:17:30,866652,767883,12.1,49,35,0,82,883,,,
7/10/14,20:18:00,866592,767801,12.104,48,35,0,82,889,,,
7/10/14,20:18:30,866683,767853,12.107,49,35,0,82,864,,,
7/10/14,20:19:00,866640,767785,12.111,48,35,0,82,922,,,
7/10/14,20:19:30,866611,767729,12.115,48,35,0,82,934,,,
7/10/14,20:20:00,866602,767690,12.119,48,35,0,82,956,,,
7/10/14,20:20:30,866580,767640,12.123,49,35,0,81,921,,,
7/10/14,20:21:00,866626,767651,12.127,48,35,0,84,917,,,
7/10/14,20:21:30,866635,767629,12.131,48,35,0,84,924,,,
7/10/14,20:22:00,866670,767632,12.135,48,35,0,84,863,,,
7/10/14,20:22:30,866648,767580,12.139,48,35,0,84,1002,,,
7/10/14,20:23:00,866577,767490,12.143,48,35,0,83,836,,,
7/10/14,20:23:30,866514,767402,12.147,48,35,0,83,993,,,
7/10/14,20:24:00,866625,767470,12.151,48,35,0,83,934,,,
7/10/14,20:24:30,866630,767445,12.155,48,35,0,83,907,,,
7/10/14,20:25:00,866553,767345,12.159,48,35,0,83,981,,,
7/10/14,20:25:30,866620,767372,12.163,48,35,0,83,997,,,
7/10/14,20:26:00,866574,767301,12.167,48,35,0,83,934,,,
7/10/14,20:26:30,866604,767302,12.17,48,35,0,83,788,,,
7/10/14,20:27:00,866559,767235,12.174,48,35,0,83,838,,,
7/10/14,20:27:30,866597,767239,12.178,48,35,0,82,914,,,
7/10/14,20:28:00,866552,767162,12.182,48,35,0,82,1146,,,
7/10/14,20:28:30,866534,767121,12.186,48,35,0,82,773,,,
7/10/14,20:29:00,866550,767109,12.189,48,35,0,82,807,,,
7/10/14,20:29:30,866632,767148,12.193,48,35,0,82,1036,,,
7/10/14,20:30:00,866619,767105,12.198,48,35,0,82,972,,,
7/10/14,20:30:30,866565,767029,12.201,48,35,0,82,870,,,
7/10/14,20:31:00,866618,767046,12.205,48,35,0,82,923,,,
7/10/14,20:31:30,866615,767015,12.209,48,35,0,82,875,,,
7/10/14,20:32:00,866627,766998,12.212,48,35,0,82,852,,,
7/10/14,20:32:30,866562,766913,12.216,48,35,0,84,848,,,
7/10/14,20:33:00,866608,766923,12.22,48,35,0,84,948,,,
7/10/14,20:33:30,866556,766850,12.224,48,35,0,84,833,,,
7/10/14,20:34:00,866532,766801,12.227,48,35,0,84,857,,,
7/10/14,20:34:30,866507,766754,12.23,49,35,0,84,752,,,
7/10/14,20:35:00,866456,766679,12.234,48,35,0,83,922,,,
7/10/14,20:35:30,866487,766677,12.238,49,35,0,83,890,,,
7/10/14,20:36:00,866567,766718,12.242,48,35,0,83,919,,,
7/10/14,20:36:30,866575,766695,12.246,48,35,0,83,928,,,
7/10/14,20:37:00,866558,766649,12.25,48,35,0,83,956,,,
7/10/14,20:37:30,866562,766622,12.254,48,35,0,83,943,,,
7/10/14,20:38:00,866518,766551,12.258,48,35,0,83,990,,,
7/10/14,20:38:30,866531,766534,12.262,49,35,0,83,862,,,
7/10/14,20:39:00,866565,766532,12.266,48,35,0,83,990,,,
7/10/14,20:39:30,866563,766498,12.27,49,35,0,82,975,,,
7/10/14,20:40:00,866589,766496,12.274,48,35,0,82,772,,,
7/10/14,20:40:30,866574,766453,12.277,49,35,0,82,899,,,
7/10/14,20:41:00,866639,766482,12.281,48,35,0,82,880,,,
7/10/14,20:41:30,866653,766465,12.285,49,35,0,82,889,,,
7/10/14,20:42:00,866595,766387,12.288,48,35,0,82,825,,,
7/10/14,20:42:30,866617,766375,12.293,48,35,0,82,971,,,
7/10/14,20:43:00,866619,766346,12.297,48,35,0,82,950,,,
7/10/14,20:43:30,866623,766322,12.3,48,35,0,82,850,,,
7/10/14,20:44:00,866631,766297,12.304,48,35,0,82,991,,,
7/10/14,20:44:30,866591,766236,12.308,48,35,0,84,792,,,
7/10/14,20:45:00,866631,766243,12.311,49,35,0,84,858,,,
7/10/14,20:45:30,866593,766181,12.315,48,35,0,84,877,,,
7/10/14,20:46:00,866624,766177,12.319,48,35,0,84,970,,,
7/10/14,20:46:30,866600,766127,12.323,48,35,0,84,889,,,
7/10/14,20:47:00,866610,766112,12.326,48,35,0,83,736,,,
7/10/14,20:47:30,866572,766043,12.331,48,35,0,83,1094,,,
7/10/14,20:48:00,866564,766012,12.334,49,35,0,83,724,,,
7/10/14,20:48:30,866549,765969,12.338,48,35,0,83,919,,,
7/10/14,20:49:00,866592,765975,12.342,48,35,0,83,989,,,
7/10/14,20:49:30,866630,765980,12.346,48,35,0,83,883,,,
7/10/14,20:50:00,866566,765895,12.349,48,35,0,83,879,,,
7/10/14,20:50:30,866619,765911,12.353,48,35,0,83,953,,,
7/10/14,20:51:00,866605,765867,12.357,48,35,0,83,977,,,
7/10/14,20:51:30,866548,765788,12.361,48,35,0,82,885,,,
7/10/14,20:52:00,866571,765778,12.365,48,35,0,82,937,,,
7/10/14,20:52:30,866555,765735,12.369,48,35,0,82,892,,,
7/10/14,20:53:00,866644,765782,12.373,48,35,0,82,978,,,
7/10/14,20:53:30,866637,765746,12.377,48,35,0,82,921,,,
7/10/14,20:54:00,866638,765722,12.38,49,35,0,82,753,,,
7/10/14,20:54:30,866644,765693,12.385,48,35,0,82,1060,,,
7/10/14,20:55:00,866662,765679,12.389,48,35,0,82,924,,,
7/10/14,20:55:30,866659,765643,12.393,48,35,0,82,1031,,,
7/10/14,20:56:00,866680,765631,12.397,48,35,0,82,944,,,
7/10/14,20:56:30,866620,765544,12.401,48,35,0,79,1051,,,
7/10/14,20:57:00,866653,765541,12.406,48,35,0,79,994,,,
7/10/14,20:57:30,866651,765510,12.409,48,35,0,79,904,,,
7/10/14,20:58:00,866668,765493,12.414,48,35,0,79,990,,,
7/10/14,20:58:30,866642,765442,12.417,48,35,0,78,867,,,
7/10/14,20:59:00,866637,765403,12.422,49,35,0,78,1048,,,
7/10/14,20:59:30,866629,765368,12.425,48,35,0,78,864,,,
7/10/14,21:00:00,866667,765372,12.429,48,35,0,78,914,,,
7/10/14,21:00:30,866703,765374,12.433,48,35,0,78,921,,,
7/10/14,21:01:00,866688,765327,12.438,48,35,0,78,1044,,,
7/10/14,21:01:30,866674,765286,12.441,48,35,0,78,886,,,
7/10/14,21:02:00,866630,765213,12.446,48,35,0,78,1056,,,
7/10/14,21:02:30,866632,765183,12.45,48,35,0,78,982,,,
7/10/14,21:03:00,866691,765207,12.454,48,35,0,77,869,,,
7/10/14,21:03:30,866680,765163,12.458,48,35,0,77,1061,,,
7/10/14,21:04:00,866712,765154,12.463,48,35,0,77,1152,,,
7/10/14,21:04:30,866666,765081,12.467,48,35,0,77,1002,,,
7/10/14,21:05:00,866674,765055,12.472,48,35,0,77,1023,,,
7/10/14,21:05:30,866661,765011,12.476,48,35,0,77,1006,,,
7/10/14,21:06:00,866619,764940,12.48,48,35,0,77,1050,,,
7/10/14,21:06:30,866610,764899,12.485,48,35,0,77,1023,,,
7/10/14,21:07:00,866557,764817,12.489,49,35,0,77,1068,,,
7/10/14,21:07:30,866584,764809,12.493,48,35,0,76,985,,,
7/10/14,21:08:00,866613,764801,12.498,48,35,0,76,1040,,,
7/10/14,21:08:30,866597,764755,12.502,48,35,0,79,987,,,
7/10/14,21:09:00,866577,764702,12.506,48,35,0,79,1094,,,
7/10/14,21:09:30,866632,764716,12.511,48,35,0,79,1069,,,
7/10/14,21:10:00,866650,764702,12.515,48,35,0,79,925,,,
7/10/14,21:10:30,866600,764620,12.52,48,35,0,78,1172,,,
7/10/14,21:11:00,866650,764629,12.524,48,35,0,78,1087,,,
7/10/14,21:11:30,866669,764614,12.529,48,35,0,78,983,,,
7/10/14,21:12:00,866677,764588,12.533,48,35,0,78,1023,,,
7/10/14,21:12:30,866622,764504,12.538,48,35,0,78,1098,,,
7/10/14,21:13:00,866606,764454,12.542,48,35,0,78,1111,,,
7/10/14,21:13:30,866626,764434,12.547,48,35,0,78,1165,,,
7/10/14,21:14:00,866641,764410,12.552,48,35,0,78,1153,,,
7/10/14,21:14:30,866683,764412,12.557,48,35,0,78,1085,,,
7/10/14,21:15:00,866622,764322,12.561,48,35,0,77,1121,,,
7/10/14,21:15:30,866624,764292,12.566,48,35,0,77,984,,,
7/10/14,21:16:00,866641,764268,12.571,48,35,0,77,1207,,,
7/10/14,21:16:30,866627,764213,12.576,48,35,0,77,1321,,,
7/10/14,21:17:00,866663,764210,12.581,48,35,0,77,1076,,,
7/10/14,21:17:30,866634,764144,12.586,48,35,0,77,1252,,,
7/10/14,21:18:00,866633,764102,12.591,48,35,0,77,1274,,,
7/10/14,21:18:30,866612,764042,12.597,48,35,0,77,1285,,,
7/10/14,21:19:00,866621,764005,12.603,48,35,0,77,1392,,,
7/10/14,21:19:30,866601,763946,12.608,49,35,0,76,1255,,,
7/10/14,21:20:00,866622,763918,12.614,48,35,0,76,1441,,,
7/10/14,21:20:30,866649,763899,12.62,49,35,0,79,1299,,,
7/10/14,21:21:00,866627,763829,12.626,48,35,0,79,1568,,,
7/10/14,21:21:30,866626,763786,12.632,49,35,0,79,1278,,,
7/10/14,21:22:00,866597,763718,12.638,48,35,0,78,1315,,,
7/10/14,21:22:30,866603,763673,12.644,49,35,0,78,1527,,,
7/10/14,21:23:00,866650,763664,12.651,48,35,0,78,1562,,,
7/10/14,21:23:30,866649,763617,12.657,49,35,0,78,1400,,,
7/10/14,21:24:00,866643,763566,12.663,48,35,0,78,1417,,,
7/10/14,21:24:30,866640,763514,12.669,49,35,0,78,1499,,,
7/10/14,21:25:00,866661,763483,12.676,48,35,0,78,1534,,,
7/10/14,21:25:30,866658,763434,12.682,48,35,0,78,1437,,,
7/10/14,21:26:00,866672,763399,12.688,48,35,0,78,1467,,,
7/10/14,21:26:30,866593,763281,12.694,48,35,0,78,1501,,,
7/10/14,21:27:00,866618,763251,12.701,48,35,0,77,1613,,,
7/10/14,21:27:30,866609,763190,12.708,48,35,0,77,1646,,,
7/10/14,21:28:00,866565,763097,12.715,48,35,0,77,1682,,,
7/10/14,21:28:30,866601,763078,12.722,48,35,0,77,1572,,,
7/10/14,21:29:00,866590,763019,12.728,48,35,0,77,1530,,,
7/10/14,21:29:30,866618,762992,12.735,48,35,0,77,1602,,,
7/10/14,21:30:00,866591,762914,12.742,48,35,0,77,1682,,,
7/10/14,21:30:30,866557,762831,12.749,48,35,0,77,1646,,,
7/10/14,21:31:00,866570,762790,12.756,48,35,0,77,1627,,,
7/10/14,21:31:30,866545,762713,12.763,48,35,0,76,1706,,,
7/10/14,21:32:00,866602,762711,12.77,48,35,0,76,1619,,,
7/10/14,21:32:30,866603,762656,12.777,48,35,0,79,1734,,,
7/10/14,21:33:00,866574,762575,12.785,48,35,0,79,1722,,,
7/10/14,21:33:30,866563,762513,12.792,48,35,0,79,1624,,,
7/10/14,21:34:00,866582,762472,12.799,49,35,0,78,1755,,,
7/10/14,21:34:30,866610,762444,12.806,48,35,0,78,1634,,,
7/10/14,21:35:00,866643,762415,12.814,49,35,0,78,1765,,,
7/10/14,21:35:30,866581,762302,12.821,48,35,0,78,1815,,,
7/10/14,21:36:00,866624,762286,12.828,48,35,0,78,1671,,,
7/10/14,21:36:30,866531,762149,12.836,48,35,0,78,1714,,,
7/10/14,21:37:00,866552,762112,12.843,48,35,0,78,1723,,,
7/10/14,21:37:30,866560,762063,12.85,49,35,0,78,1705,,,
7/10/14,21:38:00,866609,762052,12.857,48,35,0,78,1680,,,
7/10/14,21:38:30,866563,761950,12.865,48,35,0,77,1912,,,
7/10/14,21:39:00,866579,761906,12.873,49,35,0,77,1767,,,
7/10/14,21:39:30,866586,761859,12.88,48,35,0,77,1651,,,
7/10/14,21:40:00,866534,761758,12.887,48,35,0,77,1718,,,
7/10/14,21:40:30,866593,761757,12.894,48,35,0,77,1642,,,
7/10/14,21:41:00,866577,761682,12.902,48,35,0,77,1893,,,
7/10/14,21:41:30,866575,761626,12.909,48,35,0,77,1685,,,
7/10/14,21:42:00,866621,761605,12.917,48,35,0,77,1909,,,
7/10/14,21:42:30,866646,761567,12.925,48,35,0,77,1864,,,
7/10/14,21:43:00,866636,761502,12.933,48,35,0,77,1747,,,
7/10/14,21:43:30,866612,761417,12.941,48,35,0,76,1986,,,
7/10/14,21:44:00,866628,761375,12.948,48,35,0,76,1742,,,
7/10/14,21:44:30,866716,761397,12.956,48,35,0,74,1719,,,
7/10/14,21:45:00,866606,761239,12.964,48,35,0,74,1908,,,
7/10/14,21:45:30,866665,761232,12.971,49,35,0,73,1792,,,
7/10/14,21:46:00,866641,761155,12.979,49,35,0,73,1703,,,
7/10/14,21:46:30,866676,761125,12.987,48,35,0,73,1889,,,
7/10/14,21:47:00,866638,761031,12.995,48,35,0,73,1885,,,
7/10/14,21:47:30,866650,760985,13.002,48,35,0,73,1758,,,
7/10/14,21:48:00,866676,760951,13.01,48,35,0,73,1767,,,
7/10/14,21:48:30,866684,760901,13.017,48,35,0,73,1774,,,
7/10/14,21:49:00,866654,760816,13.025,48,35,0,73,1825,,,
7/10/14,21:49:30,866684,760784,13.032,49,35,0,73,1778,,,
7/10/14,21:50:00,866633,760683,13.04,48,35,0,72,1749,,,
7/10/14,21:50:30,866594,760594,13.047,49,35,0,72,1669,,,
7/10/14,21:51:00,866597,760534,13.055,48,35,0,72,1949,,,
7/10/14,21:51:30,866667,760535,13.063,48,35,0,72,1880,,,
