AethLabs,,,,,,,,,,,,
Device ID = AE51-S4-655-1303,,,,,,,,,,,,
Application version = 2.1.1.0,,,,,,,,,,,,
Flow = 48 mlpm,,,,,,,,,,,,
TimeBase = 30 s,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Date(yyyy/MM/dd),Time,Ref,Sen,ATN,Flow,Temp,Status,Battery,BC,,,
7/10/14,15:23:30,866661,793166,8.862,48,34,0,100,1706,,,
7/10/14,15:24:00,866674,793118,8.869,48,34,0,100,1787,,,
7/10/14,15:24:30,866718,793100,8.876,48,34,0,100,1739,,,
7/10/14,15:25:00,866700,793028,8.883,48,34,0,100,1657,,,
7/10/14,15:25:30,866627,792895,8.892,48,34,0,100,1976,,,
7/10/14,15:26:00,866677,792875,8.9,48,34,0,100,1962,,,
7/10/14,15:26:30,866700,792824,8.909,48,34,0,100,2150,,,
7/10/14,15:27:00,866723,792780,8.917,48,34,0,100,1942,,,
7/10/14,15:27:30,866669,792654,8.927,48,34,0,100,2287,,,
7/10/14,15:28:00,866653,792570,8.936,48,34,0,100,2071,,,
7/10/14,15:28:30,866626,792478,8.944,48,34,0,100,2010,,,
7/10/14,15:29:00,866629,792415,8.953,48,34,0,100,1963,,,
7/10/14,15:29:30,866595,792315,8.961,48,34,0,100,2058,,,
7/10/14,15:30:00,866621,792269,8.97,48,34,0,100,2084,,,
7/10/14,15:30:30,866651,792230,8.978,48,34,0,100,1984,,,
7/10/14,15:31:00,866627,792138,8.987,48,34,0,100,2093,,,
7/10/14,15:31:30,866655,792094,8.996,48,34,0,100,2079,,,
7/10/14,15:32:00,866670,792034,9.005,48,34,0,100,2202,,,
7/10/14,15:32:30,866586,791883,9.015,48,34,0,100,2218,,,
7/10/14,15:33:00,866571,791792,9.025,48,34,0,100,2310,,,
7/10/14,15:33:30,866621,791760,9.034,48,34,0,100,2322,,,
7/10/14,15:34:00,866692,791750,9.044,48,34,0,100,2238,,,
7/10/14,15:34:30,866685,791668,9.053,48,34,0,100,2260,,,
7/10/14,15:35:00,866704,791591,9.065,48,34,0,100,2821,,,
7/10/14,15:35:30,866671,791471,9.077,48,34,0,100,2687,,,
7/10/14,15:36:00,866707,791428,9.086,48,34,0,100,2269,,,
7/10/14,15:36:30,866711,791353,9.096,48,34,0,100,2352,,,
7/10/14,15:37:00,866707,791272,9.106,48,34,0,100,2313,,,
7/10/14,15:37:30,866732,791217,9.116,48,34,0,100,2328,,,
7/10/14,15:38:00,866728,791136,9.126,48,34,0,100,2314,,,
7/10/14,15:38:30,866703,791038,9.135,48,34,0,100,2249,,,
7/10/14,15:39:00,866698,790955,9.145,48,34,0,100,2347,,,
7/10/14,15:39:30,866693,790874,9.155,48,34,0,100,2287,,,
7/10/14,15:40:00,866713,790811,9.165,48,34,0,100,2431,,,
7/10/14,15:40:30,866756,790770,9.175,48,34,0,100,2401,,,
7/10/14,15:41:00,866674,790618,9.185,48,34,0,100,2310,,,
7/10/14,15:41:30,866697,790557,9.195,48,34,0,100,2454,,,
7/10/14,15:42:00,866631,790423,9.205,48,34,0,100,2210,,,
7/10/14,15:42:30,866662,790369,9.215,48,34,0,100,2463,,,
7/10/14,15:43:00,866685,790312,9.225,48,34,0,100,2335,,,
7/10/14,15:43:30,866666,790218,9.234,48,34,0,100,2296,,,
7/10/14,15:44:00,866711,790181,9.244,48,34,0,100,2337,,,
7/10/14,15:44:30,866704,790094,9.255,48,34,0,100,2415,,,
7/10/14,15:45:00,866680,789996,9.264,48,34,0,100,2280,,,
7/10/14,15:45:30,866680,789917,9.274,48,34,0,100,2367,,,
7/10/14,15:46:00,866624,789789,9.284,48,34,0,100,2306,,,
7/10/14,15:46:30,866734,789814,9.293,48,34,0,100,2255,,,
7/10/14,15:47:00,866672,789682,9.303,48,34,0,100,2263,,,
7/10/14,15:47:30,866621,789559,9.313,48,34,0,100,2294,,,
7/10/14,15:48:00,866689,789544,9.322,48,34,0,100,2307,,,
7/10/14,15:48:30,866697,789477,9.332,48,34,0,100,2227,,,
7/10/14,15:49:00,866765,789458,9.342,48,34,0,100,2426,,,
7/10/14,15:49:30,866752,789373,9.351,48,34,0,100,2193,,,
7/10/14,15:50:00,866717,789266,9.361,48,34,0,100,2253,,,
7/10/14,15:50:30,866726,789198,9.371,48,34,0,100,2285,,,
7/10/14,15:51:00,866757,789150,9.38,48,34,0,100,2286,,,
7/10/14,15:51:30,866723,789047,9.389,48,34,0,100,2161,,,
7/10/14,15:52:00,866787,789028,9.399,48,34,0,100,2317,,,
7/10/14,15:52:30,866691,788865,9.409,48,34,0,100,2268,,,
7/10/14,15:53:00,866708,788804,9.418,48,33,0,100,2294,,,
7/10/14,15:53:30,866724,788747,9.427,48,34,0,100,2147,,,
7/10/14,15:54:00,866703,788656,9.437,48,33,0,100,2157,,,
7/10/14,15:54:30,866754,788631,9.446,48,34,0,100,2143,,,
7/10/14,15:55:00,866814,788610,9.455,48,34,0,100,2268,,,
7/10/14,15:55:30,866792,788517,9.465,48,33,0,100,2190,,,
7/10/14,15:56:00,866742,788398,9.474,48,33,0,100,2207,,,
7/10/14,15:56:30,866790,788362,9.484,48,33,0,100,2391,,,
7/10/14,15:57:00,866791,788290,9.493,48,33,0,100,2189,,,
7/10/14,15:57:30,866777,788195,9.504,48,33,0,100,2470,,,
7/10/14,15:58:00,866738,788085,9.513,48,33,0,100,2238,,,
7/10/14,15:58:30,866784,788048,9.523,48,33,0,100,2367,,,
7/10/14,15:59:00,866776,787969,9.532,48,33,0,100,2154,,,
7/10/14,15:59:30,866760,787883,9.541,48,33,0,100,2146,,,
7/10/14,16:00:00,866713,787766,9.551,48,33,0,100,2231,,,
7/10/14,16:00:30,866703,787688,9.559,49,33,0,100,2028,,,
7/10/14,16:01:00,866730,787645,9.568,48,33,0,100,2029,,,
7/10/14,16:01:30,866669,787513,9.578,48,33,0,100,2301,,,
7/10/14,16:02:00,866751,787514,9.587,49,33,0,100,2164,,,
7/10/14,16:02:30,866701,787401,9.596,48,33,0,100,2031,,,
7/10/14,16:03:00,866698,787331,9.604,48,33,0,100,2022,,,
7/10/14,16:03:30,866759,787319,9.613,48,33,0,100,2026,,,
7/10/14,16:04:00,866755,787251,9.621,48,33,0,100,1935,,,
7/10/14,16:04:30,866726,787160,9.629,48,33,0,100,1944,,,
7/10/14,16:05:00,866719,787097,9.636,48,33,0,100,1703,,,
7/10/14,16:05:30,866671,786988,9.645,48,33,0,100,1967,,,
7/10/14,16:06:00,866747,786998,9.652,48,33,0,100,1775,,,
7/10/14,16:06:30,866721,786911,9.66,48,33,0,100,1906,,,
7/10/14,16:07:00,866663,786801,9.667,48,33,0,100,1725,,,
7/10/14,16:07:30,866789,786854,9.675,48,33,0,100,1846,,,
7/10/14,16:08:00,866777,786786,9.683,48,33,0,100,1718,,,
7/10/14,16:08:30,866752,786705,9.69,48,33,0,100,1754,,,
7/10/14,16:09:00,866734,786628,9.698,48,33,0,100,1825,,,
7/10/14,16:09:30,866709,786550,9.705,48,33,0,100,1664,,,
7/10/14,16:10:00,866734,786514,9.712,48,33,0,100,1766,,,
7/10/14,16:10:30,866750,786471,9.719,48,33,0,100,1731,,,
7/10/14,16:11:00,866786,786443,9.727,48,33,0,100,1826,,,
7/10/14,16:11:30,866756,786353,9.735,48,33,0,100,1889,,,
7/10/14,16:12:00,866765,786299,9.743,48,33,0,100,1871,,,
7/10/14,16:12:30,866689,786174,9.75,48,33,0,100,1687,,,
7/10/14,16:13:00,866683,786112,9.757,48,33,0,100,1703,,,
7/10/14,16:13:30,866749,786115,9.765,48,33,0,100,1712,,,
7/10/14,16:14:00,866750,786056,9.772,48,33,0,100,1804,,,
7/10/14,16:14:30,866750,786000,9.779,48,33,0,100,1686,,,
7/10/14,16:15:00,866772,785963,9.787,48,33,0,100,1715,,,
7/10/14,16:15:30,866708,785851,9.793,48,33,0,100,1625,,,
7/10/14,16:16:00,866740,785821,9.801,48,33,0,100,1777,,,
7/10/14,16:16:30,866697,785731,9.807,48,33,0,100,1537,,,
7/10/14,16:17:00,866697,785673,9.815,48,33,0,100,1747,,,
7/10/14,16:17:30,866717,785631,9.823,48,33,0,100,1811,,,
7/10/14,16:18:00,866707,785567,9.83,48,33,0,100,1655,,,
7/10/14,16:18:30,866697,785504,9.836,48,33,0,100,1625,,,
7/10/14,16:19:00,866680,785432,9.844,48,33,0,100,1705,,,
7/10/14,16:19:30,866686,785383,9.851,48,33,0,100,1640,,,
7/10/14,16:20:00,866629,785273,9.858,48,33,0,100,1758,,,
7/10/14,16:20:30,866626,785215,9.865,48,33,0,100,1666,,,
7/10/14,16:21:00,866664,785214,9.87,48,33,0,100,1068,,,
7/10/14,16:21:30,866695,785178,9.878,48,33,0,100,1932,,,
7/10/14,16:22:00,866745,785169,9.885,48,33,0,100,1637,,,
7/10/14,16:22:30,866742,785114,9.891,48,33,0,100,1576,,,
7/10/14,16:23:00,866736,785049,9.899,48,33,0,100,1796,,,
7/10/14,16:23:30,866733,784993,9.906,48,33,0,100,1606,,,
7/10/14,16:24:00,866699,784905,9.913,48,33,0,100,1725,,,
7/10/14,16:24:30,866690,784841,9.92,48,33,0,100,1684,,,
7/10/14,16:25:00,866733,784823,9.927,48,33,0,100,1717,,,
7/10/14,16:25:30,866721,784759,9.934,48,33,0,100,1602,,,
7/10/14,16:26:00,866711,784696,9.941,48,33,0,100,1627,,,
7/10/14,16:26:30,866703,784633,9.948,48,33,0,100,1682,,,
7/10/14,16:27:00,866730,784602,9.955,48,33,0,100,1672,,,
7/10/14,16:27:30,866786,784598,9.962,48,33,0,100,1650,,,
7/10/14,16:28:00,866755,784521,9.968,48,33,0,100,1476,,,
7/10/14,16:28:30,866659,784380,9.975,48,33,0,100,1633,,,
7/10/14,16:29:00,866675,784344,9.982,48,33,0,100,1523,,,
7/10/14,16:29:30,866688,784305,9.988,48,33,0,100,1532,,,
7/10/14,16:30:00,866687,784249,9.995,48,33,0,100,1663,,,
7/10/14,16:30:30,866709,784217,10.002,48,33,0,100,1566,,,
7/10/14,16:31:00,866664,784126,10.008,48,33,0,100,1518,,,
7/10/14,16:31:30,866745,784151,10.014,48,33,0,100,1457,,,
7/10/14,16:32:00,866712,784071,10.021,48,33,0,100,1514,,,
7/10/14,16:32:30,866664,783983,10.026,48,33,0,100,1346,,,
7/10/14,16:33:00,866711,783980,10.032,48,33,0,100,1374,,,
7/10/14,16:33:30,866804,784018,10.038,48,33,0,100,1392,,,
7/10/14,16:34:00,866790,783958,10.044,48,33,0,100,1429,,,
7/10/14,16:34:30,866791,783907,10.051,48,33,0,100,1567,,,
7/10/14,16:35:00,866748,783819,10.057,48,33,0,100,1483,,,
7/10/14,16:35:30,866775,783794,10.063,48,33,0,100,1492,,,
7/10/14,16:36:00,866732,783710,10.069,48,33,0,100,1362,,,
7/10/14,16:36:30,866762,783691,10.075,48,33,0,100,1393,,,
7/10/14,16:37:00,866772,783663,10.08,48,33,0,100,1119,,,
7/10/14,16:37:30,866794,783637,10.086,48,33,0,100,1386,,,
7/10/14,16:38:00,866799,783595,10.091,48,33,0,100,1405,,,
7/10/14,16:38:30,866840,783578,10.098,48,33,0,100,1633,,,
7/10/14,16:39:00,866771,783467,10.105,48,33,0,100,1469,,,
7/10/14,16:39:30,866822,783469,10.11,48,33,0,100,1332,,,
7/10/14,16:40:00,866823,783426,10.116,48,33,0,100,1326,,,
7/10/14,16:40:30,866812,783377,10.121,48,33,0,100,1180,,,
7/10/14,16:41:00,866811,783330,10.127,48,33,0,100,1393,,,
7/10/14,16:41:30,866816,783287,10.133,48,33,0,100,1436,,,
7/10/14,16:42:00,866800,783220,10.139,48,33,0,100,1588,,,
7/10/14,16:42:30,866773,783151,10.145,48,33,0,100,1348,,,
7/10/14,16:43:00,866792,783118,10.152,48,33,0,100,1516,,,
7/10/14,16:43:30,866727,783009,10.158,48,33,0,100,1520,,,
7/10/14,16:44:00,866800,783032,10.163,49,33,0,100,1272,,,
7/10/14,16:44:30,866838,783020,10.169,48,33,0,100,1400,,,
7/10/14,16:45:00,866850,782982,10.176,48,33,0,100,1476,,,
7/10/14,16:45:30,866867,782960,10.18,48,33,0,100,1129,,,
7/10/14,16:46:00,866851,782905,10.186,48,33,0,100,1226,,,
7/10/14,16:46:30,866898,782910,10.19,48,33,0,100,1132,,,
7/10/14,16:47:00,866873,782843,10.196,48,33,0,100,1343,,,
7/10/14,16:47:30,866922,782849,10.201,48,33,0,100,1156,,,
7/10/14,16:48:00,866834,782727,10.206,48,33,0,100,1286,,,
7/10/14,16:48:30,866824,782678,10.211,48,33,0,100,1209,,,
7/10/14,16:49:00,866846,782653,10.217,48,33,0,100,1357,,,
7/10/14,16:49:30,866812,782579,10.223,48,33,0,100,1310,,,
7/10/14,16:50:00,866836,782560,10.228,48,33,0,100,1230,,,
7/10/14,16:50:30,866920,782592,10.234,48,33,0,100,1326,,,
7/10/14,16:51:00,866907,782542,10.238,48,33,0,100,1157,,,
7/10/14,16:51:30,866933,782525,10.244,48,33,0,100,1224,,,
7/10/14,16:52:00,866950,782501,10.249,48,33,0,100,1190,,,
7/10/14,16:52:30,866999,782509,10.253,48,33,0,100,1096,,,
7/10/14,16:53:00,866922,782405,10.258,49,33,0,100,1022,,,
7/10/14,16:53:30,866932,782375,10.263,48,33,0,100,1180,,,
7/10/14,16:54:00,866919,782329,10.267,48,33,0,100,1037,,,
7/10/14,16:54:30,866935,782311,10.271,48,33,0,100,981,,,
7/10/14,16:55:00,866876,782221,10.276,48,33,0,100,1112,,,
7/10/14,16:55:30,866973,782275,10.28,48,33,0,100,1014,,,
7/10/14,16:56:00,866995,782263,10.284,48,33,0,100,964,,,
7/10/14,16:56:30,867049,782273,10.289,48,33,0,100,1171,,,
7/10/14,16:57:00,867002,782191,10.294,48,33,0,100,1198,,,
7/10/14,16:57:30,866954,782111,10.299,48,33,0,100,1110,,,
7/10/14,16:58:00,866946,782069,10.303,48,33,0,100,1053,,,
7/10/14,16:58:30,866958,782042,10.308,48,33,0,100,1145,,,
7/10/14,16:59:00,866998,782043,10.313,48,33,0,100,1062,,,
7/10/14,16:59:30,866966,781981,10.317,48,33,0,100,1003,,,
7/10/14,17:00:00,866987,781967,10.321,48,33,0,100,997,,,
7/10/14,17:00:30,866890,781841,10.326,48,33,0,100,1166,,,
7/10/14,17:01:00,866893,781807,10.331,48,33,0,100,1111,,,
7/10/14,17:01:30,866868,781742,10.336,48,33,0,100,1285,,,
7/10/14,17:02:00,866842,781683,10.341,48,33,0,100,1076,,,
7/10/14,17:02:30,866939,781736,10.345,48,33,0,100,1044,,,
7/10/14,17:03:00,866929,781690,10.35,48,33,0,100,1120,,,
7/10/14,17:03:30,866932,781647,10.356,48,33,0,100,1384,,,
7/10/14,17:04:00,867023,781696,10.36,49,33,0,100,980,,,
7/10/14,17:04:30,866931,781567,10.366,48,33,0,100,1395,,,
7/10/14,17:05:00,866990,781586,10.37,48,33,0,100,1035,,,
7/10/14,17:05:30,866987,781545,10.375,48,33,0,100,1160,,,
7/10/14,17:06:00,866991,781510,10.38,48,33,0,100,1169,,,
7/10/14,17:06:30,866951,781438,10.385,48,33,0,100,1089,,,
7/10/14,17:07:00,866919,781374,10.389,48,33,0,100,1065,,,
7/10/14,17:07:30,866971,781385,10.394,48,33,0,100,1086,,,
7/10/14,17:08:00,866908,781292,10.398,48,33,0,100,1097,,,
7/10/14,17:08:30,866914,781269,10.402,48,33,0,100,861,,,
7/10/14,17:09:00,866933,781252,10.406,48,33,0,100,1034,,,
7/10/14,17:09:30,866957,781244,10.41,48,33,0,100,898,,,
7/10/14,17:10:00,867023,781277,10.414,48,33,0,100,802,,,
7/10/14,17:10:30,867026,781246,10.418,48,33,0,100,1021,,,
7/10/14,17:11:00,867046,781241,10.421,48,33,0,100,697,,,
7/10/14,17:11:30,867063,781227,10.425,48,33,0,100,888,,,
7/10/14,17:12:00,867059,781211,10.426,48,33,0,100,376,,,
7/10/14,17:12:30,867023,781107,10.435,48,33,0,100,2168,,,
7/10/14,17:13:00,867020,781063,10.441,48,33,0,100,1251,,,
7/10/14,17:13:30,867048,781028,10.448,48,33,0,100,1825,,,
7/10/14,17:14:00,867027,780963,10.454,48,33,0,100,1396,,,
7/10/14,17:14:30,867054,780952,10.459,48,33,0,100,1070,,,
7/10/14,17:15:00,867073,780932,10.464,49,33,0,100,1102,,,
7/10/14,17:15:30,867028,780867,10.467,48,33,0,100,742,,,
7/10/14,17:16:00,867044,780851,10.471,48,33,0,100,922,,,
7/10/14,17:16:30,866998,780775,10.475,48,33,0,100,1048,,,
7/10/14,17:17:00,867023,780766,10.479,49,33,0,100,936,,,
7/10/14,17:17:30,867060,780772,10.483,49,33,0,100,811,,,
7/10/14,17:18:00,867058,780746,10.486,48,33,0,100,734,,,
7/10/14,17:18:30,867037,780705,10.488,48,33,0,100,670,,,
7/10/14,17:19:00,867086,780736,10.49,48,33,0,100,398,,,
7/10/14,17:19:30,867064,780704,10.492,48,33,0,100,370,,,
7/10/14,17:20:00,867023,780660,10.493,48,33,0,100,215,,,
7/10/14,17:20:30,866987,780612,10.495,48,33,0,100,473,,,
7/10/14,17:21:00,867021,780645,10.494,49,33,0,100,-71,,,
7/10/14,17:21:30,866995,780592,10.498,49,34,0,100,879,,,
7/10/14,17:22:00,866961,780500,10.506,48,34,0,100,1861,,,
7/10/14,17:22:30,866870,780258,10.526,48,34,0,100,4855,,,
7/10/14,17:23:00,866978,780212,10.545,48,34,0,100,4344,,,
7/10/14,17:23:30,866861,779653,10.603,48,34,0,100,13769,,,
7/10/14,17:24:00,866836,778947,10.691,48,34,0,100,20758,,,
7/10/14,17:24:30,866837,778848,10.704,48,34,0,100,3035,,,
7/10/14,17:25:00,866870,778830,10.71,48,34,0,100,1448,,,
7/10/14,17:25:30,866966,778870,10.716,48,34,0,100,1405,,,
7/10/14,17:26:00,866899,778774,10.72,48,34,0,100,1088,,,
7/10/14,17:26:30,866816,778658,10.725,48,34,0,100,1259,,,
7/10/14,17:27:00,866845,778648,10.73,48,34,0,100,1096,,,
7/10/14,17:27:30,866863,778621,10.736,48,34,0,100,1312,,,
7/10/14,17:28:00,866833,778561,10.74,48,34,0,100,1005,,,
7/10/14,17:28:30,866862,778555,10.744,48,34,0,100,974,,,
7/10/14,17:29:00,866904,778529,10.752,48,34,0,100,1937,,,
7/10/14,17:29:30,866893,778453,10.761,48,34,0,100,2010,,,
7/10/14,17:30:00,866907,778273,10.785,49,34,0,100,5736,,,
7/10/14,17:30:30,866867,778113,10.801,48,34,0,100,3774,,,
7/10/14,17:31:00,866907,778104,10.807,48,34,0,100,1366,,,
7/10/14,17:31:30,866856,778026,10.811,48,34,0,100,980,,,
7/10/14,17:32:00,866874,778000,10.817,48,34,0,100,1282,,,
7/10/14,17:32:30,866889,777977,10.821,49,34,0,100,1087,,,
7/10/14,17:33:00,866889,777915,10.829,49,34,0,100,1848,,,
7/10/14,17:33:30,866822,777802,10.836,48,34,0,100,1609,,,
7/10/14,17:34:00,866841,777760,10.844,48,34,0,100,1797,,,
7/10/14,17:34:30,866850,777716,10.85,48,34,0,100,1585,,,
7/10/14,17:35:00,866881,777697,10.856,48,34,0,100,1425,,,
7/10/14,17:35:30,866936,777706,10.862,48,34,0,100,1228,,,
7/10/14,17:36:00,866877,777611,10.867,48,34,0,100,1280,,,
7/10/14,17:36:30,866914,777592,10.874,48,34,0,100,1588,,,
7/10/14,17:37:00,866912,777549,10.879,48,34,0,100,1254,,,
7/10/14,17:37:30,866878,777469,10.885,48,34,0,100,1507,,,
7/10/14,17:38:00,866866,777408,10.892,48,34,0,100,1529,,,
7/10/14,17:38:30,866886,777372,10.899,48,34,0,100,1642,,,
7/10/14,17:39:00,866863,777293,10.906,49,34,0,100,1741,,,
7/10/14,17:39:30,866895,777268,10.913,48,34,0,100,1635,,,
7/10/14,17:40:00,866916,777227,10.921,48,34,0,100,1822,,,
7/10/14,17:40:30,866879,777141,10.928,49,34,0,100,1576,,,
7/10/14,17:41:00,866856,777045,10.937,48,34,0,100,2296,,,
7/10/14,17:41:30,866828,776975,10.943,48,34,0,100,1368,,,
7/10/14,17:42:00,866800,776893,10.951,49,34,0,100,1698,,,
7/10/14,17:42:30,866887,776918,10.957,48,34,0,100,1614,,,
7/10/14,17:43:00,866931,776904,10.964,48,34,0,100,1628,,,
7/10/14,17:43:30,866936,776836,10.974,48,34,0,100,2208,,,
7/10/14,17:44:00,866932,776747,10.985,49,34,0,99,2549,,,
7/10/14,17:44:30,866912,776667,10.993,48,34,0,99,1892,,,
7/10/14,17:45:00,866875,776582,10.999,48,34,0,99,1580,,,
7/10/14,17:45:30,866824,776439,11.012,48,34,0,99,2966,,,
7/10/14,17:46:00,866702,776196,11.029,48,34,0,99,4077,,,
7/10/14,17:46:30,866773,776219,11.034,48,34,0,99,1237,,,
7/10/14,17:47:00,866745,776006,11.058,48,34,0,99,5731,,,
7/10/14,17:47:30,866710,775907,11.067,48,34,0,99,2064,,,
7/10/14,17:48:00,866776,775887,11.077,48,34,0,98,2412,,,
7/10/14,17:48:30,866771,775824,11.085,48,34,0,98,1785,,,
7/10/14,17:49:00,866785,775826,11.086,48,34,0,98,321,,,
7/10/14,17:49:30,866766,775829,11.084,48,34,0,98,-610,,,
7/10/14,17:50:00,866733,775785,11.086,49,34,0,98,432,,,
7/10/14,17:50:30,866830,775846,11.089,48,34,0,98,788,,,
7/10/14,17:51:00,866723,775711,11.094,48,34,0,98,1197,,,
7/10/14,17:51:30,866738,775682,11.099,48,34,0,98,1294,,,
7/10/14,17:52:00,866751,775655,11.104,48,34,0,98,1179,,,
7/10/14,17:52:30,866769,775650,11.107,48,34,0,98,644,,,
7/10/14,17:53:00,866747,775602,11.111,48,35,0,97,864,,,
7/10/14,17:53:30,866746,775572,11.115,48,35,0,97,888,,,
7/10/14,17:54:00,866759,775528,11.122,48,35,0,97,1698,,,
7/10/14,17:54:30,866851,775579,11.126,48,35,0,97,956,,,
7/10/14,17:55:00,866806,775528,11.127,48,35,0,97,328,,,
7/10/14,17:55:30,866750,775469,11.128,49,35,0,97,266,,,
7/10/14,17:56:00,866795,775505,11.129,48,35,0,97,130,,,
7/10/14,17:56:30,866852,775528,11.132,48,35,0,99,854,,,
7/10/14,17:57:00,866789,775432,11.138,48,35,0,99,1210,,,
7/10/14,17:57:30,866784,775361,11.146,48,35,0,99,2031,,,
7/10/14,17:58:00,866792,775343,11.149,48,35,0,99,768,,,
7/10/14,17:58:30,866757,775292,11.152,48,35,0,99,601,,,
7/10/14,17:59:00,866824,775331,11.155,48,35,0,99,639,,,
7/10/14,17:59:30,866791,775263,11.16,49,35,0,99,1151,,,
7/10/14,18:00:00,866776,775225,11.163,48,35,0,99,751,,,
7/10/14,18:00:30,866776,775197,11.166,48,35,0,98,855,,,
7/10/14,18:01:00,866734,775140,11.169,49,35,0,98,581,,,
7/10/14,18:01:30,866734,775113,11.172,48,35,0,98,824,,,
7/10/14,18:02:00,866759,775100,11.177,48,35,0,98,1080,,,
7/10/14,18:02:30,866725,775062,11.178,48,35,0,98,232,,,
7/10/14,18:03:00,866776,775074,11.182,48,35,0,98,1026,,,
7/10/14,18:03:30,866756,775036,11.185,48,35,0,98,614,,,
7/10/14,18:04:00,866739,775000,11.187,48,35,0,98,635,,,
7/10/14,18:04:30,866761,774977,11.193,48,35,0,98,1303,,,
7/10/14,18:05:00,866814,774980,11.199,48,35,0,97,1355,,,
7/10/14,18:05:30,866786,774915,11.204,48,35,0,97,1221,,,
7/10/14,18:06:00,866753,774857,11.208,48,35,0,97,870,,,
7/10/14,18:06:30,866779,774856,11.211,48,35,0,97,740,,,
7/10/14,18:07:00,866759,774814,11.214,48,35,0,97,737,,,
7/10/14,18:07:30,866709,774748,11.217,48,35,0,97,651,,,
7/10/14,18:08:00,866715,774732,11.219,48,35,0,97,653,,,
7/10/14,18:08:30,866732,774725,11.222,48,35,0,99,678,,,
7/10/14,18:09:00,866621,774609,11.224,48,35,0,99,513,,,
7/10/14,18:09:30,866681,774640,11.227,48,35,0,99,691,,,
7/10/14,18:10:00,866670,774606,11.23,48,35,0,99,738,,,
7/10/14,18:10:30,866700,774610,11.233,48,35,0,99,697,,,
7/10/14,18:11:00,866640,774537,11.236,48,35,0,99,592,,,
7/10/14,18:11:30,866704,774569,11.239,48,35,0,99,770,,,
7/10/14,18:12:00,866687,774528,11.242,48,35,0,99,789,,,
7/10/14,18:12:30,866604,774433,11.245,48,35,0,98,636,,,
7/10/14,18:13:00,866670,774467,11.248,48,35,0,98,763,,,
7/10/14,18:13:30,866588,774368,11.252,48,35,0,98,786,,,
7/10/14,18:14:00,866612,774366,11.255,48,35,0,98,717,,,
7/10/14,18:14:30,866614,774338,11.259,48,35,0,98,910,,,
7/10/14,18:15:00,866649,774348,11.261,48,35,0,98,650,,,
7/10/14,18:15:30,866687,774351,11.265,48,35,0,98,946,,,
7/10/14,18:16:00,866698,774335,11.269,48,35,0,98,789,,,
7/10/14,18:16:30,866745,774351,11.272,48,35,0,98,794,,,
7/10/14,18:17:00,866686,774269,11.276,48,35,0,97,895,,,
7/10/14,18:17:30,866698,774252,11.279,48,35,0,97,847,,,
7/10/14,18:18:00,866654,774183,11.283,48,35,0,97,908,,,
7/10/14,18:18:30,866621,774125,11.287,48,35,0,97,872,,,
7/10/14,18:19:00,866672,774142,11.291,48,35,0,97,873,,,
7/10/14,18:19:30,866693,774132,11.294,48,35,0,97,879,,,
7/10/14,18:20:00,866691,774101,11.298,48,35,0,97,893,,,
7/10/14,18:20:30,866654,774035,11.302,48,35,0,99,1008,,,
7/10/14,18:21:00,866726,774073,11.306,48,35,0,99,804,,,
7/10/14,18:21:30,866739,774058,11.309,48,35,0,99,814,,,
7/10/14,18:22:00,866712,774004,11.313,48,35,0,99,914,,,
7/10/14,18:22:30,866671,773939,11.317,48,35,0,99,868,,,
7/10/14,18:23:00,866779,774005,11.321,48,35,0,99,931,,,
7/10/14,18:23:30,866732,773934,11.324,48,35,0,99,888,,,
7/10/14,18:24:00,866701,773875,11.328,48,35,0,99,958,,,
7/10/14,18:24:30,866643,773794,11.332,48,35,0,98,893,,,
7/10/14,18:25:00,866657,773777,11.336,48,35,0,98,902,,,
7/10/14,18:25:30,866679,773768,11.34,48,35,0,98,876,,,
7/10/14,18:26:00,866644,773705,11.344,48,35,0,98,971,,,
7/10/14,18:26:30,866664,773696,11.347,48,35,0,98,821,,,
7/10/14,18:27:00,866665,773665,11.351,48,35,0,98,976,,,
7/10/14,18:27:30,866582,773564,11.355,48,35,0,98,823,,,
7/10/14,18:28:00,866670,773615,11.358,48,35,0,98,843,,,
7/10/14,18:28:30,866664,773581,11.362,48,35,0,98,876,,,
7/10/14,18:29:00,866644,773534,11.366,48,35,0,97,892,,,
7/10/14,18:29:30,866669,773529,11.369,48,35,0,97,836,,,
7/10/14,18:30:00,866687,773517,11.373,48,35,0,97,859,,,
7/10/14,18:30:30,866650,773454,11.377,48,35,0,97,917,,,
7/10/14,18:31:00,866602,773383,11.381,48,35,0,97,862,,,
7/10/14,18:31:30,866562,773317,11.384,48,35,0,97,927,,,
7/10/14,18:32:00,866562,773289,11.388,48,35,0,97,857,,,
7/10/14,18:32:30,866568,773269,11.391,48,35,0,94,776,,,
7/10/14,18:33:00,866620,773289,11.395,48,35,0,94,808,,,
7/10/14,18:33:30,866603,773245,11.399,48,35,0,94,882,,,
7/10/14,18:34:00,866650,773258,11.402,48,35,0,94,886,,,
7/10/14,18:34:30,866646,773222,11.406,48,35,0,94,993,,,
7/10/14,18:35:00,866583,773140,11.41,49,35,0,94,773,,,
7/10/14,18:35:30,866647,773169,11.413,48,35,0,94,860,,,
7/10/14,18:36:00,866606,773107,11.417,48,35,0,93,778,,,
