time [s],RR_interval_quality [NA](/api/datatype/1004/)
2638.625,1
2639.4296875,1
2640.265625,1
2641.109375,1
2641.3671875,129
2641.99609375,1
2642.77734375,1
2643.50390625,1
2644.25,1
2645.0,1
2645.73828125,1
2646.47265625,1
2647.1875,1
2647.875,1
2648.5625,1
2649.23046875,1
2649.86328125,1
2650.27734375,129
2650.79296875,129
2651.53125,1
2651.80859375,129
2652.234375,129
2652.97265625,1
2653.5,129
2654.83203125,129
2655.3359375,129
2656.0390625,1
2656.73046875,1
2657.42578125,1
2657.73828125,129
2658.09765625,129
2658.765625,1
2659.46875,1
2660.1875,1
2660.9609375,1
2661.796875,1
2662.66796875,129
2663.5234375,129
2664.3515625,1
2664.671875,129
2665.140625,129
2665.94921875,1
2666.7578125,1
2667.5234375,1
2668.34375,1
2669.265625,1
2670.171875,1
2670.9375,1
2671.39453125,129
2671.73828125,129
2672.14453125,129
2672.4921875,129
2673.234375,1
2673.98828125,1
2674.71484375,1
2675.45703125,1
2676.01953125,129
2676.99609375,1
2677.4921875,129
2678.21875,1
2678.69140625,129
2679.34765625,1
2679.7578125,129
2680.02734375,129
2680.3359375,129
2680.875,129
2681.57421875,1
2682.0,129
2682.28125,129
2682.5625,129
2682.984375,1
2683.67578125,1
2683.95703125,1
2684.4140625,1
2685.03125,1
2685.84765625,1
2686.49609375,1
2687.07421875,1
2687.37109375,1
2687.66015625,1
2688.20703125,129
2688.73046875,129
2689.40234375,129
2690.03515625,1
2690.453125,129
2690.98046875,129
2691.546875,1
2692.140625,1
2692.69921875,1
2693.1328125,129
2693.75390625,1
2694.07421875,129
2694.53125,129
2695.53515625,129
2696.328125,129
2696.65234375,129
2697.83203125,129
2698.9609375,129
2699.73828125,129
2700.59375,129
2701.4296875,1
2702.45703125,1
2703.4921875,1
2704.484375,0
2705.36328125,0
2706.26171875,0
2707.14453125,0
2708.01171875,0
2708.8515625,0
2709.625,0
2710.390625,0
2711.25,0
2712.27734375,0
2713.30078125,0
2714.25,0
2715.21875,0
2716.13671875,0
2716.96875,0
2717.75,0
2718.53515625,0
2719.34765625,0
2720.140625,0
2720.94921875,0
2721.859375,0
2722.80859375,0
2723.7421875,0
2724.56640625,0
2725.36328125,0
2726.1640625,1
2726.953125,1
2727.734375,1
2728.50390625,1
2729.3125,1
2730.12109375,1
2730.98046875,1
2731.6015625,1
2732.33984375,1
2733.08203125,1
2733.83984375,1
2734.57421875,1
2735.3046875,1
2736.0703125,1
2736.3515625,129
2736.890625,129
2737.63671875,1
2738.28515625,1
2739.4140625,129
2739.72265625,129
2740.37890625,1
2740.828125,129
2741.25,129
2741.6328125,129
2741.984375,129
2743.09765625,129
2743.8125,1
2744.3515625,1
2744.61328125,129
2745.47265625,129
2746.3046875,1
2746.83984375,129
2747.15625,129
2747.98046875,1
2748.3984375,1
2749.03515625,1
2749.5078125,1
2750.81640625,129
2751.21484375,1
2752.046875,1
2752.80859375,1
2753.86328125,129
2754.58203125,1
2754.93359375,129
2756.296875,129
2757.20703125,1
2758.1171875,1
2758.6796875,129
2759.16796875,129
2759.921875,1
2760.328125,129
2761.00390625,1
2761.5390625,129
2762.5546875,1
2762.9921875,129
2763.6796875,1
2764.39453125,1
2765.55859375,1
2766.0703125,1
2766.703125,1
2767.46875,1
2768.35546875,129
2768.9296875,1
2769.28515625,129
2769.7265625,129
2770.25390625,129
2771.5390625,129
2772.55078125,1
2773.29296875,1
2773.88671875,1
2774.52734375,1
2775.234375,1
2775.9609375,1
2776.75390625,1
2777.5546875,1
2778.06640625,129
2778.34375,129
2779.0859375,1
2779.4609375,129
2780.640625,129
2781.21875,129
2781.515625,129
2781.93359375,129
2782.765625,1
2783.484375,1
2784.23046875,1
2784.96875,1
2785.71875,1
2786.51953125,1
2787.44140625,1
2788.50390625,128
2789.453125,0
2790.3515625,0
2791.265625,0
2792.11328125,0
2792.87890625,0
2793.609375,0
2794.31640625,0
2795.05078125,0
2795.89453125,0
2796.83984375,0
2798.15625,128
2799.35546875,128
2800.4296875,128
2801.4609375,0
2802.57421875,0
2803.66796875,0
2804.65625,0
2805.66796875,0
2806.69921875,0
2807.65234375,0
2808.734375,0
2809.91015625,0
2811.0390625,0
2812.09375,0
2813.19140625,0
2814.265625,0
2815.25,0
2816.2265625,0
2817.21875,0
2818.1875,0
2819.15625,0
2820.203125,0
2821.30859375,0
2822.390625,0
2823.3984375,0
2824.41796875,1
2825.45703125,1
2826.44140625,1
2827.3046875,1
2828.1875,1
2829.1484375,1
2830.05859375,1
2830.93359375,1
2831.8671875,1
2832.78125,1
2833.55078125,1
2834.3203125,0
2835.11328125,0
2835.90625,0
2836.72265625,0
2837.640625,0
2838.578125,0
2839.57421875,0
2840.4375,0
2841.29296875,0
2842.19921875,0
2843.015625,0
2843.76953125,0
2844.56640625,0
2845.3984375,0
2846.20703125,0
2846.99609375,0
2847.8671875,0
2848.76171875,0
2849.6796875,0
2850.5703125,0
2851.38671875,0
2852.13671875,0
2852.93359375,0
2853.75,0
2854.59375,0
2855.3984375,0
2856.21875,0
2857.07421875,0
2857.9609375,0
2858.7734375,0
2859.62109375,0
2860.5,0
2861.28125,0
2862.1015625,0
2862.94140625,0
2863.73046875,0
2864.4765625,0
2865.26953125,0
2866.11328125,0
2866.97265625,0
2867.8125,0
2868.88671875,128
2869.9140625,128
2870.8203125,0
2871.7109375,0
2872.8515625,128
2873.98828125,128
2875.1171875,128
2876.19921875,128
2877.1796875,0
2878.19140625,0
2879.1875,0
2880.05859375,0
2880.90625,0
2881.75390625,0
2882.75390625,0
2883.7265625,0
2884.71484375,0
2885.80078125,0
2886.73828125,0
2887.56640625,0
2888.41796875,0
2889.3046875,0
2890.21875,0
2891.0703125,0
2892.05078125,0
2892.99609375,0
2893.79296875,0
2894.578125,0
2895.43359375,0
2896.296875,0
2897.08203125,0
2897.9140625,0
2898.94140625,0
2899.82421875,0
2900.63671875,0
2901.43359375,0
2902.3203125,0
2903.16796875,0
2904.0234375,0
2904.8828125,0
2905.6640625,0
2906.484375,0
2907.3359375,0
2908.21484375,0
2909.07421875,0
2910.01171875,0
2911.06640625,0
2912.08203125,0
2913.0078125,0
2913.9609375,0
2914.859375,0
2915.70703125,0
2916.4765625,0
2917.2734375,0
2918.11328125,0
2918.9375,0
2919.671875,0
2920.4375,0
2921.26953125,0
2922.08203125,0
2922.91796875,0
2923.984375,128
2925.05859375,128
2926.0234375,0
2926.8671875,0
2927.62109375,0
2928.37890625,0
2929.65234375,128
2930.828125,128
2931.9453125,128
2932.98046875,128
2933.98046875,0
2935.01953125,128
2936.03125,0
2936.9296875,0
2937.80078125,0
2938.6953125,0
2939.6484375,0
2940.5703125,0
2941.44921875,0
2942.4375,0
2943.3515625,0
2944.20703125,0
2945.0859375,0
2945.96484375,0
2946.88671875,0
2947.6875,0
2948.4765625,0
2949.25,0
2949.99609375,0
2950.7265625,0
2951.49609375,0
