time [s],RR_interval_quality [NA](/api/datatype/1004/)
213.890625,0
214.82421875,0
215.73046875,0
216.6640625,0
217.5859375,0
218.609375,0
219.73828125,0
220.76953125,1
221.82421875,1
222.83203125,1
223.75390625,1
224.60546875,1
225.4921875,1
226.3359375,1
227.12890625,1
227.92578125,1
228.73828125,1
229.09375,129
229.5703125,129
230.33984375,1
231.14453125,1
231.9453125,1
232.765625,1
233.546875,1
234.3359375,0
235.18359375,0
236.08203125,0
236.92578125,0
237.78125,0
238.65625,0
239.6328125,0
240.578125,0
241.546875,0
242.6328125,128
243.73046875,128
244.6796875,0
245.70703125,0
246.7421875,0
247.8046875,0
248.7890625,0
249.8203125,0
250.79296875,0
251.7265625,0
252.828125,0
253.9140625,0
254.87109375,0
255.734375,0
256.6171875,0
257.56640625,0
258.4453125,1
259.4375,1
260.59765625,1
261.52734375,1
262.31640625,1
262.6171875,129
263.109375,129
263.36328125,129
263.87890625,129
264.58984375,129
265.2890625,129
265.9921875,129
266.69921875,129
267.43359375,1
268.1640625,1
268.87109375,1
269.66015625,1
270.5625,129
271.484375,129
272.484375,129
273.02734375,1
273.45703125,129
274.33984375,129
274.79296875,129
275.31640625,129
275.65625,129
276.046875,129
276.4375,129
277.45703125,1
278.5390625,1
279.47265625,1
280.609375,1
281.0234375,129
281.57421875,129
282.48828125,1
283.38671875,1
284.25390625,0
285.15234375,0
286.0625,0
287.02734375,0
287.92578125,0
288.8359375,0
289.76953125,0
290.68359375,0
291.56640625,0
292.4921875,0
293.41796875,0
294.28125,0
295.10546875,0
295.96484375,0
296.8515625,0
297.73046875,0
298.62109375,1
299.53125,1
300.44921875,1
301.34765625,1
302.2109375,1
303.08203125,1
303.6171875,129
303.953125,129
304.3515625,129
304.73828125,129
305.49609375,1
306.27734375,1
306.80859375,129
307.0625,129
307.78125,1
308.4921875,129
309.19140625,129
309.8828125,129
310.578125,1
311.26171875,1
311.9453125,1
312.6484375,0
313.390625,0
314.2109375,0
314.98828125,0
315.75,0
316.56640625,0
317.40234375,0
318.23046875,0
319.0703125,0
319.9296875,0
320.82421875,0
321.6875,0
322.5,0
323.36328125,0
324.18359375,0
325.0,0
325.78125,0
326.53125,1
327.30078125,1
328.09765625,1
328.93359375,1
329.74609375,1
330.50390625,1
