time [s],expiration [NA](/api/datatype/35/)
6123.1640625,26813
6128.0390625,26855
6132.1171875,26855
6136.1953125,26860
6140.0234375,26856
6143.7421875,26862
6147.71875,26860
6151.7109375,26859
6155.7109375,26858
6159.40625,26852
6163.140625,26854
6166.859375,26856
6170.7109375,26858
6174.5859375,26861
6178.265625,26864
6182.3984375,26860
6186.25,26861
6189.9453125,26860
6193.625,26860
6197.2265625,26861
6200.796875,26863
6204.59375,26862
6207.8359375,26861
6213.296875,26866
6217.640625,26861
6221.765625,26858
6226.0078125,26864
6230.015625,26860
6233.78125,26864
6237.5,26824
6240.8671875,26842
6243.2421875,26833
6246.640625,26866
6249.6328125,26865
6252.65625,26862
6255.765625,26872
6259.4609375,26861
6264.4765625,26853
6267.953125,26872
6273.3203125,26880
6277.0625,26877
6280.0859375,26878
6283.515625,26872
6287.2578125,26871
6290.6640625,26870
6293.8671875,26875
6297.0,26861
6300.296875,26851
6303.6796875,26848
6307.4140625,26862
6310.8828125,26866
6314.6328125,26869
6317.8046875,26882
6321.109375,26890
6324.296875,26902
6327.8828125,26915
6330.34375,26996
6334.7890625,26806
6337.59375,26945
6341.78125,26825
6344.8984375,27018
6347.5078125,27034
6352.1484375,27046
6359.203125,26696
6366.921875,26812
6369.1171875,26791
6372.84375,26845
6376.0703125,26835
6379.1796875,26841
6382.1328125,26820
6385.234375,26815
6388.3984375,26946
6391.3359375,26975
6394.0625,26863
6397.40625,26813
6403.6328125,26858
6406.9921875,26795
6409.625,26991
6412.6328125,26979
6415.546875,26964
6418.4609375,26989
6421.2109375,27008
6423.9765625,26994
6426.9609375,26999
6430.0078125,26831
6433.828125,27020
6438.0234375,26869
6440.515625,26885
6443.46875,26829
6446.328125,26827
6449.1796875,26821
6452.203125,26844
6455.125,26803
6458.15625,26819
6461.3515625,26835
6464.3984375,26821
6470.2578125,26999
6473.0078125,26985
6475.859375,26977
6479.03125,26969
6482.078125,27000
6484.5078125,27028
6487.1484375,26986
6489.6015625,27017
6492.140625,27029
6494.828125,26966
6497.84375,26995
6500.609375,27022
6503.515625,27015
6507.234375,26985
6510.078125,27032
6512.9921875,27002
6515.9921875,27012
6519.1171875,27022
6521.7109375,26999
6524.296875,27014
6526.8671875,26988
6529.2578125,27032
6531.984375,27067
6533.1953125,27081
6536.03125,27087
6540.9609375,27024
6544.9140625,27094
6547.1484375,26989
6550.53125,27074
6553.2421875,27052
6555.8828125,27071
6558.0625,27092
6560.6328125,27049
6563.0546875,27045
6565.46875,27038
6567.828125,27038
6570.328125,27027
6572.9765625,27029
6575.2578125,27005
6577.6328125,27006
6580.4375,27030
6583.046875,27027
6585.8828125,27019
6587.9609375,27021
6591.1171875,27001
6593.640625,27029
6597.1015625,26981
6600.0390625,27065
6602.3046875,27064
6604.9609375,27078
6608.9296875,27034
6611.2109375,27081
6613.15625,27062
6614.7109375,27074
6617.984375,27011
6620.7109375,27376
6623.9453125,27002
6626.1640625,27055
6629.59375,26962
6634.828125,26992
6637.765625,26866
6640.4921875,26826
6643.8828125,26839
6647.15625,26848
6651.28125,26705
6661.6640625,26798
6664.84375,26835
6669.9765625,26893
6673.6640625,26880
6676.796875,26856
6679.75,26829
6685.421875,26927
6687.90625,26966
6690.078125,26968
6692.828125,26960
6695.328125,26970
6698.25,26986
6701.578125,26979
6704.8828125,26992
6708.0625,26994
6711.6015625,26998
6714.78125,26999
6718.1015625,27002
6721.1875,27001
6723.796875,26940
6727.546875,26946
6732.390625,26802
6733.671875,26829
6737.1953125,26788
6739.8203125,26770
6742.578125,26783
6744.7734375,26787
6746.703125,26802
6748.9609375,26784
6752.859375,26834
6755.3515625,26806
6757.7890625,26800
6759.9296875,26792
6761.96875,26791
6764.3203125,26802
6767.5625,26808
6769.7734375,26796
6772.140625,26807
6774.546875,26796
6777.0859375,26774
6779.5703125,26799
6781.703125,26782
6784.3671875,26787
6787.0546875,26797
6789.5546875,26809
6792.296875,26813
6795.1875,26761
6798.515625,26787
6800.8125,26814
6803.2421875,26791
6805.515625,26814
6807.984375,26836
6810.7578125,26830
6813.65625,26826
6816.4296875,26793
6818.8125,26799
6821.5859375,26774
6823.8359375,26786
6826.546875,26770
6829.2578125,26761
6831.96875,26778
6834.7421875,26771
6837.609375,26798
6840.3125,26826
6842.9375,26787
6845.2421875,26828
6847.34375,26817
6849.5625,26797
6852.15625,26809
6855.53125,26791
6857.6953125,26784
6860.5703125,26786
6862.875,26791
6865.546875,26810
6867.953125,26812
6870.2421875,26797
6873.7109375,26720
6877.484375,26804
6883.046875,26962
6886.6640625,26994
6889.390625,26888
6892.3671875,26815
6894.9765625,26898
6897.484375,26892
6900.2734375,26863
6903.15625,26859
6905.921875,26843
6908.53125,26853
6911.265625,26835
6913.96875,26844
6916.6640625,26841
6919.421875,26850
6921.8515625,26928
6924.2109375,26906
6928.625,26849
6931.0546875,26826
6933.5859375,26829
6936.1171875,26823
6938.6640625,26821
6941.0546875,26822
6943.4609375,26806
6945.8515625,26795
6948.1328125,26800
6950.5703125,26775
6952.6875,26777
6955.1640625,26778
6957.453125,26778
6959.25,26787
6961.421875,26781
6963.3515625,26791
6965.3984375,26777
6967.25,26795
6969.6484375,26785
6971.4921875,26801
6973.578125,26773
6975.5390625,26774
6977.4140625,26787
6979.75,26792
6981.984375,26789
6984.203125,26786
6987.1328125,26712
6989.7578125,26810
6991.875,26777
6993.9375,26766
6995.7578125,26783
6997.8671875,26798
6999.75,26770
7001.640625,26780
7003.3671875,26788
7005.3046875,26806
7007.2890625,26790
7009.0859375,26783
7011.0546875,26767
7012.71875,26786
7014.5546875,26771
7016.6171875,26763
7018.7421875,26765
7020.6953125,26772
7022.6875,26772
7024.6640625,26773
7026.7734375,26767
7028.7890625,26741
7031.25,26784
7033.2890625,26779
7035.28125,26769
7037.1796875,26792
7038.796875,26787
7040.8125,26764
7042.734375,26749
7044.5703125,26772
7046.5546875,26769
7048.640625,26767
7050.6015625,26785
7052.2734375,26783
7054.140625,26760
7056.28125,26751
7058.0078125,26769
7059.9609375,26782
7061.75,26783
7063.78125,26765
7065.7578125,26749
7067.6796875,26775
7069.75,26773
7071.4765625,26785
7073.46875,26753
7076.171875,26783
7077.8125,26778
7079.765625,26752
7081.7421875,26747
7083.6875,26747
7085.4375,26765
7087.328125,26765
7089.28125,26773
7091.234375,26779
7092.859375,26762
7094.7890625,26749
7096.78125,26759
7098.6328125,26769
7100.28125,26795
7102.265625,26773
7104.3046875,26756
7106.34375,26762
7108.3125,26755
7110.359375,26751
7112.4375,26772
7114.5234375,26781
7116.578125,26764
7118.4453125,26763
7121.4765625,26746
7124.4453125,26774
7126.484375,26735
7128.5078125,26747
7130.3671875,26758
7132.4296875,26763
7134.5234375,26777
7136.3046875,26761
7138.1875,26760
7140.03125,26746
7142.1171875,26747
7144.015625,26777
7145.7890625,26736
7147.6171875,26801
7149.3984375,26751
7151.2421875,26769
7153.015625,26756
7154.9609375,26756
7156.59375,26813
7160.21875,26691
7162.7109375,26762
7164.59375,26761
7166.3671875,26745
7168.2734375,26788
7170.0625,26776
7171.703125,26804
7173.5625,26798
7175.2421875,26746
7176.8203125,26754
7179.0703125,26727
7180.625,26751
7182.4375,26758
7184.1875,26800
7185.875,26813
7187.625,26781
7189.4375,26802
7191.125,26760
7192.53125,26786
7194.5546875,26760
7196.609375,26748
7199.140625,26763
7201.203125,26766
7203.203125,26765
7205.1796875,26764
7207.25,26782
7208.7578125,26772
7210.921875,26770
7212.8515625,26740
7214.78125,26751
7216.8828125,26748
7218.9140625,26765
7221.296875,26771
7223.0390625,26802
7224.90625,26755
7226.765625,26735
7228.609375,26753
7230.5546875,26780
7232.3203125,26758
7234.3671875,26748
7236.5234375,26755
7238.6640625,26757
7240.7265625,26746
7242.75,26760
7244.765625,26729
7246.8515625,26774
7248.953125,26765
7250.984375,26762
7253.0703125,26774
7255.09375,26784
7257.4453125,26789
7259.5859375,26779
7261.8359375,26768
7264.0859375,26782
7266.2734375,26767
7269.4609375,26800
7271.515625,26723
7273.9921875,26747
7276.3125,26762
7278.2890625,26785
7280.703125,26758
7282.84375,26751
7284.8203125,26742
7286.9140625,26755
7288.890625,26756
7290.9375,26751
7293.171875,26761
7295.421875,26766
7297.921875,26741
7300.2109375,26738
7302.375,26742
7304.5546875,26734
7306.7421875,26737
7308.875,26745
7310.875,26753
7313.0078125,26751
7315.6484375,26753
7317.890625,26735
7319.8359375,26742
7321.5625,26765
7323.7109375,26727
7325.7265625,26741
7327.8515625,26770
7329.671875,26720
7331.7265625,26736
7333.4375,26748
7335.4375,26748
7337.796875,26731
7340.1015625,26727
7341.90625,26744
7343.8984375,26722
7345.7890625,26738
7347.5078125,26768
7349.859375,26756
7351.9140625,26747
7353.7265625,26776
7355.7421875,26763
7358.0390625,26755
7360.0,26742
7361.859375,26751
7363.7890625,26759
7365.4921875,26770
7368.0,26764
7369.9609375,26753
7372.1328125,26743
7374.1875,26751
7376.1640625,26781
7379.2578125,26708
7382.6015625,26800
7384.640625,26784
7386.8359375,26794
7388.8984375,26810
7390.921875,26799
7392.9296875,26789
7394.8359375,26782
7397.09375,26780
7399.3203125,26782
7401.2578125,26792
7403.5390625,26778
7405.6328125,26786
7408.0078125,26775
7410.453125,26767
7412.71875,26772
7415.171875,26758
7417.6796875,26765
7420.1640625,26765
7422.4921875,26753
7425.1953125,26739
7427.296875,26751
7429.75,26742
7431.90625,26743
7434.03125,26761
7436.5703125,26770
7439.1484375,26747
7441.6875,26773
7444.09375,26782
7446.7109375,26740
7449.5390625,26768
7452.2890625,26767
7454.8671875,26761
7457.109375,26768
7459.6484375,26753
7461.59375,26735
7463.7421875,26753
7465.9921875,26757
7467.96875,26749
7470.21875,26754
7472.484375,26757
7474.609375,26762
7476.671875,26760
7479.6171875,26780
7481.265625,26770
7483.59375,26775
7486.1953125,26769
7488.390625,26754
7490.71875,26740
7492.9765625,26743
7495.2734375,26746
7497.6015625,26738
7499.640625,26763
7502.0859375,26741
7504.3359375,26764
7506.203125,26753
7508.4296875,26759
7510.984375,26750
7512.9375,26745
7517.2265625,26734
7519.671875,26693
7522.03125,26720
7524.1015625,26722
7526.2265625,26726
7528.296875,26736
7530.28125,26755
7532.453125,26750
7534.2578125,26759
7536.40625,26737
7538.6328125,26722
7540.921875,26717
7542.8671875,26757
7544.59375,26723
7546.8359375,26717
7548.7890625,26726
7550.7890625,26760
7552.5703125,26733
7554.8125,26727
7556.984375,26744
7559.3984375,26663
7562.765625,26748
7565.1328125,26721
7567.0859375,26723
7568.8515625,26716
7570.7421875,26722
7572.5234375,26732
7574.5859375,26731
7576.53125,26739
7578.34375,26735
7580.40625,26724
7582.34375,26743
7584.3984375,26740
7586.3125,26762
7588.09375,26728
7590.1875,26729
7592.296875,26731
7594.28125,26744
7596.359375,26739
7598.53125,26733
7600.6484375,26739
7602.4765625,26723
7604.4765625,26716
7606.3828125,26724
7608.515625,26732
7610.578125,26744
7612.3828125,26726
7614.4765625,26746
7616.3984375,26737
7618.5078125,26747
7620.3984375,26699
7622.2734375,26715
7624.1015625,26688
7626.0546875,26718
7627.796875,26705
7629.7109375,26734
7631.359375,26732
7633.2578125,26744
7634.9765625,26741
7637.046875,26738
7638.96875,26744
7640.625,26746
7642.640625,26727
7644.625,26719
7646.4609375,26752
7648.4921875,26744
7650.4375,26749
7652.5078125,26745
7654.4921875,26736
7656.4453125,26747
7658.6875,26749
7661.09375,26680
7664.34375,26759
7666.453125,26757
7668.53125,26757
7670.6640625,26750
7672.640625,26744
7674.5390625,26758
7676.4453125,26751
7678.578125,26747
7680.671875,26742
7682.71875,26739
7684.796875,26730
7686.75,26759
7688.5703125,26748
7690.5859375,26739
7692.625,26734
7694.6875,26742
7696.828125,26730
7698.9453125,26742
7701.1953125,26728
7703.2734375,26722
7705.4375,26737
7707.546875,26719
7709.65625,26738
7711.75,26727
7713.5546875,26756
7715.3359375,26731
7717.4140625,26732
7719.1875,26751
7721.28125,26728
7723.2578125,26760
7724.9453125,26727
7727.1640625,26740
7729.4453125,26730
7731.34375,26748
7733.1171875,26769
7735.265625,26733
7737.5703125,26748
7740.8125,26750
7743.0078125,26709
7744.8671875,26746
7747.0390625,26716
7748.984375,26733
7750.65625,26769
7752.90625,26732
7754.8203125,26741
7756.390625,26752
7758.3515625,26740
7760.09375,26757
7762.2890625,26725
7764.328125,26748
7766.1328125,26753
7768.34375,26718
7770.6796875,26757
7772.8359375,26748
7774.9765625,26723
7777.1640625,26752
7779.1328125,26746
7780.8359375,26779
7782.90625,26748
7785.0234375,26732
7787.0390625,26749
7788.9140625,26763
7791.0859375,26730
7793.1171875,26749
7794.8828125,26738
7796.859375,26748
7798.6640625,26747
7800.8046875,26734
7803.171875,26671
7806.5390625,26745
7808.90625,26729
7811.8359375,26782
7813.6640625,26732
7815.546875,26726
7818.0234375,26769
7819.9375,26767
7821.8046875,26725
7823.96875,26729
7825.9453125,26752
7827.671875,26730
7829.953125,26740
7831.96875,26742
7833.7734375,26751
7835.8515625,26742
7837.96875,26754
7840.0859375,26760
7841.7890625,26759
7844.2265625,26761
7846.046875,26760
7848.1640625,26762
7850.34375,26749
7852.609375,26732
7854.921875,26727
7857.1171875,26743
7859.296875,26764
7861.171875,26743
7863.3359375,26732
7865.546875,26742
7867.65625,26736
7869.890625,26734
7871.953125,26735
7874.2265625,26740
7876.421875,26732
7878.5234375,26749
7880.9609375,26732
7883.1015625,26739
7885.34375,26736
7887.5625,26741
7890.4296875,26696
7893.1953125,26746
7895.375,26745
7897.5859375,26757
7900.203125,26766
7902.296875,26768
7904.203125,26750
7906.3203125,26744
7908.484375,26739
7910.6640625,26748
7912.9765625,26761
7915.1171875,26738
7917.3828125,26734
7919.625,26728
7921.9140625,26734
7924.3125,26731
7926.5625,26734
7928.828125,26734
7930.7421875,26739
7932.859375,26751
7934.4921875,26741
7936.5859375,26730
7938.4765625,26747
7940.234375,26779
7942.3515625,26749
7944.4453125,26739
7946.4375,26756
7948.6640625,26754
7950.9453125,26767
7953.2734375,26780
7954.9921875,26758
7957.1875,26743
7959.140625,26750
7960.890625,26770
7962.984375,26752
7964.953125,26770
7967.109375,26782
7969.3125,26750
7971.296875,26735
7973.5859375,26775
7975.734375,26784
7977.765625,26726
7979.71875,26767
7981.4765625,26717
7983.6171875,26736
7986.1875,26658
7991.375,26770
7993.5546875,26780
7995.6484375,26754
7997.8203125,26751
7999.90625,26762
8001.640625,26758
8003.640625,26751
8005.6640625,26736
8007.875,26766
8010.375,26760
8012.6015625,26739
8014.640625,26751
8017.03125,26766
8019.046875,26734
8021.125,26733
8023.15625,26745
8025.1875,26747
8027.171875,26741
8029.1484375,26751
8031.2421875,26765
8032.84375,26745
8034.953125,26730
8036.9140625,26740
8038.8984375,26752
8040.9140625,26748
8042.609375,26770
8044.640625,26755
8046.703125,26736
8048.515625,26752
8050.640625,26748
8052.578125,26773
8054.375,26738
8056.6640625,26730
8058.6640625,26742
8060.3671875,26704
8062.390625,26724
8064.1171875,26752
8066.15625,26727
8068.109375,26744
8069.75,26730
8071.6875,26754
8073.390625,26757
8075.46875,26736
8077.4921875,26741
8079.171875,26755
8081.2421875,26735
8083.265625,26728
8085.3828125,26732
8087.4140625,26754
8089.4453125,26748
8091.53125,26738
8094.375,26686
8097.203125,26779
8099.4296875,26732
8101.53125,26734
8103.5859375,26757
8105.578125,26771
8107.953125,26754
8110.046875,26756
8112.0859375,26731
8114.2265625,26772
8116.4609375,26775
8118.703125,26739
8120.8046875,26741
8122.859375,26764
8124.5859375,26752
8126.7421875,26726
8128.75,26755
8131.4140625,26754
8133.7421875,26726
8135.6328125,26744
8137.328125,26744
8139.421875,26733
8141.3203125,26751
8143.4453125,26786
8145.3984375,26725
8147.40625,26741
8149.0546875,26763
8151.1484375,26739
8153.3203125,26750
8155.2734375,26738
8157.328125,26726
8159.4296875,26753
8161.3515625,26769
8163.703125,26764
8165.859375,26762
8167.9140625,26749
8169.9140625,26746
8171.90625,26750
8173.8359375,26743
8175.9296875,26748
8177.921875,26731
8179.9140625,26747
8181.9453125,26742
8184.0,26737
8186.140625,26751
8188.1171875,26739
8190.15625,26749
8192.2421875,26724
8194.8828125,26779
8196.4921875,26770
8198.53125,26754
8200.59375,26740
8202.6328125,26757
8204.78125,26766
8206.78125,26736
8208.9609375,26745
8211.03125,26757
8212.8984375,26769
8215.1171875,26732
8217.296875,26756
8219.375,26741
8221.40625,26740
8223.2890625,26757
8225.2578125,26767
8227.6328125,26749
8229.3828125,26759
8231.359375,26758
8233.421875,26762
8235.390625,26755
8237.0703125,26764
8239.0390625,26745
8240.953125,26758
8242.9140625,26755
8244.875,26782
8246.6875,26739
8248.7578125,26742
8250.8828125,26766
8253.203125,26682
8256.265625,26770
8258.171875,26800
8259.65625,26792
8261.65625,26764
8263.5703125,26772
8265.2265625,26754
8267.3046875,26754
8269.3046875,26756
8271.40625,26767
8273.1953125,26791
8275.171875,26764
8276.953125,26765
8278.6015625,26774
8280.6796875,26794
8283.328125,26771
8285.515625,26771
8287.453125,26773
8289.15625,26777
8291.1171875,26757
8293.1640625,26754
8295.25,26767
8297.453125,26736
8299.375,26756
8301.421875,26774
8303.390625,26778
8305.3125,26786
8306.90625,26756
8308.984375,26772
8310.8046875,26763
8312.78125,26779
8314.78125,26774
8316.8125,26764
8318.7109375,26770
8320.71875,26788
8322.78125,26779
8324.9296875,26768
8326.9296875,26758
8328.7734375,26770
8330.4453125,26780
8332.6171875,26750
8334.7578125,26749
8336.921875,26767
8339.1328125,26773
8341.0390625,26776
8343.1640625,26753
8344.859375,26790
8346.8984375,26752
8349.1875,26763
8351.25,26708
8353.4140625,26795
8355.0625,26777
8357.2578125,26756
8359.4375,26757
8361.53125,26749
8363.546875,26758
8366.921875,26772
8369.03125,26745
8371.140625,26741
8373.1171875,26753
8375.609375,26745
8377.5390625,26769
8379.671875,26763
8382.1796875,26683
8385.7734375,26789
8387.9140625,26780
8389.515625,26786
8391.671875,26761
8393.8828125,26766
8396.2265625,26770
8398.3515625,26756
8400.421875,26750
8402.390625,26761
8404.390625,26772
8406.625,26787
8408.265625,26789
8410.375,26784
8412.5390625,26766
8414.6640625,26763
8416.6640625,26750
8419.9296875,26748
8423.015625,26767
8425.421875,26765
8427.7421875,26757
8431.7265625,26751
8433.546875,26771
8435.640625,26733
8437.921875,26730
8440.1796875,26743
8442.1875,26756
8444.5078125,26756
8446.8203125,26767
8449.3828125,26753
8451.75,26745
8454.046875,26758
8456.265625,26754
8458.5625,26760
8460.7578125,26750
8462.921875,26750
8464.96875,26768
8466.578125,26769
8468.96875,26771
8471.265625,26771
8473.5390625,26767
8475.6796875,26760
8477.8984375,26747
8480.1875,26774
8482.2578125,26767
8484.5703125,26768
8487.0390625,26754
8489.1328125,26784
8491.4140625,26779
8493.5703125,26761
8495.6796875,26770
8498.734375,26777
8500.8046875,26761
8502.921875,26781
8504.734375,26760
8506.890625,26739
8509.2890625,26700
8512.75,26787
8515.0390625,26780
8517.2734375,26764
8519.4609375,26755
8521.703125,26739
8523.8984375,26732
8525.875,26753
8527.953125,26762
8530.1875,26751
8532.25,26743
8534.453125,26739
8536.34375,26756
8537.90625,26747
8539.890625,26747
8541.78125,26740
8543.6875,26750
8545.7734375,26754
8547.7890625,26761
8549.8125,26768
8551.34375,26766
8553.3359375,26726
8555.28125,26723
8557.015625,26737
8559.09375,26764
8560.65625,26749
8562.6640625,26722
8564.484375,26757
8566.09375,26729
8568.09375,26748
8569.5546875,26766
8571.6171875,26773
8573.3046875,26770
8575.921875,26764
8577.5078125,26745
8578.953125,26731
8580.7734375,26733
8582.578125,26747
8584.140625,26745
8586.0234375,26729
8587.9296875,26726
8590.015625,26732
8591.8984375,26744
8593.7890625,26741
8595.7421875,26753
8597.3984375,26740
8599.4765625,26680
8601.5390625,26755
8603.4921875,26728
8605.3984375,26738
8607.2421875,26744
8609.203125,26769
8610.84375,26759
8612.7421875,26734
8614.671875,26733
8616.3984375,26742
8618.296875,26756
8619.9375,26743
8621.796875,26740
8623.703125,26747
8625.2734375,26737
8627.2421875,26732
8629.2265625,26737
8631.40625,26689
8633.578125,26743
8635.6328125,26725
8637.6953125,26718
8639.6953125,26743
8641.625,26725
8643.6015625,26739
8645.453125,26748
8647.5546875,26736
8649.0703125,26742
8651.0390625,26726
8653.0,26726
8655.03125,26704
8657.1875,26770
8660.2578125,26741
8662.28125,26721
8664.1875,26743
8666.578125,26677
8669.8046875,26747
8672.7421875,26766
8674.4375,26776
8676.28125,26727
8678.1875,26743
8680.1171875,26757
8681.7578125,26770
8683.8515625,26739
8685.8203125,26735
8687.8359375,26753
8689.5859375,26761
8691.6484375,26736
8693.5078125,26765
8695.5234375,26764
8697.609375,26745
8699.671875,26779
8701.40625,26767
8703.6484375,26750
8705.96875,26753
8708.421875,26743
8709.953125,26776
8712.109375,26740
8713.828125,26745
8715.7421875,26775
8718.0078125,26773
8719.8828125,26777
8722.015625,26782
8723.53125,26792
8725.8515625,26761
8727.2578125,26753
8729.421875,26767
8731.6328125,26788
8733.7421875,26765
8735.9765625,26755
8738.7578125,26755
8740.5078125,26749
8742.5,26762
8744.7421875,26739
8746.859375,26748
8748.7421875,26789
8750.5859375,26773
8752.609375,26740
8754.5546875,26759
8756.2578125,26770
8758.390625,26754
8760.4296875,26755
8762.5546875,26760
8764.734375,26756
8766.8046875,26774
8770.0234375,26783
8771.875,26745
8773.9609375,26738
8776.046875,26788
8777.7890625,26776
8779.9453125,26749
8781.7890625,26795
8783.6484375,26779
8786.25,26750
8788.7265625,26749
8790.90625,26758
8793.1484375,26762
8795.53125,26759
8797.6015625,26734
8799.578125,26733
8801.3984375,26754
8803.3359375,26755
8805.671875,26743
8807.7421875,26746
8809.7734375,26755
8812.3984375,26762
8814.59375,26749
8816.8984375,26744
8818.8515625,26736
8820.9140625,26744
8823.015625,26754
8825.1015625,26747
8827.328125,26752
8829.390625,26742
8831.65625,26735
8833.796875,26726
8835.9453125,26738
8838.0078125,26736
8839.9921875,26725
8842.90625,26679
8845.6640625,26774
8847.765625,26759
8849.8125,26746
8851.9375,26740
8854.1875,26737
8856.2890625,26735
8858.25,26733
8860.265625,26732
8862.265625,26755
8864.2265625,26769
8865.984375,26752
8868.0390625,26728
8869.9765625,26749
8871.9140625,26784
8873.8125,26793
8875.6953125,26778
8877.6171875,26775
8879.7734375,26759
8881.8515625,26765
8883.8203125,26775
8886.1875,26800
8887.90625,26764
8889.84375,26767
8891.84375,26765
8893.984375,26786
8896.3671875,26749
8898.359375,26777
8900.3828125,26790
8902.6953125,26775
8904.6953125,26775
8906.7890625,26765
8908.859375,26780
8911.234375,26789
8913.0703125,26777
8915.34375,26770
8917.7421875,26781
8919.796875,26751
8921.6640625,26765
8924.0078125,26803
8925.4765625,26819
8927.2734375,26764
8929.171875,26771
8930.7265625,26776
8932.765625,26771
8934.6796875,26774
8937.796875,26684
8940.9765625,26798
8943.25,26788
8945.3984375,26766
8947.2421875,26771
8949.2421875,26775
8951.0078125,26769
8953.1953125,26783
8955.1328125,26768
8956.984375,26786
8959.0,26841
8961.140625,26881
8964.6015625,26767
8966.6640625,26745
8968.6015625,26776
8970.4921875,26765
8972.4609375,26750
8974.5390625,26783
8977.1015625,26781
8979.140625,26760
8980.7578125,26758
8982.5546875,26741
8984.34375,26737
8986.078125,26776
8987.953125,26781
8989.8203125,26786
8992.0703125,26794
8994.0546875,26773
8996.390625,26885
8998.4296875,26904
9000.5859375,26923
9003.03125,26928
9005.578125,26930
9008.09375,26935
9010.2734375,26920
9014.1328125,26943
9016.6953125,26940
9019.1171875,26950
9021.84375,26952
9024.359375,26959
9026.9453125,26960
9029.5859375,26964
9032.15625,26962
9034.5078125,26965
9036.71875,26975
9039.25,26981
9041.953125,26980
9044.78125,26978
9047.640625,26984
9050.359375,26981
9053.0859375,26974
9055.8828125,26976
9058.796875,26978
9061.546875,26982
9064.5078125,26978
9067.3671875,26979
9070.4765625,26978
9073.375,26985
9076.625,26985
9079.953125,26982
9082.9921875,26978
9086.140625,26978
9089.4765625,26978
9091.9296875,26989
9094.8203125,26989
9097.453125,26992
9100.1953125,26995
9103.03125,26998
9105.875,27000
9108.984375,26999
9111.90625,26998
9114.9921875,26997
9117.6796875,27001
9122.15625,27000
9125.765625,26939
9128.2109375,26950
9131.8203125,26976
9134.765625,26923
9139.203125,26941
9142.140625,26939
9144.328125,26943
9146.5078125,26944
9148.5546875,26977
9150.859375,26896
9153.40625,26928
9155.5390625,26926
9157.703125,26944
9160.375,26941
9162.53125,26930
9165.296875,26854
9169.875,26946
9171.9921875,26919
9175.15625,26912
9177.375,26944
9179.5078125,26931
9182.015625,26935
9184.25,26939
9186.34375,26926
9188.40625,26926
9190.4921875,26915
9192.671875,26931
9194.78125,26922
9196.4921875,26931
9199.171875,26977
9200.765625,26919
9203.359375,26936
9205.5,26935
9207.703125,26933
9209.90625,26922
9212.046875,26903
9214.265625,26903
9216.6875,26913
9218.5390625,26927
9220.734375,26938
9222.921875,26944
9225.8359375,26933
9228.2578125,26901
9230.671875,26947
9233.1640625,26935
9234.9765625,26938
9237.1484375,26923
9239.203125,26930
9241.265625,26943
9243.9375,26948
9246.234375,26947
9248.7109375,26947
9251.28125,26945
9253.7265625,26938
9256.4609375,26886
9259.7578125,26950
9262.2734375,26909
9264.53125,26900
9267.40625,26908
9269.953125,26887
9272.8203125,26937
9275.6328125,26965
9278.9296875,26802
9282.4375,26815
9288.0234375,27009
9291.4296875,26957
9293.4765625,26891
9296.2734375,26889
9298.3984375,26909
9301.1796875,26961
9302.9609375,26741
9306.5234375,26939
9309.140625,26973
9312.296875,26938
9315.15625,26831
9318.0,26799
9321.0234375,26798
9324.21875,26777
9329.9921875,26625
9334.765625,26741
9337.90625,26749
9341.859375,26769
9344.6953125,26769
9346.859375,26675
9350.7265625,26681
9354.1796875,26683
9357.171875,26812
9359.4609375,26889
9361.5,26906
9366.6796875,26649
9372.0234375,26668
9374.59375,26666
9377.453125,26717
9379.984375,26729
9382.953125,26725
9386.8515625,26733
9390.1875,26718
9395.9453125,26965
9399.28125,26927
9401.8828125,26926
9404.09375,26890
9407.453125,26910
9409.6015625,26880
9411.984375,26895
9414.3203125,26907
9416.046875,26914
9418.6953125,26917
9421.203125,26926
9424.0546875,26898
9426.4140625,26887
9428.640625,26919
9431.6953125,26905
9434.125,26924
9437.640625,26893
9441.0703125,26900
9443.90625,26899
9446.234375,26915
9448.1875,26920
9450.984375,26929
9453.375,26944
9455.6171875,26928
9458.5703125,26899
9461.3125,26894
9464.2421875,26948
9467.2890625,26932
9470.1875,26954
9473.1640625,26942
9476.078125,26931
9479.2890625,26921
9482.1640625,26922
9485.0078125,26914
9487.7109375,26914
9491.1484375,26949
9494.0546875,26901
9498.5,26888
9500.7421875,26906
9503.375,26910
9505.5546875,26905
9507.78125,26910
9509.9921875,26905
9511.7109375,26854
9514.546875,26895
9517.8359375,26894
9519.9609375,26890
9522.734375,26845
9524.8125,26870
9527.3515625,26909
9530.9609375,26820
9536.25,26926
9539.4375,26916
9542.671875,26912
9544.8515625,26921
9547.0234375,26916
9549.171875,26891
9551.375,26914
9554.0390625,26897
9556.765625,26904
9560.015625,26878
9563.3203125,26898
9568.2421875,26902
9571.0078125,26926
9573.8359375,26905
9577.53125,26935
9579.765625,26906
9582.234375,26899
9584.9296875,26929
9587.5390625,26899
9589.890625,26915
9592.1875,26918
9594.96875,26931
9597.1875,26935
9600.40625,26922
9602.859375,26968
9605.65625,26922
9611.734375,26889
9613.8203125,26916
9616.1015625,27286
9617.8828125,26877
9620.7890625,27207
9623.296875,26888
9626.3359375,26912
9632.9921875,26911
9636.125,26939
9639.40625,26941
9642.59375,26944
9645.6328125,26946
9648.8046875,26907
9653.6484375,26860
