time [s],NN_interval [s/256](/api/datatype/318/)
10031.59375,171
10032.265625,172
10032.9296875,170
10033.6171875,176
10034.33984375,185
10035.10546875,196
10035.8359375,187
10036.58984375,193
10037.34375,193
10038.09375,192
10038.8046875,182
10039.50390625,179
10040.20703125,180
10040.9296875,185
10041.6640625,188
10042.3828125,184
10043.140625,194
10043.94921875,207
10044.765625,209
10045.5546875,202
10046.3515625,204
10047.15625,206
10047.94140625,201
10048.70703125,196
10049.46484375,194
10050.2421875,199
10051.05078125,207
10051.875,211
10052.671875,204
10053.48828125,209
10054.3203125,213
10055.15625,214
10055.93359375,199
10056.73046875,204
10057.53125,205
10058.34765625,209
10059.14453125,204
10059.90234375,194
10060.703125,205
10061.53515625,213
10062.3671875,213
10063.17578125,207
10063.98828125,208
10064.80859375,210
10065.62890625,210
10066.43359375,206
10067.18359375,192
10067.9375,193
10068.6875,192
10069.44921875,195
10070.1875,189
10070.91796875,187
10071.65234375,188
10072.421875,197
10073.2265625,206
10074.03125,206
10074.83203125,205
10075.5859375,193
10076.34375,194
10077.12109375,199
10077.90625,201
10078.671875,196
10079.4140625,190
10080.16796875,193
10080.96484375,204
10081.8125,217
10082.734375,236
10083.6328125,230
10084.5390625,232
10085.484375,242
10086.44140625,245
10087.328125,227
10088.984375,216
10090.828125,245
10091.72265625,229
10093.5390625,235
10094.4609375,236
10095.3046875,216
10096.8671875,201
10097.671875,206
10098.54296875,223
10099.44140625,230
10100.26953125,212
10101.921875,212
10102.75,212
10103.56640625,209
10104.31640625,192
10105.0625,191
10105.81640625,193
10106.59765625,200
10107.3984375,205
10108.1953125,204
10109.0546875,220
10109.9765625,236
10110.91015625,239
10111.765625,219
10113.390625,208
10114.2109375,210
10115.015625,206
10115.7890625,198
10116.546875,194
10117.3359375,202
10118.171875,214
10119.06640625,229
10119.953125,227
10120.8046875,218
10121.671875,222
10122.52734375,219
10123.36328125,214
10124.12890625,196
10124.88671875,194
10125.66796875,200
10126.515625,217
10127.4375,236
10128.28515625,217
10130.11328125,242
10131.03125,235
10132.67578125,203
10133.4765625,205
10134.3125,214
10135.18359375,223
10136.0703125,227
10136.90625,214
10137.76953125,221
10138.60546875,214
10139.4453125,215
10140.2421875,204
10141.015625,198
10141.85546875,215
10143.76953125,254
10144.68359375,234
10146.44140625,229
10148.234375,225
10149.046875,208
10149.85546875,207
10150.671875,209
10151.5078125,214
10152.3828125,224
10153.203125,210
10154.04296875,215
10154.8984375,219
10155.78125,226
10156.65234375,223
10157.44921875,204
10158.24609375,204
10159.05859375,208
10159.8984375,215
10160.78125,226
10161.609375,212
10162.4453125,214
10163.2890625,216
10164.14453125,219
10164.98828125,216
10165.77734375,202
10166.55859375,200
10167.359375,205
10168.16796875,207
10168.984375,209
10169.77734375,203
10170.54296875,196
10171.30859375,196
10172.11328125,206
10172.9375,211
10173.73046875,203
10174.55078125,210
10175.421875,223
10176.30859375,227
10177.1640625,219
10177.95703125,203
10178.74609375,202
10179.53125,201
10180.3125,200
10181.13671875,211
10181.93359375,204
10182.71875,201
10183.54296875,211
10184.40234375,220
10185.30078125,230
10186.14453125,216
10187.76171875,208
10188.578125,209
10189.39453125,209
10190.18359375,202
10190.953125,197
10191.75,204
10192.59765625,217
10193.47265625,224
10194.31640625,216
10195.1171875,205
10195.9140625,204
10196.71484375,205
10197.5234375,207
10198.34765625,211
10199.1328125,201
10199.9140625,200
10200.71875,206
10201.56640625,217
10202.4375,223
10203.27734375,215
10204.10546875,212
10204.95703125,218
10205.8203125,221
10206.69140625,223
10207.49609375,206
10208.29296875,204
10209.0859375,203
10209.89453125,207
10210.70703125,208
10211.48046875,198
10212.265625,201
10213.09375,212
10213.9765625,226
10214.84765625,223
10215.6640625,209
10216.4609375,204
10217.2734375,208
10218.0859375,208
10218.89453125,207
10219.67578125,200
10220.4609375,201
10221.28515625,211
10222.14453125,220
10223.02734375,226
10223.84765625,210
10224.64453125,204
10225.43359375,202
10226.21875,201
10226.9921875,198
10227.7578125,196
10228.546875,202
10229.36328125,209
10230.23046875,222
10231.08203125,218
10231.90625,211
10232.7421875,214
10233.58203125,215
10234.41015625,212
10235.19921875,202
10235.96875,197
10236.75390625,201
10237.5546875,205
10238.3828125,212
10239.17578125,203
10239.93359375,194
10240.67578125,190
10241.4140625,189
10242.19140625,199
10243.046875,219
10243.8984375,218
10244.7578125,220
10245.6640625,232
10246.59765625,239
10247.484375,227
10248.32421875,215
10249.171875,217
10250.015625,216
10250.84375,212
10251.62890625,201
10252.40234375,198
10253.19140625,202
10253.9921875,205
10254.828125,214
10255.65234375,211
10256.45703125,206
10257.28125,211
10258.125,216
10258.97265625,217
10259.76953125,204
10260.5546875,201
10261.34375,202
10262.140625,204
10262.9453125,206
10263.73046875,201
10264.546875,209
10265.37890625,213
10266.234375,219
10267.0546875,210
10267.8671875,208
10268.71484375,217
10269.55078125,214
10270.36328125,208
10271.14453125,200
10271.9453125,205
10272.7578125,208
10273.59375,214
10274.3984375,206
10275.19921875,205
10276.03125,213
10276.8828125,218
10277.76171875,225
10278.5859375,211
10279.4140625,212
10280.26171875,217
10281.10546875,216
10281.8984375,203
10282.68359375,201
10283.48046875,204
10284.3203125,215
10285.18359375,221
10286.0390625,219
10286.8671875,212
10287.69921875,213
10288.546875,217
10289.3828125,214
10290.16015625,199
10290.9140625,193
10291.6640625,192
10292.4296875,196
10293.23828125,207
10294.06640625,212
10294.90625,215
10295.78125,224
10296.6953125,234
10297.625,238
10298.4765625,218
10300.09765625,207
10300.89453125,204
10301.70703125,208
10302.484375,199
10303.2734375,202
10304.125,218
10305.0546875,238
10305.9765625,236
10307.7109375,225
10308.6015625,228
10309.49609375,229
10310.3515625,219
10311.16015625,207
10311.984375,211
10312.8203125,214
10313.6640625,216
10314.49609375,213
10315.31640625,210
10316.1640625,217
10317.046875,226
10317.94140625,229
10318.7578125,209
10319.5546875,204
10320.3671875,208
10321.19140625,211
10322.046875,219
10322.859375,208
10323.65625,204
10324.4765625,210
10325.28515625,207
10326.07421875,202
10326.83984375,196
10327.640625,205
10328.4921875,218
10329.38671875,229
10330.24609375,220
10331.06640625,210
10331.8984375,213
10332.73828125,215
10333.578125,215
10334.36328125,201
10335.1328125,197
10335.91015625,199
10336.71484375,206
10337.52734375,208
10338.33203125,206
10339.1484375,209
10340.00390625,219
10340.90625,231
10341.82421875,235
10342.66796875,216
10344.30078125,211
10345.1328125,213
10346.0,222
10346.8515625,218
10347.69921875,217
10348.546875,217
10349.3984375,218
10350.25390625,219
10351.05859375,206
10351.84765625,202
10352.64453125,204
10353.47265625,212
10354.35546875,226
10355.24609375,228
10356.1015625,219
10356.984375,226
10357.859375,224
10358.72265625,221
10359.515625,203
10360.29296875,199
10361.0625,197
10361.8515625,202
10362.6796875,212
10363.53125,218
10364.3828125,218
10365.30859375,237
10366.26171875,244
10367.21875,245
10368.08984375,223
10368.9296875,215
10369.7734375,216
10370.62890625,219
10371.484375,219
10372.30078125,209
10373.08203125,200
10373.8515625,197
10374.6328125,200
10375.4609375,212
10376.3984375,240
10377.35546875,245
10379.1875,230
10380.125,240
10381.05859375,239
10381.96875,233
10382.81640625,217
10383.625,207
10384.44140625,209
10385.3125,223
10386.25390625,241
10387.140625,227
10388.80078125,211
10389.6328125,213
10390.51953125,227
10391.46875,243
10392.34765625,225
10394.21875,242
10395.14453125,237
10396.0234375,225
10396.8359375,208
10397.64453125,207
10398.453125,207
10399.3125,220
10400.17578125,221
10401.03125,219
10401.921875,228
10402.90625,252
10403.9296875,262
10404.8671875,240
10406.578125,219
10408.35546875,231
10409.24609375,228
10410.09765625,218
10410.9609375,221
10411.83984375,225
10412.76171875,236
10413.65234375,228
10414.48046875,212
10415.25390625,198
10416.0078125,193
10416.79296875,201
10417.609375,209
10418.57421875,247
10420.75390625,269
10422.74609375,243
10423.58984375,216
10424.4765625,227
10426.3046875,235
10427.2265625,236
10428.12890625,231
10428.97265625,216
10429.8203125,217
10430.6640625,216
10431.515625,218
10432.38671875,223
10433.25,221
10434.05078125,205
10434.8671875,209
10435.6875,210
10436.53515625,217
10437.421875,227
10438.2734375,218
10439.15625,226
10440.0234375,222
10440.87890625,219
10441.66796875,202
10442.4375,197
10443.203125,196
10443.95703125,193
10444.6953125,189
10445.4609375,196
10446.23828125,199
10447.0234375,201
10447.77734375,193
10448.5078125,187
10449.234375,186
10449.96484375,187
10450.703125,189
10451.43359375,187
10452.1796875,191
10452.97265625,203
10453.796875,211
10454.640625,216
10455.42578125,201
10456.21484375,202
10457.01171875,204
10457.82421875,208
10458.67578125,218
10459.484375,207
10460.2890625,206
10461.14453125,219
10462.04296875,230
10462.8828125,215
10464.44140625,199
10465.23046875,202
10466.078125,217
10466.953125,224
10467.80078125,217
10468.69921875,230
10469.609375,233
10470.50390625,229
10471.32421875,210
10472.125,205
10472.94921875,211
10473.78515625,214
10474.625,215
10475.44921875,211
10476.3046875,219
10477.21875,234
10478.1640625,242
10479.12109375,245
10479.98828125,222
10481.62890625,212
10482.47265625,216
10483.34375,223
10484.20703125,221
10485.0234375,209
10485.8671875,216
10486.71875,218
10487.578125,220
10488.421875,216
10489.23046875,207
10490.06640625,214
10490.93359375,222
10491.80859375,224
10492.640625,213
10493.44140625,205
10494.26953125,212
10495.140625,223
10496.0078125,222
10496.83984375,213
10497.6640625,211
10498.53515625,223
10499.42578125,228
10500.3125,227
10501.13671875,211
10501.94140625,206
10502.76953125,212
10503.6328125,221
10504.53125,230
10505.40625,224
10506.234375,212
10507.0703125,214
10507.93359375,221
10508.80859375,224
10509.671875,221
10510.47265625,205
10511.25390625,200
10512.0390625,201
10512.828125,202
10513.63671875,207
10514.43359375,204
10515.29296875,220
10516.2578125,247
10517.28125,262
10519.87109375,216
10520.71484375,216
10521.5859375,223
10522.4453125,220
10523.2421875,204
10524.046875,206
10524.8828125,214
10525.76171875,225
10526.64453125,226
10527.5234375,225
10528.45703125,239
10529.4296875,249
10530.3828125,244
10532.80078125,201
10533.59375,203
10534.4765625,226
10535.37890625,231
10536.26953125,228
10537.2109375,241
10538.17578125,247
10539.1640625,253
10540.046875,226
10541.72265625,215
10542.5703125,217
10543.41015625,215
10544.21875,207
10545.0546875,214
10545.96484375,233
10546.91796875,244
10547.8203125,231
10549.59375,231
10550.46875,224
10551.32421875,219
10552.109375,201
10552.90234375,203
10553.73828125,214
10554.66796875,238
10555.6328125,247
10556.52734375,229
10558.32421875,233
10559.26171875,240
10560.140625,225
10560.96875,212
10561.8203125,218
10562.67578125,219
10563.546875,223
10564.41015625,221
10565.2578125,217
10566.1328125,224
10567.08203125,243
10568.08203125,256
10569.03515625,244
10570.82421875,231
10571.75,237
10572.6953125,242
10573.55078125,219
10575.22265625,217
10577.109375,252
10578.06640625,245
10579.84375,228
10580.75390625,233
10581.68359375,238
10582.56640625,226
10583.39453125,212
10584.2109375,209
10585.01171875,205
10585.80078125,202
10586.5546875,193
10587.3125,194
10588.109375,204
10588.9609375,218
10589.83984375,225
10590.671875,213
10591.5390625,222
10592.4765625,240
10593.40625,238
10595.8671875,205
10596.68359375,209
10597.5390625,219
10598.3984375,220
10599.25,218
10600.1640625,234
10601.1484375,252
10602.11328125,247
10603.8515625,221
10604.72265625,223
10605.6015625,225
10606.4375,214
10607.23828125,205
10608.04296875,206
10608.890625,217
10609.7734375,226
10610.63671875,221
10611.5,221
10612.390625,228
10613.296875,232
10614.19140625,229
10615.01953125,212
10615.83984375,210
10616.69921875,220
10617.5390625,215
10618.3828125,216
10619.16796875,201
10619.97265625,206
10620.8203125,217
10621.734375,234
10622.671875,240
10623.53515625,221
10625.2421875,220
10626.09765625,219
10626.9140625,209
10627.71484375,205
10628.546875,213
10629.41015625,221
10630.26171875,218
10631.0625,205
10631.85546875,203
10632.69921875,216
10633.58984375,228
10634.4921875,231
10635.32421875,213
10636.15234375,212
10637.00390625,218
10637.90234375,230
10638.8515625,243
10639.75,230
10641.51953125,230
10642.3984375,225
10643.26171875,221
10644.0625,205
10644.87109375,207
10645.71484375,216
10646.65234375,240
10647.6015625,243
10649.4453125,243
10650.3828125,240
10651.28515625,231
10652.11328125,212
10652.9296875,209
10653.78515625,219
10654.67578125,228
10655.625,243
10656.48828125,221
10658.1796875,218
10659.0546875,224
10659.98828125,239
10660.875,227
10662.62890625,232
10664.51953125,239
10666.20703125,213
10667.05859375,218
10667.91796875,220
10668.8046875,227
10669.68359375,225
10670.5234375,215
10671.4375,234
10673.36328125,248
10676.87890625,226
10677.73828125,220
10678.5390625,205
10679.34375,206
10680.18359375,215
10681.10546875,236
10682.0390625,239
10682.91015625,223
10683.79296875,226
10684.6640625,223
10685.55078125,227
10686.43359375,226
10687.27734375,216
10688.12109375,216
10689.0,225
10692.1328125,258
10693.90625,222
10694.765625,220
10695.63671875,223
10696.5234375,227
10697.3828125,220
10698.23828125,219
10699.140625,231
10700.09765625,245
10701.07421875,250
10701.9765625,231
10703.70703125,225
10704.59765625,228
10705.52734375,238
10706.4453125,235
10707.296875,218
10708.1796875,226
10709.09375,234
10710.0703125,250
10711.0078125,240
10712.75,223
10713.62109375,223
10714.51953125,230
10715.3828125,221
10716.21875,214
10717.1015625,226
10719.03515625,252
10719.9375,231
10721.62890625,217
10722.48828125,220
10723.35546875,222
10724.19921875,216
10725.00390625,206
10725.84765625,216
10726.7109375,221
10727.62890625,235
10728.5078125,225
10730.20703125,222
10731.0859375,225
10731.98828125,231
10732.8671875,225
10733.6875,210
10734.52734375,215
10735.39453125,222
10736.3125,235
10737.171875,220
10738.859375,220
10739.765625,232
10740.71875,244
10741.6015625,226
10743.26953125,212
10744.12109375,218
10744.98828125,222
10745.8515625,221
10746.68359375,213
10747.53515625,218
10748.421875,227
10749.30859375,227
10750.14453125,214
10750.94140625,204
10751.75,207
10752.60546875,219
10753.5078125,231
10754.3515625,216
10755.96875,206
10756.8046875,214
10757.6796875,224
10758.5625,226
10759.3984375,214
10760.2421875,216
10761.1015625,220
10761.984375,226
10762.8828125,230
10763.72265625,215
10764.5234375,205
10765.296875,198
10766.07421875,199
10766.8828125,207
10767.64453125,195
10768.4296875,201
10769.25390625,211
10770.1328125,225
10770.984375,218
10771.80859375,211
10772.5859375,199
10773.36328125,199
10774.203125,215
10775.078125,224
10775.953125,224
10776.765625,208
10777.53125,196
10778.2578125,186
10778.94140625,175
10779.60546875,170
10780.24609375,164
10780.87109375,160
10781.484375,157
10782.0859375,154
10782.6875,154
10783.29296875,155
10783.91796875,160
10784.54296875,160
10785.1796875,163
10785.82421875,165
10786.48828125,170
10787.17578125,176
10787.88671875,182
10788.62109375,188
10789.44140625,210
10790.33203125,228
10791.1328125,205
10792.66015625,193
10793.41015625,192
10794.125,183
10794.81640625,177
10795.50390625,176
10796.18359375,174
10796.86328125,174
10797.53515625,172
10798.19921875,170
10798.8671875,171
10799.52734375,169
10800.25390625,186
10800.9609375,181
10801.74609375,201
10802.5390625,203
10803.35546875,209
10804.16796875,208
10804.9609375,203
10805.73046875,197
10818.4921875,186
10819.2109375,184
10819.9296875,184
10820.66015625,187
10821.3984375,189
10822.12890625,187
10822.859375,187
10823.59375,188
10824.3671875,198
10825.12890625,195
10825.88671875,194
10826.64453125,194
10827.4375,203
10828.3984375,246
10829.25,218
10830.78125,192
10831.5625,200
10832.328125,196
10833.15234375,211
10834.0234375,223
10834.90625,226
10835.8125,232
10836.7421875,238
10837.66796875,237
10838.515625,217
10839.32421875,207
10840.12890625,206
10840.88671875,194
10841.61328125,186
10842.3515625,189
10843.05859375,181
10843.77734375,184
10844.46875,177
10845.19921875,187
10845.9609375,195
10846.78515625,211
10850.94140625,251
10852.85546875,243
10853.76953125,234
10854.69140625,236
10855.53515625,216
10856.9453125,175
10857.609375,170
10858.2578125,166
10858.88671875,161
10859.5078125,159
10860.1484375,164
10860.8515625,180
10861.69921875,217
10863.6328125,226
10868.99609375,184
10869.7265625,187
10870.484375,194
10871.265625,200
10872.01953125,193
10872.74609375,186
10873.4609375,183
10874.2265625,196
10876.00390625,227
10877.67578125,220
10878.53515625,220
10879.41015625,224
10880.20703125,204
10881.0546875,217
10882.95703125,259
10883.90625,243
10885.7421875,237
10886.73046875,253
10887.7265625,255
10888.64453125,235
10889.59375,243
10891.48828125,231
10893.16796875,219
10894.9296875,228
10895.75390625,211
10896.578125,211
10897.44921875,223
10898.3359375,227
10899.171875,214
10899.96875,204
10900.78515625,209
10901.63671875,218
10902.5390625,231
10903.36328125,211
10905.0625,223
10905.953125,228
10906.83984375,227
10907.66015625,210
10908.49609375,214
10909.33984375,216
10910.203125,221
10911.01171875,207
10911.765625,193
10912.52734375,195
10913.3125,201
10924.2109375,180
10924.92578125,183
10925.62890625,180
10926.3203125,177
10927.0,174
10927.69921875,179
10928.421875,185
10929.20703125,201
10930.0390625,213
10930.88671875,217
10931.74609375,220
10932.61328125,222
10933.49609375,226
10934.33984375,216
10935.16796875,212
10935.9609375,203
10936.71484375,193
10937.44140625,186
10958.46484375,174
10959.1640625,179
10959.8828125,184
10960.60546875,185
10961.30859375,180
10962.01171875,180
10962.71484375,180
10963.421875,181
10964.109375,176
10964.79296875,175
10965.4921875,179
10966.203125,182
10966.8828125,174
10967.58984375,181
11016.078125,176
11016.7578125,174
11017.4296875,172
11018.140625,182
11018.93359375,203
11019.7421875,207
11020.4921875,192
11021.25390625,195
11021.98828125,188
11022.69921875,182
11023.375,173
11024.046875,172
11024.71875,172
11025.3984375,174
11026.0625,170
11026.75,176
11027.44921875,179
11028.16015625,182
11028.86328125,180
11029.625,195
11030.39453125,197
11031.13671875,190
11031.87890625,190
11032.6328125,193
11033.390625,194
11034.13671875,191
11034.890625,193
11035.6484375,194
11036.4296875,200
11037.203125,198
11037.94140625,189
11048.546875,180
11049.25390625,181
11049.94921875,178
11050.65234375,180
11051.375,185
11052.109375,188
11052.828125,184
11053.5078125,174
11054.18359375,173
11054.84765625,170
11055.51171875,170
11056.15625,165
11056.79296875,163
11057.4296875,163
11058.06640625,163
11058.69140625,160
11059.30859375,158
11059.921875,157
11060.52734375,155
11061.140625,157
11061.78125,164
11062.453125,172
11063.15234375,179
11063.83203125,174
11064.546875,183
11065.265625,184
11065.99609375,187
11066.7109375,183
11067.41796875,181
11068.12890625,182
11068.8828125,193
11069.640625,194
11070.40234375,195
11071.25390625,218
11072.109375,219
11072.91015625,205
11073.75,215
11074.625,224
11075.48046875,219
11076.2734375,203
11077.08203125,207
11077.87890625,204
11088.33984375,194
11089.08203125,190
11089.84375,195
11090.62890625,201
11091.3671875,189
11092.1015625,188
11092.83984375,189
11093.57421875,188
11094.27734375,180
11094.98828125,182
11095.72265625,188
11096.515625,203
11097.3046875,202
11098.078125,198
11098.890625,208
11099.703125,208
11110.08984375,184
11110.828125,189
11111.57421875,191
11112.35546875,200
11113.18359375,212
11114.01953125,214
11114.81640625,204
11115.51953125,180
11116.23046875,182
11116.921875,177
11117.6171875,178
11118.32421875,181
11119.03125,181
11119.81640625,201
11120.6484375,213
11121.5625,234
11182.25,171
11182.92578125,173
11183.65625,187
11184.453125,204
11185.33984375,227
11186.25,233
11188.0078125,234
11189.9140625,246
11190.921875,258
11191.8515625,238
11193.578125,220
11194.41015625,213
11195.24609375,214
11196.03515625,202
11196.8515625,209
11197.7109375,220
11198.5078125,204
11200.05078125,200
11200.8515625,205
11201.7421875,228
11202.6640625,236
11203.5078125,216
11205.23046875,230
11207.13671875,239
11208.83984375,225
11210.765625,236
11212.484375,227
11217.94140625,247
11218.86328125,236
11219.7421875,225
11220.63671875,229
11221.52734375,228
11222.578125,269
11224.88671875,289
11227.62890625,216
11228.44140625,208
11229.21484375,198
11230.0546875,215
11233.16796875,270
11235.80078125,206
11236.62890625,212
11238.51171875,254
11239.50390625,254
11241.375,247
11243.34375,246
11245.0,213
11246.6171875,206
11247.3828125,196
11248.16796875,201
11248.98046875,208
11249.82421875,216
11250.625,205
11251.47265625,217
11252.3984375,237
11253.296875,230
11254.87890625,202
11256.47265625,201
11257.2734375,205
11258.1328125,220
11258.9765625,216
11259.87109375,229
11260.92578125,270
11261.90234375,250
11263.69140625,233
11265.51171875,220
11266.47265625,246
11268.37890625,245
11269.25390625,224
11270.08203125,212
11270.96484375,226
11272.875,246
11274.640625,232
11276.546875,250
11277.43359375,227
11278.42578125,254
11281.55078125,177
11282.234375,175
11282.94140625,181
11283.67578125,188
11284.3984375,185
11285.140625,190
11285.921875,200
11286.73828125,209
11287.5,195
11288.30859375,207
11289.15234375,216
11290.06640625,234
11290.9453125,225
11292.53515625,204
11293.3203125,201
11294.1015625,200
11294.8828125,200
11295.62109375,189
11296.328125,181
11297.02734375,179
11297.71875,177
11298.41796875,179
11299.12109375,180
11299.82421875,180
11312.796875,199
11313.53515625,189
11314.28125,191
11315.0078125,186
11315.8125,206
11317.66015625,243
11318.67578125,260
11319.5390625,221
11323.45703125,290
11324.4609375,257
11326.31640625,228
11331.3125,333
11332.578125,324
11335.04296875,316
11336.2578125,311
11337.47265625,311
11338.58203125,284
11340.51171875,237
11341.4609375,243
11348.91796875,283
11349.9140625,255
11350.8828125,248
11354.01953125,266
11355.9609375,242
11356.96484375,257
11361.828125,294
11362.98046875,295
11364.1171875,291
11365.2265625,284
11366.31640625,279
11367.28125,247
11369.08203125,234
11372.06640625,238
11373.875,234
11377.36328125,302
11379.65234375,291
11380.6328125,251
11382.3671875,225
11384.1015625,221
11384.88671875,201
11385.6328125,191
11386.3828125,192
11387.15234375,197
11387.9765625,211
11388.8046875,212
11389.66796875,221
11390.6484375,251
11392.7109375,248
11394.63671875,256
11396.80078125,242
11399.52734375,225
11400.43359375,232
11401.26171875,212
11402.0625,205
11403.015625,244
11405.07421875,288
11410.9765625,241
11412.8125,247
11414.92578125,249
11416.703125,235
11421.20703125,300
11427.66796875,259
11429.63671875,264
11432.03125,286
11434.21484375,295
11442.375,251
11444.41015625,257
11446.375,265
11448.47265625,256
11450.3984375,253
11452.43359375,260
11453.35546875,236
11454.27734375,236
11457.44140625,249
11459.30859375,245
11461.5,287
11464.47265625,260
11466.53125,260
11468.40234375,249
11470.5625,282
11475.125,259
11476.03515625,233
11477.8984375,241
11478.9453125,268
11481.39453125,305
11484.5,245
11485.38671875,227
11486.30078125,234
11489.87890625,312
11494.09765625,268
11494.98046875,226
11496.58203125,206
11501.30859375,235
11502.92578125,199
11503.6953125,197
11504.44921875,193
11505.19921875,192
11505.94140625,190
11506.68359375,190
11511.1328125,297
11514.0859375,233
11515.07421875,253
11520.5546875,280
11522.73828125,276
11524.7265625,265
11526.6640625,246
11527.5703125,232
11528.5390625,248
11530.60546875,263
11534.01953125,220
11534.921875,231
11535.7890625,222
11536.734375,242
11537.6875,244
11538.66796875,251
11539.54296875,224
11540.4765625,239
11542.4140625,248
11543.28515625,223
11544.15234375,222
11547.328125,268
11549.42578125,280
11551.53515625,266
11553.3203125,228
11556.390625,281
11557.4375,268
11559.53125,268
11560.54296875,259
11561.47265625,238
11562.3828125,233
11563.296875,234
11564.25390625,245
11565.1796875,237
11566.06640625,227
11567.046875,251
11569.14453125,265
11571.03515625,248
11572.97265625,246
11573.8359375,221
11574.78125,242
11576.6484375,236
11577.5234375,224
11578.4609375,240
11580.4375,253
11582.29296875,244
11584.35546875,261
11587.00390625,216
11587.78515625,200
11588.703125,235
11594.8046875,291
11595.89453125,279
11596.80859375,234
11597.83984375,264
11600.09765625,290
11602.3125,274
11603.45703125,293
11605.71875,286
11607.65625,241
11608.6015625,242
11610.55859375,252
11611.59375,265
11612.55078125,245
11613.5625,259
11614.5703125,258
11615.49609375,237
11617.23828125,224
11620.3125,277
11622.46875,291
11623.47265625,257
11625.2265625,225
11626.81640625,197
11627.58984375,198
11628.41796875,212
11629.26171875,216
11630.109375,217
11631.12890625,261
11633.31640625,263
11635.125,235
11636.97265625,230
11637.8203125,217
11638.765625,242
11640.89453125,277
11644.8984375,261
11645.8203125,236
11646.8359375,260
11648.71484375,239
11649.60546875,228
11650.62890625,262
11652.72265625,271
11653.6484375,237
11654.66796875,261
11656.703125,255
11658.640625,256
11660.6484375,252
11661.578125,238
11662.58984375,259
11664.63671875,262
11665.57421875,240
11666.56640625,254
11668.703125,278
11669.68359375,251
11676.26171875,262
11678.41015625,278
11679.3828125,249
11682.4375,272
11683.4296875,254
11685.34375,253
11687.36328125,253
11689.2890625,255
11691.26171875,249
11692.1328125,223
11692.98046875,217
11693.8671875,227
11695.84375,255
11698.578125,235
11699.5234375,242
11700.4609375,240
11701.328125,222
11702.23828125,233
11704.15625,244
11705.05078125,229
11705.9140625,221
11706.8515625,240
11708.84375,249
11710.71484375,250
11712.69921875,249
11714.59375,254
11716.7734375,277
11720.7734375,255
11722.74609375,266
11724.87109375,261
11726.8359375,260
11728.87109375,259
11729.8125,241
11730.83203125,261
11733.01171875,278
11735.01171875,260
11737.14453125,277
11738.09375,243
11741.1875,251
11742.8125,208
11744.45703125,210
11745.2421875,201
11746.00390625,195
11746.76953125,196
11747.53125,195
11748.2734375,190
11749.01953125,191
11749.7734375,193
11750.51171875,189
11751.234375,185
11751.96484375,187
11752.7109375,191
11753.44921875,189
11754.22265625,198
11755.01953125,204
11755.82421875,206
11756.62109375,204
11757.3828125,195
11758.1484375,196
11758.92578125,199
11759.74609375,210
11760.62109375,224
11761.43359375,208
11763.2109375,250
11765.90234375,222
11766.79296875,228
11767.68359375,228
11768.61328125,238
11769.56640625,244
11770.50390625,240
11771.5,255
11772.53515625,265
11773.59765625,272
11774.60546875,258
11776.53515625,251
11777.52734375,254
11778.4140625,227
11780.03125,206
11782.7890625,237
11784.546875,229
11790.6171875,290
11791.71484375,281
11792.7734375,271
11793.81640625,267
11794.859375,267
11795.890625,264
11796.89453125,257
11797.78125,227
11798.68359375,231
11800.609375,260
11801.6484375,266
11804.421875,241
11806.54296875,269
11808.625,269
11809.5859375,246
11811.40625,238
11813.37109375,254
11814.30859375,240
11816.04296875,223
11816.86328125,210
11817.64453125,200
11818.41796875,198
11819.22265625,206
11820.03515625,208
11820.8046875,197
11821.57421875,197
11822.3515625,199
11823.1484375,204
11823.96484375,209
11824.73828125,198
11825.62109375,226
11828.83984375,198
11829.625,201
11830.46875,216
11831.3984375,238
11832.4140625,260
11833.36328125,243
11835.3125,257
11837.41015625,264
11839.46875,276
11841.62109375,266
11843.7109375,280
11849.58203125,277
11850.57421875,254
11852.6171875,277
11853.515625,230
11857.16015625,225
11858.15625,255
11860.5234375,319
11869.13671875,247
11872.9921875,225
11875.7421875,225
11876.63671875,229
11877.51171875,224
11878.34765625,214
11879.15234375,206
11880.01953125,222
11881.75390625,211
11883.41796875,214
11884.25390625,214
11885.046875,203
11885.80859375,195
11886.61328125,206
11888.34375,220
11889.328125,252
11891.5078125,278
11895.66015625,281
11896.609375,243
11898.484375,245
11900.56640625,277
11901.62890625,272
11904.44140625,246
11906.546875,268
11908.63671875,291
11912.8359375,275
11915.1171875,276
11917.0078125,248
11918.91015625,244
11919.7890625,225
11920.72265625,239
11922.65234375,249
11923.53125,225
11924.44140625,233
11925.359375,235
11926.2421875,226
11927.07421875,213
11927.90234375,212
11928.75390625,218
11929.59765625,216
11930.43359375,214
11931.2890625,219
11932.13671875,217
11932.96484375,212
11933.74609375,200
11934.5078125,195
11935.2890625,200
11936.09765625,207
11936.89453125,204
11937.65234375,194
11938.43359375,200
11939.2109375,199
11940.01171875,205
11940.87109375,220
11941.8359375,247
11942.8203125,252
11944.04296875,313
11948.390625,253
11950.37890625,256
11951.34375,247
11952.234375,228
11953.1953125,246
11955.296875,270
11957.98046875,224
11961.00390625,269
11963.01171875,251
11963.90234375,228
11964.7734375,223
11965.64453125,223
11966.53125,227
11967.4453125,234
11968.26953125,211
11969.11328125,216
11969.94921875,214
11970.7890625,215
11971.63671875,217
11972.46484375,212
11973.27734375,208
