time [s],NN_interval [s/256](/api/datatype/318/)
7250.703125,109
7251.125,108
7251.5546875,110
7251.98046875,109
7252.4140625,111
7252.83984375,109
7253.26171875,108
7253.69140625,110
7254.12109375,110
7254.546875,109
7254.97265625,109
7255.3984375,109
7255.828125,110
7256.26171875,111
7256.6953125,111
7257.12890625,111
7257.56640625,112
7258.0078125,113
7258.45703125,115
7258.90234375,114
7259.3515625,115
7259.80078125,115
7260.25390625,116
7260.71484375,118
7261.16796875,116
7261.625,117
7262.078125,116
7262.53515625,117
7262.98828125,116
7263.4453125,117
7263.8984375,116
7264.359375,118
7264.81640625,117
7265.27734375,118
7265.7421875,119
7266.19921875,117
7266.6640625,119
7267.125,118
7267.58203125,117
7268.0390625,117
7268.4921875,116
7268.9375,114
7269.3828125,114
7269.82421875,113
7270.265625,113
7270.7109375,114
7271.1484375,112
7271.58984375,113
7272.03515625,114
7272.48828125,116
7272.94140625,116
7273.40625,119
7273.86328125,117
7274.328125,119
7274.79296875,119
7275.26171875,120
7275.734375,121
7276.19921875,119
7276.66796875,120
7277.13671875,120
7277.60546875,120
7278.0703125,119
7278.52734375,117
7278.99609375,120
7279.46484375,120
7279.9296875,119
7280.39453125,119
7280.859375,119
7281.32421875,119
7281.796875,121
7282.265625,120
7282.73046875,119
7283.19921875,120
7283.66796875,120
7284.140625,121
7284.60546875,119
7285.0703125,119
7285.5390625,120
7286.0078125,120
7286.47265625,119
7286.9375,119
7287.40625,120
7287.875,120
7288.34765625,121
7288.81640625,120
7289.2890625,121
7289.76171875,121
7290.234375,121
7290.703125,120
7291.16796875,119
7291.63671875,120
7292.10546875,120
7292.57421875,120
7293.0390625,119
7293.50390625,119
7293.96875,119
7294.44140625,121
7294.91015625,120
7295.375,119
7295.83984375,119
7296.30859375,120
7296.77734375,120
7297.24609375,120
7297.7109375,119
7298.17578125,119
7298.6484375,121
7299.1171875,120
7299.5859375,120
7300.0546875,120
7300.515625,118
7300.984375,120
7301.453125,120
7301.921875,120
7302.3828125,118
7302.84765625,119
7303.30859375,118
7303.76953125,118
7304.23046875,118
7304.6875,117
7305.14453125,117
7305.60546875,118
7306.0625,117
7306.51953125,117
7306.9765625,117
7307.4375,118
7307.8984375,118
7308.35546875,117
7308.8125,117
7309.26953125,117
7309.73046875,118
7310.19140625,118
7310.6484375,117
7311.10546875,117
7311.5625,117
7312.01953125,117
7312.48046875,118
7312.93359375,116
7313.390625,117
7313.8515625,118
7314.30859375,117
7314.76953125,118
7315.2265625,117
7315.6875,118
7316.14453125,117
7316.6015625,117
7317.05859375,117
7317.51171875,116
7317.9609375,115
7318.41796875,117
7318.87109375,116
7319.3203125,115
7319.76953125,115
7320.22265625,116
7320.671875,115
7321.125,116
7321.57421875,115
7322.0234375,115
7322.4765625,116
7322.92578125,115
7323.375,115
7323.82421875,115
7324.2734375,115
7324.72265625,115
7325.171875,115
7325.6171875,114
7326.0625,114
7326.51171875,115
7326.9609375,115
7327.40625,114
7327.8515625,114
7328.296875,114
7328.7421875,114
7329.18359375,113
7329.625,113
7330.06640625,113
7330.50390625,112
7330.9453125,113
7331.37890625,111
7331.8125,111
7332.24609375,111
7332.6796875,111
7333.11328125,111
7333.54296875,110
7333.97265625,110
7334.40625,111
7334.8359375,110
7335.26171875,109
7335.69140625,110
7336.12109375,110
7336.55078125,110
7336.9765625,109
7337.3984375,108
7337.83203125,111
7338.26171875,110
7338.6875,109
7339.11328125,109
7339.53515625,108
7339.953125,107
7340.37890625,109
7340.796875,107
7341.21484375,107
7341.62890625,106
7342.04296875,106
7342.4609375,107
7342.875,106
7343.2890625,106
7343.6953125,104
7344.109375,106
7344.51953125,105
7344.9296875,105
7345.33984375,105
7345.7421875,103
7346.15625,106
7346.5625,104
7346.97265625,105
7347.375,103
7347.78515625,105
7348.19140625,104
7348.59765625,104
7349.00390625,104
7349.40625,103
7349.80859375,103
7350.21484375,104
7350.62109375,104
7351.02734375,104
7351.4296875,103
7351.83203125,103
7352.23828125,104
7352.64453125,104
7353.046875,103
7353.44921875,103
7353.85546875,104
7354.26171875,104
7354.66796875,104
7355.078125,105
7355.48828125,105
7355.8984375,105
7356.3125,106
7356.7265625,106
7357.14453125,107
7357.55859375,106
7357.97265625,106
7358.39453125,108
7358.8125,107
7359.234375,108
7359.65234375,107
7360.07421875,108
7360.49609375,108
7360.91796875,108
7361.34375,109
7361.765625,108
7362.1875,108
7362.6171875,110
7363.04296875,109
7363.47265625,110
7363.90234375,110
7364.3359375,111
7364.76953125,111
7365.20703125,112
7365.640625,111
7366.078125,112
7366.515625,112
7366.95703125,113
7367.3984375,113
7367.8359375,112
7368.28125,114
7368.7265625,114
7369.16796875,113
7369.609375,113
7370.046875,112
7370.48828125,113
7370.92578125,112
7371.3671875,113
7371.80078125,111
7372.23828125,112
7372.67578125,112
7373.11328125,112
7373.55078125,112
7373.98828125,112
7374.421875,111
7374.859375,112
7375.30078125,113
7375.74609375,114
7376.18359375,112
7376.62890625,114
7377.078125,115
7377.52734375,115
7377.98046875,116
7378.42578125,114
7378.87109375,114
7379.3203125,115
7379.7734375,116
7380.2265625,116
7380.68359375,117
7381.14453125,118
7381.609375,119
7382.078125,120
7382.546875,120
7383.01953125,121
7383.4921875,121
7383.96484375,121
7384.4375,121
7384.90625,120
7385.3828125,122
7385.85546875,121
7386.328125,121
7386.80078125,121
7387.2734375,121
7387.75,122
7388.23046875,123
7388.70703125,122
7389.19140625,124
7389.68359375,126
7390.17578125,126
7390.66796875,126
7391.16015625,126
7391.65625,127
7392.1484375,126
7392.63671875,125
7393.12109375,124
7393.609375,125
7394.09765625,125
7394.5859375,125
7395.078125,126
7395.57421875,127
7396.08203125,130
7396.59375,131
7397.109375,132
7397.62890625,133
7398.1484375,133
7398.671875,134
7399.18359375,131
7399.6953125,131
7400.20703125,131
7400.7109375,129
7401.2109375,128
7401.71484375,129
7402.22265625,130
7402.7265625,129
7403.234375,130
7403.74609375,131
7404.2734375,135
7404.8046875,136
7405.33984375,137
7405.87109375,136
7406.40625,137
7406.94921875,139
7407.48828125,138
7408.01953125,136
7408.546875,135
7409.0703125,134
7409.59375,134
7410.11328125,133
7410.62890625,132
7411.14453125,132
7411.66015625,132
7412.1796875,133
7412.6875,130
7413.203125,132
7413.72265625,133
7414.25390625,136
7414.77734375,134
7415.30078125,134
7415.828125,135
7416.35546875,135
7416.87890625,134
7417.3984375,133
7417.91796875,133
7418.44140625,134
7418.96875,135
7419.4921875,134
7420.01953125,135
7420.54296875,134
7421.06640625,134
7421.5859375,133
7422.09765625,131
7422.6015625,129
7423.1015625,128
7423.6015625,128
7424.1015625,128
7424.60546875,129
7425.10546875,128
7425.609375,129
7426.12109375,131
7426.640625,133
7427.16015625,133
7427.68359375,134
7428.2109375,135
7428.74609375,137
7429.28515625,138
7429.81640625,136
7430.3515625,137
7430.8828125,136
7431.4140625,136
7431.9375,134
7432.46484375,135
7432.9921875,135
7433.5234375,136
7434.05078125,135
7434.57421875,134
7435.10546875,136
7435.6328125,135
7436.1640625,136
7436.6875,134
7437.21875,136
7437.75,136
7438.28125,136
7438.80859375,135
7439.33984375,136
7439.8671875,135
7440.3984375,136
7440.9296875,136
7441.4609375,136
7441.98828125,135
7452.02734375,134
7452.546875,133
7453.078125,136
7453.62109375,139
7454.1640625,139
7454.70703125,139
7455.25,139
7455.80078125,141
7456.35546875,142
7456.90625,141
7457.453125,140
7458.0,140
7458.54296875,139
7459.08984375,140
7459.62890625,138
7460.1640625,137
7460.6953125,136
7461.21875,134
7461.73828125,133
7462.25390625,132
7462.76953125,132
7463.28515625,132
7463.80078125,132
7464.31640625,132
7464.8359375,133
7465.36328125,135
7465.88671875,134
7466.4140625,135
7466.94921875,137
7467.484375,137
7468.0234375,138
7468.56640625,139
7469.109375,139
7469.65625,140
7470.1953125,138
7470.73046875,137
7471.265625,137
7471.80078125,137
7472.328125,135
7472.8515625,134
7473.3828125,136
7473.91015625,135
7474.4375,135
7474.9609375,134
7475.48828125,135
7476.015625,135
7476.54296875,135
7477.0703125,135
7477.59765625,135
7478.12109375,134
7478.6484375,135
7479.1640625,132
7479.6796875,132
7480.1953125,132
7480.703125,130
7481.21484375,131
7481.71875,129
7482.23046875,131
7482.73828125,130
7483.25,131
7483.75390625,129
7484.265625,131
7484.77734375,131
7485.2890625,131
7485.8046875,132
7486.3203125,132
7486.8359375,132
7487.35546875,133
7487.875,133
7488.38671875,131
7488.90234375,132
7489.41796875,132
7489.9296875,131
7490.4375,130
7490.9375,128
7491.4453125,130
7491.9453125,128
7492.44921875,129
7492.9453125,127
7493.4375,126
7493.9375,128
7494.4296875,126
7494.91796875,125
7495.40234375,124
7495.890625,125
7496.375,124
7496.85546875,123
7497.33984375,124
7497.82421875,124
7498.3125,125
7498.8046875,126
7499.2890625,124
7499.78125,126
7500.2734375,126
7500.765625,126
7501.26171875,127
7501.75,125
7502.2421875,126
7502.73046875,125
7503.21484375,124
7503.703125,125
7504.18359375,123
7504.66796875,124
7505.15234375,124
7505.6328125,123
7506.1171875,124
7506.60546875,125
7507.08984375,124
7507.5703125,123
7508.05859375,125
7508.54296875,124
7509.02734375,124
7509.515625,125
7510.00390625,125
7510.4921875,125
7510.97265625,123
7511.4609375,125
7511.9453125,124
7512.4296875,124
7512.9140625,124
7513.39453125,123
7513.875,123
7514.35546875,123
7514.8359375,123
7515.3125,122
7515.7890625,122
7542.20703125,119
7542.6640625,117
7543.12109375,117
7543.578125,117
7544.03515625,117
7544.4921875,117
7544.9453125,116
7545.3984375,116
7545.8515625,116
7546.3046875,116
7546.75,114
7547.203125,116
7547.6484375,114
7548.1015625,116
7548.54296875,113
7548.9921875,115
7549.4375,114
7549.88671875,115
7550.3359375,115
7550.77734375,113
7551.22265625,114
7551.66796875,114
7552.11328125,114
7552.5546875,113
7553.0,114
7553.44140625,113
7553.8828125,113
7554.32421875,113
7554.765625,113
7555.20703125,113
7555.6484375,113
7556.08984375,113
7556.53125,113
7556.97265625,113
7557.4140625,113
7557.85546875,113
7558.30078125,114
7558.7421875,113
7559.1796875,112
7559.62109375,113
7560.06640625,114
7560.515625,115
7560.9609375,114
7561.41015625,115
7561.86328125,116
7562.3125,115
7562.76171875,115
7563.20703125,114
7563.65234375,114
7564.09765625,114
7564.546875,115
7564.98828125,113
7565.43359375,114
7565.8828125,115
7566.3203125,112
7566.76171875,113
7567.203125,113
7567.64453125,113
7568.08203125,112
7568.5234375,113
7568.9609375,112
7569.3984375,112
7569.83203125,111
7570.26953125,112
7570.69921875,110
7571.1328125,111
7571.5625,110
7571.99609375,111
7572.421875,109
7572.8515625,110
7573.27734375,109
7573.70703125,110
7574.1328125,109
7574.55859375,109
7574.984375,109
7575.4140625,110
7575.84375,110
7576.26953125,109
7576.6953125,109
7577.125,110
7577.5546875,110
7577.984375,110
7578.41015625,109
7578.83984375,110
7579.26953125,110
7579.69921875,110
7580.125,109
7580.55078125,109
7580.98046875,110
7581.41015625,110
7581.83984375,110
7582.265625,109
7582.6953125,110
7583.125,110
7583.5546875,110
7583.98046875,109
7584.40625,109
7584.83984375,111
7585.26953125,110
7585.703125,111
7586.1328125,110
7586.5625,110
7586.99609375,111
7587.4296875,111
7587.86328125,111
7588.29296875,110
7588.7265625,111
7589.1640625,112
7589.59765625,111
7590.03125,111
7590.46484375,111
7590.8984375,111
7591.33203125,111
7591.765625,111
7592.19921875,111
7592.63671875,112
7593.07421875,112
7593.51171875,112
7593.9453125,111
7594.37890625,111
7594.81640625,112
7595.2578125,113
7595.6953125,112
7596.1328125,112
7596.56640625,111
7597.00390625,112
7597.44140625,112
7597.8828125,113
7598.3203125,112
7598.7578125,112
7599.19921875,113
7599.640625,113
7600.08203125,113
7600.51953125,112
7600.9609375,113
7601.40234375,113
7601.83984375,112
7602.27734375,112
7602.7109375,111
7603.15234375,113
7603.58984375,112
7604.02734375,112
7604.46484375,112
7604.90625,113
7605.34765625,113
7605.79296875,114
7606.23046875,112
7606.67578125,114
7607.12109375,114
7607.56640625,114
7608.015625,115
7608.4609375,114
7608.91015625,115
7609.35546875,114
7609.80078125,114
7610.24609375,114
7610.6875,113
7611.1328125,114
7611.57421875,113
7612.015625,113
7612.45703125,113
7612.8984375,113
7613.33984375,113
7613.78125,113
7614.21875,112
7614.66015625,113
7615.1015625,113
7615.54296875,113
7615.98046875,112
7616.421875,113
7616.86328125,113
7617.3046875,113
7617.74609375,113
7618.19140625,114
7618.6328125,113
7619.07421875,113
7619.515625,113
7619.9609375,114
7620.40234375,113
7620.84375,113
7621.28515625,113
7621.72265625,112
7622.16015625,112
7622.59375,111
7623.0234375,110
7623.45703125,111
7623.8828125,109
7624.30859375,109
7624.73828125,110
7625.1640625,109
7625.58203125,107
7626.0,107
7626.41796875,107
7626.8359375,107
7627.25,106
7627.66015625,105
7628.0703125,105
7628.484375,106
7628.890625,104
7629.296875,104
7629.69921875,103
7630.10546875,104
7630.5078125,103
7630.91015625,103
7631.30859375,102
7631.7109375,103
7632.109375,102
7632.5078125,102
7632.90625,102
7633.3046875,102
7633.703125,102
7634.10546875,103
7634.50390625,102
7634.90234375,102
7635.30078125,102
7635.69921875,102
7636.1015625,103
7636.5,102
7636.90234375,103
7637.3046875,103
7637.70703125,103
7638.109375,103
7638.51171875,103
7638.91015625,102
7639.31640625,104
7639.72265625,104
7640.125,103
7640.52734375,103
7640.93359375,104
7641.33984375,104
7641.74609375,104
7642.15234375,104
7642.55859375,104
7642.96484375,104
7643.37109375,104
7643.78125,105
7644.1875,104
7644.59765625,105
7645.0078125,105
7645.41796875,105
7645.828125,105
7646.23828125,105
7646.6484375,105
7647.0625,106
7647.46875,104
7647.8828125,106
7648.29296875,105
7648.703125,105
7649.1171875,106
7649.53125,106
7649.9453125,106
7650.35546875,105
7650.76953125,106
7651.1875,107
7651.609375,108
7652.0234375,106
7652.44140625,107
7652.859375,107
7653.28125,108
7653.69921875,107
7654.1171875,107
7654.53515625,107
7654.95703125,108
7655.37890625,108
7655.80078125,108
7656.22265625,108
7656.64453125,108
7657.06640625,108
7657.4921875,109
7657.91796875,109
7658.33984375,108
7658.76171875,108
7659.1875,109
7659.6171875,110
7660.046875,110
7660.4765625,110
7660.90234375,109
7661.3359375,111
7661.7734375,112
7662.21484375,113
7662.66015625,114
7663.11328125,116
7663.5625,115
7664.015625,116
7664.4609375,114
7664.90625,114
7665.35546875,115
7665.796875,113
7666.23828125,113
7666.6796875,113
7667.12109375,113
7667.56640625,114
7668.01171875,114
7668.453125,113
7668.8984375,114
7669.34765625,115
7669.796875,115
7670.24609375,115
7670.69921875,116
7671.15625,117
7671.62109375,119
7672.08203125,118
7672.54296875,118
7673.0078125,119
7673.4765625,120
7673.94140625,119
7674.40234375,118
7674.8671875,119
7675.33203125,119
7675.80078125,120
7676.26171875,118
7676.7265625,119
7677.19140625,119
7677.65625,119
7678.1171875,118
7678.57421875,117
7679.03515625,118
7679.49609375,118
7679.95703125,118
7680.4140625,117
7680.875,118
7681.33203125,117
7681.79296875,118
7682.25390625,118
7682.70703125,116
7683.1640625,117
7683.625,118
7684.08203125,117
7684.54296875,118
7685.00390625,118
7685.46875,119
7685.93359375,119
7686.3984375,119
7686.86328125,119
7687.328125,119
7687.796875,120
7688.265625,120
7688.734375,120
7689.19921875,119
7689.66796875,120
7690.13671875,120
7690.60546875,120
7691.0703125,119
7691.54296875,121
7692.01171875,120
7692.48046875,120
7692.9453125,119
7693.41015625,119
7693.875,119
7694.33984375,119
7694.80078125,118
7695.265625,119
7695.73046875,119
7696.19921875,120
7696.6640625,119
7697.12890625,119
7697.59765625,120
7698.06640625,120
7698.5390625,121
7699.00390625,119
7699.47265625,120
7699.94140625,120
7700.40625,119
7700.8671875,118
7701.328125,118
7701.7890625,118
7702.25,118
7702.70703125,117
7703.16796875,118
7703.625,117
7704.08984375,119
7704.55078125,118
7705.015625,119
7705.48046875,119
7705.94921875,120
7706.41796875,120
7706.88671875,120
7707.3515625,119
7707.8125,118
7708.28125,120
7708.74609375,119
7709.203125,117
7709.66015625,117
7710.1171875,117
7710.57421875,117
7711.02734375,116
7711.48046875,116
7711.93359375,116
7712.38671875,116
7712.84375,117
7713.29296875,115
7713.7421875,115
7714.19921875,117
7714.65234375,116
7715.1015625,115
7715.55078125,115
7716.00390625,116
7716.453125,115
7716.90234375,115
7717.3515625,115
7717.796875,114
7718.25,116
7718.69921875,115
7719.1484375,115
7719.59375,114
7720.046875,116
7720.49609375,115
7720.94140625,114
7721.38671875,114
7721.83984375,116
7722.2890625,115
7722.73828125,115
7723.18359375,114
7723.6328125,115
7724.08203125,115
7724.5234375,113
7724.96875,114
7725.41015625,113
7725.8515625,113
7726.29296875,113
7726.734375,113
7727.171875,112
7727.61328125,113
7728.05859375,114
7728.5,113
7728.94140625,113
7729.38671875,114
7729.828125,113
7730.2734375,114
7730.71875,114
7731.16015625,113
7731.60546875,114
7732.05078125,114
7732.4921875,113
7732.9375,114
7733.375,112
7733.81640625,113
7734.2578125,113
7734.69921875,113
7735.13671875,112
7735.57421875,112
7736.01171875,112
7736.453125,113
7736.890625,112
7737.328125,112
7737.765625,112
7738.20703125,113
7738.64453125,112
7739.08203125,112
7739.5234375,113
7739.9609375,112
7740.3984375,112
7740.83203125,111
7741.26953125,112
7741.70703125,112
7742.14453125,112
7742.578125,111
7743.015625,112
7743.453125,112
7743.89453125,113
7744.3359375,113
7744.7734375,112
7745.2109375,112
7745.65234375,113
7746.09375,113
7746.5390625,114
7746.9765625,112
7747.41796875,113
7747.86328125,114
7748.3046875,113
7748.74609375,113
7749.18359375,112
7749.625,113
7750.06640625,113
7750.50390625,112
7750.94140625,112
7751.37890625,112
7751.8203125,113
7752.2578125,112
7752.6953125,112
7753.13671875,113
7753.57421875,112
7754.01171875,112
7754.453125,113
7754.88671875,111
7755.328125,113
7755.765625,112
7756.20703125,113
7756.64453125,112
7757.08203125,112
7757.5234375,113
7757.9609375,112
7758.3984375,112
7758.8359375,112
7759.27734375,113
7759.71484375,112
7760.1484375,111
7760.5859375,112
7761.0234375,112
7761.46484375,113
7761.90234375,112
7762.33984375,112
7762.78125,113
7763.2265625,114
7763.66015625,111
7764.1015625,113
7764.5390625,112
7764.98046875,113
7765.421875,113
7765.86328125,113
7766.30078125,112
7766.7421875,113
7767.18359375,113
7767.625,113
7768.06640625,113
7768.50390625,112
7768.94140625,112
7769.3828125,113
7769.8203125,112
7770.26171875,113
7770.6953125,111
7771.1328125,112
7771.57421875,113
7772.01171875,112
7772.44921875,112
7772.890625,113
7773.328125,112
7773.76953125,113
7774.2109375,113
7774.65234375,113
7775.09765625,114
7775.54296875,114
7775.98828125,114
7776.43359375,114
7776.8828125,115
7777.328125,114
7777.77734375,115
7778.23046875,116
7778.6796875,115
7779.12890625,115
7779.58203125,116
7780.0390625,117
7780.48828125,115
7780.9375,115
7781.390625,116
7781.84765625,117
7782.30078125,116
7782.7578125,117
7783.21484375,117
7783.67578125,118
7784.13671875,118
7784.6015625,119
7785.06640625,119
7785.53125,119
7786.0,120
7786.46484375,119
7786.92578125,118
7787.390625,119
7787.85546875,119
7788.31640625,118
7788.77734375,118
7789.23828125,118
7789.69921875,118
7790.15625,117
7790.6171875,118
7791.0703125,116
7791.5234375,116
7791.98046875,117
7792.43359375,116
7792.8828125,115
7793.33203125,115
7793.78515625,116
7794.23828125,116
7794.6875,115
7795.13671875,115
7795.59375,117
7796.04296875,115
7796.49609375,116
7796.9453125,115
7797.39453125,115
7797.84765625,116
7798.30078125,116
7798.74609375,114
7799.19921875,116
7799.65234375,116
7800.10546875,116
7800.5546875,115
7801.00390625,115
7801.453125,115
7801.90625,116
7802.3515625,114
7802.796875,114
7803.2421875,114
7803.69140625,115
7804.140625,115
7804.59375,116
7805.046875,116
7805.50390625,117
7805.96484375,118
7806.421875,117
7806.87890625,117
7807.3359375,117
7807.79296875,117
7808.25,117
7808.703125,116
7809.15625,116
7809.61328125,117
7810.0703125,117
7810.5234375,116
7810.97265625,115
7811.42578125,116
7811.875,115
7812.3203125,114
7812.765625,114
7813.2109375,114
7813.65234375,113
7814.09375,113
7814.5390625,114
7814.984375,114
7815.42578125,113
7815.8671875,113
7816.31640625,115
7816.76171875,114
7817.2109375,115
7817.66015625,115
7818.10546875,114
7818.55078125,114
7818.99609375,114
7819.44140625,114
7819.8828125,113
7820.328125,114
7820.77734375,115
7821.22265625,114
7821.66796875,114
7822.1171875,115
7822.56640625,115
7823.0234375,117
7823.4765625,116
7823.921875,114
7824.375,116
7824.828125,116
7825.28515625,117
7825.73046875,114
7826.18359375,116
7826.63671875,116
7827.09375,117
7827.54296875,115
7827.99609375,116
7828.453125,117
7828.91015625,117
7829.3671875,117
7829.82421875,117
7830.28515625,118
7830.74609375,118
7831.203125,117
7831.6640625,118
7832.12109375,117
7832.578125,117
7833.0390625,118
7833.5,118
7833.95703125,117
7834.41796875,118
7834.8828125,119
7835.34375,118
7835.8046875,118
7836.265625,118
7836.73046875,119
7837.19140625,118
7837.65234375,118
7838.11328125,118
7838.5703125,117
7839.03515625,119
7839.5,119
7839.9609375,118
7840.42578125,119
7840.88671875,118
7841.3515625,119
7841.8125,118
7842.27734375,119
7842.7421875,119
7843.20703125,119
7843.67578125,120
7844.1328125,117
7844.59765625,119
7845.05859375,118
7845.5234375,119
7845.98046875,117
7846.4375,117
7846.90234375,119
7847.36328125,118
7847.828125,119
7848.2890625,118
7848.75390625,119
7849.21875,119
7849.68359375,119
7850.1484375,119
7850.61328125,119
7851.08203125,120
7851.55859375,122
7852.03125,121
7852.5,120
7852.96875,120
7853.44140625,121
7853.9140625,121
7854.3828125,120
7854.8515625,120
7855.3203125,120
7855.7890625,120
7856.2578125,120
7856.7265625,120
7857.19140625,119
7857.65625,119
7858.125,120
7858.59375,120
7859.05859375,119
7859.52734375,120
7859.9921875,119
7860.4609375,120
7860.92578125,119
7861.38671875,118
7861.85546875,120
7862.32421875,120
7862.7890625,119
7863.2578125,120
7863.72265625,119
7864.1875,119
7864.65625,120
7865.12109375,119
7865.5859375,119
7866.0546875,120
7866.51953125,119
7866.984375,119
7867.44921875,119
7867.9140625,119
7868.37890625,119
7868.84765625,120
7869.3125,119
7869.77734375,119
7870.24609375,120
7870.71875,121
7871.19140625,121
7871.6640625,121
7872.1328125,120
7872.609375,122
7873.0859375,122
7873.55859375,121
7874.03125,121
7874.5078125,122
7874.984375,122
7875.46484375,123
7875.94140625,122
7876.41796875,122
7876.8984375,123
7877.37890625,123
7877.86328125,124
7878.34375,123
7878.828125,124
7879.31640625,125
7879.80078125,124
7880.2890625,125
7880.77734375,125
7881.26171875,124
7881.75390625,126
7882.24609375,126
7882.734375,125
7883.21875,124
7883.7109375,126
7884.203125,126
7884.69140625,125
7885.18359375,126
7885.67578125,126
7886.16796875,126
7886.6640625,127
7887.16015625,127
7887.65234375,126
7888.15234375,128
7888.6484375,127
7889.140625,126
7889.6328125,126
7890.125,126
7890.6171875,126
7891.11328125,127
7891.61328125,128
7892.109375,127
7892.609375,128
7893.1015625,126
7893.59375,126
7894.0859375,126
7894.57421875,125
7895.0625,125
7895.54296875,123
7896.02734375,124
7896.51171875,124
7896.99609375,124
7897.4765625,123
7897.95703125,123
7898.4453125,125
7898.9296875,124
7899.41796875,125
7899.90234375,124
7900.390625,125
7900.875,124
7901.359375,124
7901.84765625,125
7902.328125,123
7902.8125,124
7903.29296875,123
7903.77734375,124
7904.25390625,122
7904.734375,123
7905.21875,124
7905.6953125,122
7906.17578125,123
7906.65234375,122
7907.13671875,124
7907.6171875,123
7908.1015625,124
7908.5859375,124
7909.0703125,124
7909.55859375,125
7910.04296875,124
7910.52734375,124
7911.01171875,124
7911.49609375,124
7911.98046875,124
7912.4609375,123
7912.9453125,124
7913.4296875,124
7913.91015625,123
7914.39453125,124
7914.87890625,124
7915.359375,123
7915.84375,124
7916.33203125,125
7916.81640625,124
7917.30078125,124
7917.7890625,125
7918.27734375,125
7918.765625,125
7919.25390625,125
7919.7421875,125
7920.234375,126
7920.71875,124
7921.20703125,125
7921.69140625,124
7922.17578125,124
7922.65625,123
7923.13671875,123
7923.61328125,122
7924.08984375,122
7924.55859375,120
7925.03125,121
7925.5,120
7925.96875,120
7926.4375,120
7926.90625,120
7927.375,120
7927.84375,120
7928.31640625,121
7928.78125,119
7929.25,120
7929.72265625,121
7930.1953125,121
7930.6640625,120
7931.1328125,120
7931.6015625,120
7932.0703125,120
7932.53125,118
7932.9921875,118
7933.45703125,119
7933.9140625,117
7934.375,118
7934.828125,116
7935.28125,116
7935.73828125,117
7936.19140625,116
7936.640625,115
7937.09765625,117
7937.55078125,116
7938.00390625,116
7938.453125,115
7938.91015625,117
7939.36328125,116
7939.8203125,117
7940.2734375,116
7940.73046875,117
7941.1875,117
7941.6484375,118
7942.109375,118
7942.56640625,117
7943.03125,119
7943.4921875,118
7943.95703125,119
7944.421875,119
7944.890625,120
7945.359375,120
7945.828125,120
7946.29296875,119
7946.76171875,120
7947.23046875,120
7947.69921875,120
7948.16796875,120
7948.63671875,120
7949.109375,121
7949.578125,120
7950.0546875,122
7950.52734375,121
7951.0,121
7951.4765625,122
7951.953125,122
7952.4296875,122
7952.90625,122
7953.3828125,122
7953.8671875,124
7954.34375,122
7954.82421875,123
7955.30078125,122
7955.77734375,122
7956.25390625,122
7956.73046875,122
7957.19921875,120
7957.671875,121
7958.14453125,121
7958.609375,119
7959.07421875,119
7959.54296875,120
7960.0078125,119
7960.47265625,119
7960.9375,119
7961.41015625,121
7961.8828125,121
7962.35546875,121
7962.83203125,122
7963.3125,123
7963.79296875,123
7964.28125,125
7964.765625,124
7965.25390625,125
7965.74609375,126
7966.23828125,126
7966.7265625,125
7967.2109375,124
7967.69921875,125
7968.1875,125
7968.67578125,125
7969.1640625,125
7969.65234375,125
7970.14453125,126
7970.640625,127
7971.12890625,125
7971.62109375,126
7972.1171875,127
7972.609375,126
7973.1015625,126
7973.59765625,127
7974.08984375,126
7974.5859375,127
7975.08203125,127
7975.578125,127
7976.078125,128
7976.578125,128
7977.07421875,127
7977.5703125,127
7978.0625,126
7978.5546875,126
7979.04296875,125
7979.5234375,123
7980.00390625,123
7980.484375,123
7980.96484375,123
7981.4453125,123
7981.9296875,124
7982.4140625,124
7982.8984375,124
7983.37890625,123
7983.86328125,124
7984.34375,123
7984.82421875,123
7985.30078125,122
7985.77734375,122
7986.25390625,122
7986.734375,123
7987.21875,124
7987.703125,124
7988.19140625,125
7988.67578125,124
7989.1640625,125
7989.6484375,124
7990.1328125,124
7990.61328125,123
7991.0859375,121
7991.55859375,121
7992.02734375,120
7992.49609375,120
7992.96484375,120
7993.4296875,119
7993.89453125,119
7994.359375,119
7994.828125,120
7995.29296875,119
7995.7578125,119
7996.22265625,119
7996.6875,119
7997.15234375,119
7997.61328125,118
7998.07421875,118
7998.5390625,119
7999.0078125,120
7999.47265625,119
7999.94140625,120
8000.41015625,120
8000.87890625,120
8001.34375,119
8001.80859375,119
8002.2734375,119
8002.73828125,119
8003.203125,119
8003.6640625,118
8004.12890625,119
8004.59375,119
8005.0546875,118
8005.515625,118
8005.97265625,117
8006.43359375,118
8006.89453125,118
8007.36328125,120
8007.82421875,118
8008.2890625,119
8008.75390625,119
8009.21875,119
8009.6875,120
8010.15234375,119
8010.6171875,119
8011.0859375,120
8011.55078125,119
8012.015625,119
8012.48046875,119
8012.9453125,119
8013.41015625,119
8013.875,119
8014.3359375,118
8014.80078125,119
8015.26171875,118
8015.7265625,119
8016.19140625,119
8016.65625,119
8017.12109375,119
8017.5859375,119
8018.0546875,120
8018.51953125,119
8018.984375,119
8019.44921875,119
8019.921875,121
8020.38671875,119
8020.85546875,120
8021.32421875,120
8021.796875,121
8022.265625,120
8022.73046875,119
8023.1953125,119
8023.6640625,120
