time [s],inspiration [s](/api/datatype/34/)
1231.3671875,27065
1239.0859375,27077
1241.203125,27073
1245.6796875,27066
1249.0234375,27059
1251.6796875,27053
1254.7109375,27058
1258.453125,27062
1263.21875,27055
1268.28125,27077
1271.46875,27060
1276.2890625,27047
1279.1640625,27073
1281.7890625,27061
1285.015625,27064
1287.8671875,27063
1291.5,27062
1295.46875,27067
1297.6484375,27061
1301.4453125,27051
1304.171875,27064
1306.3828125,27063
1308.640625,27058
1311.3984375,27064
1314.3046875,27061
1318.1953125,27061
1321.1796875,27066
1323.8515625,27060
1328.2109375,27054
1331.515625,27060
1334.7421875,27067
1338.125,27055
1341.609375,27063
1344.2890625,27068
1347.8671875,27067
1351.375,27064
1353.875,27056
1357.75,27076
1360.765625,27075
1364.3203125,27051
1367.625,27083
1371.78125,27075
1375.7265625,27055
1379.3515625,27072
1387.21875,27072
1391.1171875,27062
1397.5078125,27039
1400.625,27068
1403.5546875,27053
1407.2890625,27037
1410.6796875,27063
1413.3828125,27053
1416.734375,27066
1419.421875,27074
1422.375,27064
1427.0234375,27058
1429.078125,27044
1432.3125,27023
1436.09375,27049
1439.296875,27069
1443.015625,27043
1446.328125,27067
1450.0703125,27061
1453.1171875,27068
1456.8828125,27079
1460.125,27072
1463.578125,27069
1466.4609375,27074
1470.5390625,27066
1473.0390625,27075
1476.484375,27060
1479.1328125,27059
1481.7421875,27052
1486.15625,27062
1489.4765625,27061
1492.9453125,27056
1495.59375,27054
1498.625,27054
1502.2265625,27054
1504.65625,27068
1506.9453125,27060
1509.9765625,27054
1513.390625,27062
1518.2421875,27070
1521.234375,27058
1524.78125,27067
1527.953125,27067
1531.3125,27067
1534.703125,27073
1538.0703125,27070
1540.5703125,27069
1544.0,27070
1547.71875,27055
1553.53125,27060
1556.84375,27048
1559.765625,27054
1563.3984375,27052
1566.96875,27057
1570.46875,27055
1573.828125,27052
1579.015625,27049
1582.046875,27040
1584.984375,27037
1587.984375,27039
1591.359375,27034
1594.0859375,27064
1596.859375,27062
1599.0625,27048
1601.640625,27053
1605.078125,27057
1608.0078125,27078
1610.34375,27088
1613.3046875,27075
1615.9921875,27053
1619.03125,27033
1621.9453125,27070
1625.15625,27050
1627.5859375,27045
1630.9609375,27038
1634.28125,27043
1636.9609375,27032
1639.8203125,27038
1642.40625,27044
1645.3984375,27035
1648.109375,27054
1651.6640625,27047
1655.6484375,27083
1660.9140625,27058
1663.96875,27051
1667.578125,27047
1670.6171875,27039
1672.609375,27053
1674.546875,27065
1676.734375,27054
1679.3359375,27041
1682.0078125,27040
1684.4296875,27070
1687.1328125,27078
1689.5390625,27089
1692.8515625,27093
1695.6015625,27087
1698.375,27095
1700.6796875,27083
1703.2734375,27089
1706.15625,27085
1709.1875,27067
1712.1953125,27066
1714.390625,27089
1717.7734375,27064
1720.7734375,27070
1727.0859375,27082
1730.53125,27062
1733.546875,27069
1736.96875,27049
1739.6484375,27052
1742.9296875,26977
1746.5703125,26913
1750.1484375,26907
1753.3359375,26898
1757.2890625,26899
1764.6171875,26882
1767.9921875,26880
1772.8828125,26880
1776.8515625,26929
1779.3515625,26936
1783.34375,26922
1786.71875,26921
1790.671875,26920
1794.0390625,26924
1797.359375,26920
1801.7265625,26922
1805.90625,26923
1809.2109375,26923
1812.5859375,26924
1816.0390625,26924
1820.1953125,26924
1823.59375,26926
1827.171875,26926
1830.859375,26924
1834.6484375,26926
1837.8125,26924
1841.921875,26927
1845.3515625,26925
1849.53125,26926
1852.65625,26924
1857.3125,26925
1861.4375,26926
1868.4921875,26923
1873.1640625,26924
1876.5546875,26924
1880.96875,26925
1884.25,26925
1888.5078125,26925
1892.734375,26927
1895.9375,26926
1900.328125,26928
1904.28125,26929
1907.546875,26928
1911.578125,26929
1915.890625,26928
1919.921875,26929
1923.15625,26929
1927.234375,26929
1931.296875,26927
1934.5,26929
1938.8359375,26931
1942.46875,26930
1946.65625,26936
1949.9765625,26936
1953.2265625,27003
1958.1328125,27057
1961.3515625,27062
1964.46875,27062
1967.875,27062
1971.9453125,27037
1976.5078125,27034
1980.0703125,27006
1982.84375,27018
1986.2109375,27004
1988.734375,27110
1992.015625,27116
1995.1640625,27112
1998.59375,27105
2001.296875,27128
2003.65625,27079
2007.3515625,27078
2010.421875,27072
2013.7734375,27054
2016.765625,27038
2019.890625,27048
2022.7890625,27042
2026.171875,27034
2029.3359375,27043
2031.8984375,27044
2035.4140625,27031
2038.6796875,27030
2040.953125,27055
2043.609375,27083
2046.75,27095
2049.25,27078
2052.4296875,27065
2056.0390625,27062
2060.890625,27082
2063.6875,27032
2066.0,27063
2068.140625,27068
2071.328125,27090
2076.0859375,27086
2079.40625,27080
2082.6953125,27075
2086.0625,27073
2090.3359375,27068
2093.578125,27075
2096.59375,27071
2099.84375,27091
2103.2890625,27079
2106.546875,27077
2109.15625,27079
2112.921875,27103
2116.3125,27091
2119.21875,27070
2123.4375,27069
2126.890625,27075
2130.28125,27064
2132.828125,27130
2137.546875,27086
2140.71875,27069
2144.6796875,27073
2148.8828125,27075
2152.2890625,27072
2155.4921875,27077
2159.4140625,27074
2163.484375,27095
2166.9375,27078
2170.125,27089
2173.1875,27100
2179.453125,27090
2182.3125,27066
2187.4296875,27084
2202.203125,27065
2205.8203125,27070
2209.2109375,27088
2212.109375,27073
2215.375,27086
2218.75,27067
2221.8125,27070
2224.6484375,27072
2227.7265625,27108
2231.1640625,27047
2234.0234375,27035
2237.1015625,27041
2239.4375,27030
2243.0859375,27069
2246.3203125,27025
2249.3125,27064
2251.5390625,27064
2254.640625,27049
2257.0390625,27080
2259.0390625,27056
2261.5859375,26897
2265.578125,26874
2269.3671875,26872
2272.53125,26875
2275.359375,26872
2279.2421875,26881
2283.5234375,26879
2286.6640625,26873
2291.390625,26881
2294.828125,26884
2297.2421875,26883
2303.9140625,26890
2307.5234375,26885
2310.765625,26884
2315.0,26887
2320.046875,26885
2323.453125,26886
2328.4296875,26885
2331.9375,26874
2336.1484375,26880
2340.859375,26881
2344.5546875,26880
2349.4921875,26879
2355.046875,26882
2358.515625,26874
2365.71875,26873
2369.0703125,26870
2374.2890625,26876
2378.7109375,26869
2382.359375,26870
2386.3046875,26871
2389.8046875,26867
2395.3046875,26873
2400.453125,26869
2407.1875,26871
2410.9375,26864
2413.9140625,26865
2417.265625,26867
2422.2265625,26871
2425.1484375,26867
2433.9609375,27049
2437.8125,27050
2441.1171875,27061
2448.140625,27060
2451.609375,27029
2455.2578125,27011
2460.453125,27012
2466.4765625,27017
2469.6015625,27007
2473.0859375,27029
2475.9609375,27050
2480.53125,27048
2483.1953125,27048
2489.21875,27045
2492.7890625,27057
2495.890625,27059
2498.9140625,27093
2501.4921875,27060
2504.84375,27032
2509.7421875,27023
2512.859375,27024
2516.0,27019
2519.0234375,27011
2521.828125,27015
2524.734375,27025
2527.1796875,27016
2530.6015625,27019
2533.390625,27011
2535.28125,27029
2540.515625,27033
2543.1171875,27034
2547.203125,27002
2552.359375,27032
2555.890625,27027
2559.4140625,27026
2562.8828125,27019
2566.1484375,27021
2569.265625,27031
2572.375,27019
2575.921875,27029
2578.15625,27018
2581.3359375,27023
2584.78125,27030
2587.6484375,27010
2590.46875,27012
2593.578125,27014
2596.3203125,27013
2599.25,27043
2601.3359375,27030
2604.4765625,27004
2607.953125,27000
2611.140625,27036
2612.8359375,27010
2616.6953125,26995
2620.7734375,27032
2623.21875,27045
2626.1484375,27026
2629.0625,27034
2632.59375,27027
2636.0703125,27051
2641.703125,27048
2646.9140625,27065
2649.890625,27140
2653.9609375,27066
2658.578125,27052
2661.40625,27016
2666.2109375,27007
2670.1171875,27044
2673.0546875,27036
2675.5546875,26999
2678.8125,27051
2681.9296875,27041
2685.4609375,27059
2689.0859375,27039
2692.328125,27027
2696.484375,27396
2700.1484375,27408
2703.8515625,27410
2708.3125,27423
2712.2265625,27430
2715.7890625,27435
2719.140625,27443
2723.2265625,27439
2726.734375,27418
2729.375,27426
2733.2421875,27430
2738.1015625,34398
2741.6640625,27075
2744.453125,27060
2747.015625,27089
2749.5,27022
2754.25,27005
2758.640625,27071
2761.3828125,27061
2764.1171875,27004
2767.109375,27152
2770.328125,34971
2773.9375,27068
2777.0546875,27152
2780.15625,34886
2783.96875,27438
2788.6328125,27441
2794.3515625,27471
2799.203125,27449
2802.9296875,35108
2805.515625,27439
2809.96875,27176
2813.5859375,27176
2816.96875,27176
2831.328125,27120
2835.4140625,27153
2841.15625,27119
2845.6875,27146
2851.6640625,27102
2861.359375,27099
2866.2890625,27143
2869.734375,27166
2895.9765625,27170
2899.5625,27158
2912.4609375,27104
2921.5859375,27144
2932.1015625,27151
2949.4765625,27154
2972.8671875,27172
2984.453125,27133
3010.40625,27169
3014.546875,27173
3042.3671875,27164
3049.78125,27169
3072.9921875,27147
3095.3203125,27097
3100.1171875,27089
3106.2265625,27082
3112.2109375,27435
3119.7578125,27189
3126.1875,27212
3133.8984375,27235
3143.1640625,27248
3146.671875,27263
3150.1953125,27250
3153.640625,27231
3164.875,27186
3180.3671875,27231
3184.046875,27234
3187.5625,27239
3191.0390625,27244
3200.0546875,27205
3220.0078125,27200
3231.203125,27190
3240.6953125,27170
3254.2421875,27187
3258.125,27253
3264.7265625,27273
3276.8359375,27249
3280.8671875,27250
3284.1171875,27265
3287.359375,27266
3307.171875,27251
3312.921875,27259
3316.296875,27257
3326.0234375,27220
3333.5546875,27248
3340.09375,27219
3343.5078125,27235
3346.921875,27241
3354.640625,27240
3358.0546875,27246
3361.1171875,27246
3369.9609375,27239
3371.9296875,27246
3379.171875,27249
3390.3125,27153
3394.125,27157
3396.75,27162
3401.71875,27171
3406.9453125,27180
3413.59375,27126
3418.3203125,27130
3424.921875,27147
3431.140625,27126
3435.796875,27155
3444.4375,27095
3457.9296875,27107
3462.5078125,27179
3486.453125,27175
3492.0,27195
3500.90625,27063
3516.234375,27148
3522.734375,27059
3530.2109375,27158
3534.2421875,27230
3541.2734375,27265
3546.0234375,27251
3553.640625,27287
3561.109375,27264
3564.8125,27260
3568.2578125,27262
3572.1796875,27268
3575.984375,27269
3579.90625,27264
3583.6328125,27263
3587.2578125,27265
3605.6484375,27195
3609.2890625,27240
3612.0,27253
3614.4765625,27096
3617.28125,27123
3620.0234375,27176
3630.90625,27070
3635.1953125,27062
3639.046875,27058
3641.4296875,27141
3644.890625,34855
3646.65625,27314
3648.4609375,27022
3652.28125,27035
3656.125,27046
3659.796875,27370
3662.4453125,34971
3665.625,27398
3668.6328125,27064
3671.328125,27071
3673.828125,27064
3676.8671875,27062
3679.03125,27084
3682.390625,27339
3684.0703125,34798
3686.140625,27380
3688.5078125,27074
3692.28125,27025
3695.515625,27041
3698.1484375,26967
3701.609375,27006
3705.0625,27052
3708.390625,27063
3710.84375,27019
3714.1796875,26993
3717.9453125,26991
3720.9453125,26990
3724.3359375,26989
3727.9609375,26961
3732.203125,27020
3739.65625,27062
3743.28125,27021
3747.0234375,27010
3750.5,27003
3753.734375,26997
3756.7421875,27011
3759.640625,27024
3763.1171875,27023
3766.125,27024
3769.6875,27023
3773.0,27025
3775.921875,27010
3778.625,27020
3782.1484375,27009
3785.1171875,27014
3787.9921875,27019
3791.5859375,27010
3794.9375,27022
3797.9609375,27032
3801.8984375,27025
3804.953125,26992
3808.8046875,27000
3812.3046875,27026
3815.734375,27022
3819.0546875,27021
3822.1875,27007
3825.359375,27015
3828.3359375,27015
3831.5625,27018
3836.4375,27010
3838.3125,27009
3845.0625,27012
3847.5703125,27014
3850.3515625,27022
3852.515625,27008
3859.21875,26998
3861.6484375,27015
3865.15625,27013
3868.4140625,27015
3871.2734375,27010
3874.9453125,27015
3877.8515625,27019
3881.078125,27012
3884.046875,27012
3887.578125,27012
3890.703125,27014
3894.6875,26988
3896.65625,26998
3901.3984375,26997
3904.4375,26988
3908.21875,26994
3911.3671875,26990
3914.484375,27005
3917.296875,26987
3920.6328125,26988
3924.15625,27043
3927.609375,27038
3931.1171875,27029
3935.0546875,27031
3938.171875,27012
3941.2109375,26997
3946.734375,27046
3950.0234375,27023
3953.015625,27033
3957.8125,27042
3961.046875,27011
3964.2421875,27013
3967.328125,27019
3970.890625,27012
3973.9765625,27021
3977.578125,27007
3981.140625,27014
3984.9453125,27014
3988.75,27016
3992.3828125,27013
3995.4453125,27016
3998.5703125,27020
4005.015625,27026
4007.703125,26990
4012.359375,26998
4015.5703125,27016
4018.8671875,27023
4021.9921875,27018
4025.5546875,27019
4028.640625,27030
4032.2734375,27022
4035.234375,27021
4038.078125,27032
4041.734375,27033
4044.4609375,27008
4047.4921875,27011
4050.5546875,27021
4053.8828125,27010
4057.4921875,27013
4060.6015625,27028
4063.6875,27033
4066.625,27033
4069.6875,27018
4073.1796875,27026
4077.0078125,26988
4080.3125,26994
4083.859375,27028
4086.9296875,26997
4090.6328125,27007
4094.34375,27032
4102.0703125,27035
4106.0390625,27021
4109.4140625,27032
4112.515625,27027
4115.5234375,27025
4118.8828125,27012
4121.46875,27023
4125.0546875,27047
4128.6640625,27045
4130.9609375,27040
4137.109375,27042
4140.3046875,27071
4143.4375,27054
4147.5078125,26991
4151.2109375,27053
4153.921875,27058
4157.5546875,27028
4160.9609375,27048
4163.4765625,27076
4166.28125,27083
4168.625,27065
4172.3203125,27056
4175.3203125,27051
4177.6328125,27045
4182.890625,27047
4186.3671875,27045
4192.7421875,27084
4195.90625,27047
4198.484375,27044
4201.1640625,27024
4203.078125,26999
4208.140625,26995
4212.8671875,26993
4215.875,26991
4218.8984375,26990
4222.6875,26981
4225.4921875,26970
4228.1171875,26995
4231.34375,26944
4234.5859375,26929
4237.0859375,26923
4241.1328125,26973
4246.65625,27020
4249.90625,26998
4252.140625,27063
4255.28125,27035
4258.125,27045
4261.953125,27079
4265.8984375,27071
4269.1484375,27057
4271.421875,27042
4275.4296875,27060
4279.859375,27067
4283.796875,27041
4287.234375,27027
4290.328125,27034
4293.578125,27040
4298.359375,27039
4301.5625,27028
4305.6953125,27024
4309.4375,27031
4313.0859375,27033
4316.3671875,27033
4319.9453125,27016
4323.4375,27025
4326.1484375,27013
4329.296875,27027
4332.546875,27045
4336.8828125,27028
4340.0546875,27021
4342.953125,27017
4347.59375,27032
4350.2109375,27072
4352.8125,27032
4356.9609375,27006
4362.0703125,26993
4365.640625,27020
4370.1328125,27030
4373.75,27025
4379.2734375,27049
4383.1875,27037
4385.546875,27018
4388.953125,27029
4393.578125,27035
4397.3828125,27025
4400.90625,26998
4403.6171875,27033
4408.1875,26954
4410.625,27016
4415.796875,27034
4420.4765625,27090
4423.765625,27076
4426.890625,27046
4430.234375,27048
4433.4921875,27047
4436.109375,27045
4439.6484375,27054
4441.875,27021
4444.09375,27024
4446.5546875,27049
4449.75,27029
4451.6953125,27037
4454.96875,27006
4457.625,26957
4462.0,27025
4465.3359375,27039
4468.984375,26974
4473.0703125,27006
4476.2734375,26936
4481.4765625,26998
4484.4921875,27068
4487.3984375,27092
4490.7421875,27088
4493.734375,27067
4501.0234375,27059
4504.4921875,27038
4507.75,27025
4510.5703125,27033
4513.6328125,27038
4516.8984375,27034
4520.203125,27046
4523.1015625,27061
4526.171875,27049
4529.125,27059
4532.2265625,27040
4535.4375,27046
4538.46875,27062
4541.90625,27064
4544.8203125,27072
4547.8359375,27078
4551.5546875,27079
4556.5,27095
4560.5234375,27103
4566.1953125,27085
4570.0546875,27089
4575.2421875,27007
4596.015625,27003
4598.859375,27011
4601.703125,26988
4604.453125,26991
4607.140625,26995
4609.90625,27006
4612.4375,27036
4614.5703125,27016
4617.578125,27027
4620.5078125,27022
4623.0,27039
4626.96875,27031
4630.2578125,27076
4632.3203125,27074
4636.0859375,27090
4638.640625,27014
4641.2109375,26945
4646.6015625,26905
4650.15625,26961
4653.78125,26966
4657.203125,26952
4660.0078125,26953
4664.21875,26917
4668.28125,26907
4671.4296875,26918
4674.5390625,26906
4678.40625,26908
4682.125,26904
4686.09375,26904
4689.6640625,26902
4693.1484375,26902
4699.1015625,26902
4703.1328125,26901
4707.0625,26904
4711.1796875,26906
4714.7421875,26909
4718.171875,26908
4721.65625,26909
4725.0859375,26908
4728.53125,26910
4732.1875,26909
4736.1015625,26910
4739.984375,26927
4743.6796875,26911
4747.3515625,26912
4751.1015625,26913
4754.7109375,26912
4758.75,26912
4762.5546875,26911
4766.3203125,26915
4769.53125,26914
4773.0703125,26914
4776.671875,26912
4780.671875,26911
4783.515625,26894
4788.3828125,26892
4793.1171875,26894
4796.1015625,26890
4800.5859375,26899
4803.234375,26906
4807.4765625,26905
4812.1640625,26904
4820.1328125,26903
4823.6015625,26904
4827.1875,26904
4831.078125,26905
4834.5546875,26904
4838.3828125,26901
4842.96875,26909
4848.484375,26910
4853.9453125,26918
4859.8671875,26910
4863.7578125,26909
4871.1875,26904
4876.8515625,26897
4883.484375,26894
4887.2265625,26899
4892.203125,26900
4896.109375,26900
4900.3984375,26901
4903.6328125,26902
4907.578125,26903
4911.296875,26901
4914.7109375,26920
4917.890625,26948
4922.71875,26938
4925.390625,26924
4928.84375,26915
4931.96875,26914
4934.921875,26937
4938.0859375,26929
4941.0625,26924
4944.75,26933
4947.78125,26922
4950.6953125,26932
4955.6328125,27085
4957.7109375,27076
4962.171875,26952
4965.1796875,26883
4969.109375,26897
4972.2734375,27086
4974.671875,27075
4978.4765625,27079
4981.03125,27076
4983.5390625,32448
4989.7421875,26918
4993.0078125,26905
4996.8984375,26887
5000.796875,26877
5007.578125,27083
5010.5,27092
5013.9453125,26988
5017.5,27045
5020.6875,27034
5024.03125,27052
5026.90625,27058
5030.5703125,27034
5033.8828125,27031
5037.109375,27028
5039.9921875,27092
5042.7734375,27087
5045.4140625,27080
5048.0546875,27085
5054.1484375,27056
5056.796875,27083
5059.609375,27072
5062.7734375,27063
5066.734375,27084
5069.8828125,27092
5072.9609375,27047
5075.9296875,27056
5079.4921875,27115
5081.9453125,27123
5083.5078125,27131
5086.953125,27126
5090.1640625,27112
5092.75,27135
5095.234375,34985
5098.546875,27039
5101.8359375,27056
5104.8671875,27060
5108.140625,27045
5111.25,27060
5115.0,27058
5117.5703125,27054
5121.546875,27059
5123.734375,27126
5126.6796875,27068
5129.2578125,27049
5132.5390625,27052
5135.640625,27054
5138.03125,27058
5141.90625,27055
5145.2421875,27052
5148.1875,27044
5151.640625,27045
5155.890625,27035
5159.40625,27046
5163.109375,27059
5165.6953125,27056
5169.125,27057
5171.140625,27018
5173.6328125,27072
5178.859375,27059
5182.109375,27053
5184.8984375,27048
5187.7265625,27037
5193.59375,27081
5197.078125,27063
5199.234375,26929
5203.21875,26918
5206.8046875,26913
5213.171875,26876
5216.3359375,26870
5220.296875,26882
5222.171875,26890
5225.2890625,26899
5227.734375,26924
5230.7578125,26839
5234.90625,26878
5237.734375,27052
5239.328125,27067
5242.828125,26998
5246.8125,27028
5249.5625,27040
5253.5625,27000
5256.2421875,26997
5257.9765625,27054
5261.7421875,27390
5264.609375,27029
5267.8984375,27024
5270.8671875,27086
5273.546875,27049
5276.578125,27022
5279.859375,27054
5282.421875,27065
5285.3125,27062
5288.8046875,27053
5291.7734375,27054
5294.15625,27062
5296.671875,27059
5299.3203125,27021
5308.71875,27036
5311.203125,27057
5313.453125,27071
5316.0546875,27053
5319.3515625,27064
5321.484375,27049
5324.6953125,27041
5327.7109375,27072
5330.171875,27092
5337.109375,27096
5340.375,27070
5343.71875,27054
5346.8203125,27062
5350.3984375,27067
5353.6875,27069
5356.6796875,27065
5359.8984375,27065
5362.8125,27057
5365.8828125,27063
5370.1328125,27069
5372.21875,27049
5376.5703125,27057
5379.90625,27063
5383.140625,27073
5385.484375,27058
5388.609375,27071
5391.9375,27050
5395.3046875,27085
5398.65625,27083
5401.640625,27090
5405.7578125,27089
5408.7734375,27087
5412.0234375,27067
5415.1015625,27071
5417.7265625,27076
5421.0078125,27088
5423.8125,27082
5427.265625,27061
5430.375,27066
5433.6796875,27079
5437.0625,26995
5440.640625,27060
5443.6953125,27072
5446.65625,26968
5454.421875,26926
5457.8671875,26899
5460.7578125,26909
5466.046875,26891
5469.7421875,26890
5473.0390625,26899
5475.953125,26889
5479.46875,26879
5482.8828125,26871
5485.8984375,26897
5489.0234375,26884
5491.5078125,26892
5495.40625,26879
5498.6953125,26892
5502.65625,26951
5505.1171875,26989
5507.5625,26999
5512.1484375,26909
5518.1953125,26925
5523.578125,26958
5528.5546875,26914
5534.6171875,26900
5539.453125,26896
5544.34375,26897
5548.328125,26900
5552.109375,26897
5556.1875,26896
5560.984375,26895
5564.359375,26895
5569.0078125,26896
5575.921875,26886
5580.828125,26888
5584.8046875,26887
5590.0234375,26889
5594.1796875,26889
5598.4609375,26890
5602.625,26891
5606.5859375,26893
5610.71875,26895
5614.2734375,26892
5618.1796875,26893
5623.25,26893
5627.234375,26893
5631.25,26895
5634.3203125,26902
5644.2109375,26894
5648.2734375,26893
5653.5078125,26894
5657.703125,26894
5662.421875,26896
5666.1328125,26897
5677.921875,26894
5686.8671875,26895
5690.8359375,26897
5703.7578125,26917
5707.8359375,26911
5711.5078125,26903
5716.265625,26905
5720.0625,26901
5724.25,26902
5728.3828125,26901
5732.578125,26903
5746.3828125,26903
5761.40625,26902
5774.078125,26902
5794.5859375,26907
5804.6640625,26905
5809.0546875,26907
5813.4296875,26907
5817.578125,26908
5821.578125,26909
5826.328125,26908
5830.3828125,26908
5834.53125,26909
5840.15625,26907
5844.21875,26909
5857.5234375,26905
5862.7734375,26918
5870.390625,26918
5876.1953125,26892
5879.765625,26894
5883.8359375,26896
5887.90625,26896
5891.78125,26894
5895.6640625,26896
5899.6640625,26898
5903.765625,26897
5907.7578125,26896
5911.7578125,26897
5916.3671875,26900
5920.609375,26900
5924.5078125,26900
5927.7265625,26901
5934.78125,26939
5939.3828125,26920
5943.4921875,26926
5949.4765625,26905
5953.3046875,26917
5958.171875,26911
5963.90625,26908
5968.7890625,26894
5972.75,26897
5976.453125,26898
5980.5703125,26899
5984.5546875,26899
5987.90625,26898
5992.2734375,26899
5996.015625,26897
6000.1953125,26900
6011.890625,26889
6017.4296875,26891
6020.8046875,26892
6027.234375,26893
6031.671875,26894
6035.203125,26895
6038.765625,26899
6042.609375,26901
6046.15625,26898
6049.6640625,26898
6053.125,26897
6056.1875,26897
6059.953125,26896
6063.765625,26896
6067.625,26896
6071.2109375,26895
6075.1328125,26897
6078.9296875,26898
6082.96875,26899
6087.015625,26899
6090.9453125,26900
6095.59375,26900
6099.578125,26904
6103.3359375,26905
6107.140625,26903
6111.015625,26904
6113.9921875,26921
6117.1015625,26921
6121.046875,26897
6126.6640625,26895
6130.6953125,26896
6134.4921875,26899
6138.4921875,26899
6142.015625,26899
6146.1484375,26899
6150.1796875,26899
6154.2890625,26900
6158.1328125,26901
6161.859375,26901
6165.0625,26902
6169.0859375,26902
6173.0390625,26902
6176.46875,26903
6180.9296875,26904
6184.9375,26904
6188.6796875,26906
6192.328125,26905
6196.0234375,26906
6199.2734375,26904
6203.3046875,26905
6206.7421875,26905
6211.8515625,26908
6216.21875,26908
6220.078125,26908
6224.765625,26906
6228.359375,26906
6232.5,26908
6235.734375,26910
6239.25,26903
6242.4921875,26882
6245.515625,26893
6248.2890625,26917
6251.5703125,26944
6255.1484375,26920
6258.2890625,26925
6262.7109375,26895
6266.671875,26922
6272.1328125,26930
6275.734375,26943
6278.9453125,26952
6282.03125,26930
6286.0625,26926
6289.3203125,26928
6292.734375,26930
6295.9375,26934
6298.875,26916
6302.3515625,26907
6305.96875,26902
6309.609375,26924
6313.5625,26921
6316.859375,26941
6320.203125,26943
6322.71875,26941
6326.3359375,27043
6329.203125,27060
6331.578125,27056
6336.6953125,27028
6339.6875,27054
6343.9375,27061
6346.7421875,27082
6350.046875,27105
6352.84375,27081
6363.7890625,26867
6368.125,26843
6371.9140625,26893
6375.015625,26914
6378.1953125,26892
6381.1015625,26892
6384.1328125,26890
6387.125,27031
6390.21875,27014
6392.5,27046
6396.3125,26957
6399.25,27060
6405.65625,26917
6408.7890625,27064
6411.453125,27056
6414.265625,27052
6416.796875,27059
6420.1171875,27060
6422.328125,27079
6425.5859375,27091
6428.015625,27070
6432.7265625,27059
6435.5703125,27078
6439.671875,26941
6441.8515625,26998
6445.265625,26906
6448.2265625,26922
6451.1328125,26913
6453.875,26914
6457.0078125,26893
6460.1640625,26897
6463.328125,26895
6468.96875,27072
6471.3125,27075
6474.671875,27074
6477.6796875,27054
6481.078125,27069
6483.4375,27095
6485.7734375,27074
6488.7578125,27085
6491.0546875,27083
6493.5859375,27065
6496.8515625,27038
6499.7890625,27102
6502.0625,27074
6505.8203125,27074
6508.9453125,27134
6511.796875,27071
6514.921875,27091
6517.8515625,27086
6520.484375,27075
6523.0546875,27063
6525.7734375,27086
6528.2734375,27095
6531.0703125,27119
6532.6796875,27153
6534.6640625,27177
6537.5390625,27163
6543.6953125,27188
6545.5078125,27125
6549.4921875,27173
6552.203125,27146
6554.8515625,27147
6557.1796875,27147
6559.3828125,27158
6561.9765625,27155
6563.9296875,27131
6566.2265625,27128
6569.3984375,27126
6571.46875,27117
6574.28125,27103
6576.75,27109
6579.4140625,27118
6581.953125,27123
6584.2421875,27106
6587.1640625,27095
6589.46875,27087
6592.7578125,27081
6594.59375,27100
6598.6171875,27149
6600.8984375,27152
6604.1640625,27163
6606.9609375,27141
6610.0625,27121
6611.796875,27123
6613.890625,27180
6616.5390625,27147
6619.71875,35052
6622.4296875,27496
6625.3828125,27128
6628.1328125,27512
6633.546875,27056
6635.5,27060
6639.328125,26938
6642.7421875,26925
6646.1953125,26923
6649.1484375,26937
6657.1640625,27053
6663.3984375,26892
6666.5859375,27065
6672.5625,26959
6675.765625,26936
6678.7734375,26905
6684.4921875,27057
6686.828125,27093
6689.15625,27067
6691.5390625,27062
6694.28125,27054
6697.2734375,27045
6700.21875,27048
6703.625,27049
6706.7890625,27051
6710.109375,27055
6713.4609375,27049
6716.71875,27048
6719.9296875,27049
6721.9375,27028
6726.4375,27017
6728.8515625,27017
6733.0234375,26859
6735.9609375,26935
6738.8359375,26914
6741.09375,26906
6743.7265625,26911
6745.953125,26898
6748.0390625,26904
6752.0078125,26927
6754.4609375,26926
6756.4140625,26913
6758.7421875,26918
6761.2578125,26911
6763.2421875,26926
6765.546875,26947
6769.0390625,26927
6771.21875,26929
6773.34375,26928
6775.8828125,26946
6778.46875,26932
6780.53125,26903
6783.3046875,26926
6785.8984375,26932
6788.625,26935
6791.1875,26938
6793.703125,26931
6797.484375,26941
6799.6875,26945
6802.171875,26938
6804.3671875,26947
6806.8984375,26939
6809.7109375,26939
6812.6015625,26938
6815.3359375,26928
6817.484375,26893
6820.375,26917
6822.71875,26891
6825.3046875,26913
6828.140625,26910
6830.53125,26916
6833.3984375,26893
6836.6171875,26923
6839.2265625,26923
6841.6953125,26927
6844.2265625,26909
6846.6171875,26937
6848.765625,26918
6851.1328125,26915
6854.2890625,26943
6857.03125,26918
6859.4921875,26911
6861.828125,26922
6864.4921875,26933
6866.953125,26941
6869.1484375,26919
6871.7109375,26913
6876.4375,26913
6879.359375,27052
6885.65625,27044
6887.7890625,27089
6890.9921875,27061
6893.8828125,27008
6896.2578125,27006
6899.109375,26974
6902.1015625,26959
6904.7421875,26947
6907.4296875,26950
6910.140625,26944
6912.8671875,26939
6915.5703125,26934
6918.2421875,26976
6920.84375,27038
6922.9140625,27055
6925.375,27045
6929.921875,26958
6932.5390625,26923
6935.1640625,26909
6937.546875,26933
6939.984375,26955
6942.2421875,26932
6944.9921875,26960
6947.2421875,26951
6949.375,26934
6951.6953125,26933
6954.1328125,26943
6956.5625,26927
6958.5,26932
6960.4609375,26916
6962.53125,26939
6964.515625,26964
6966.5703125,26934
6968.609375,26942
6970.5234375,26941
6972.734375,26928
