time [s],minute_ventilation_raw [ml/min] (/api/datatype/36/)
1.00000000,0.00000
2.00000000,0.00000
3.00000000,0.00000
4.00000000,0.00000
5.00000000,0.00000
6.00000000,0.00000
7.00000000,10199.04000
8.00000000,10199.04000
9.00000000,10199.04000
10.00000000,10199.04000
11.00000000,6679.84000
12.00000000,6679.84000
13.00000000,7197.76000
14.00000000,8937.44000
15.00000000,8937.44000
16.00000000,8937.44000
17.00000000,40039.20000
18.00000000,47661.92000
19.00000000,50888.96000
20.00000000,72362.72000
21.00000000,83199.20000
22.00000000,83199.20000
23.00000000,74248.48000
24.00000000,74248.48000
25.00000000,74248.48000
26.00000000,74248.48000
27.00000000,74248.48000
28.00000000,74248.48000
29.00000000,74248.48000
30.00000000,38644.80000
31.00000000,38644.80000
32.00000000,38644.80000
33.00000000,27861.44000
34.00000000,27861.44000
35.00000000,27861.44000
36.00000000,27861.44000
37.00000000,27861.44000
38.00000000,27861.44000
39.00000000,16028.96000
40.00000000,16028.96000
41.00000000,16028.96000
42.00000000,16028.96000
43.00000000,16028.96000
44.00000000,14568.16000
45.00000000,14568.16000
46.00000000,14568.16000
47.00000000,14568.16000
48.00000000,14568.16000
49.00000000,14568.16000
50.00000000,14568.16000
51.00000000,14568.16000
52.00000000,14568.16000
53.00000000,14568.16000
54.00000000,11606.72000
55.00000000,11606.72000
56.00000000,11606.72000
57.00000000,11606.72000
58.00000000,11606.72000
59.00000000,11606.72000
60.00000000,11606.72000
61.00000000,11606.72000
62.00000000,11606.72000
63.00000000,11606.72000
64.00000000,11606.72000
65.00000000,11606.72000
66.00000000,8485.92000
67.00000000,8485.92000
68.00000000,8485.92000
69.00000000,8485.92000
70.00000000,8485.92000
71.00000000,8485.92000
72.00000000,8485.92000
73.00000000,8485.92000
74.00000000,8485.92000
75.00000000,8485.92000
76.00000000,8485.92000
77.00000000,8485.92000
78.00000000,8485.92000
79.00000000,8485.92000
80.00000000,8485.92000
81.00000000,8485.92000
82.00000000,8485.92000
83.00000000,6799.36000
84.00000000,6799.36000
85.00000000,6799.36000
86.00000000,6799.36000
87.00000000,6799.36000
88.00000000,6799.36000
89.00000000,6799.36000
90.00000000,6799.36000
91.00000000,6799.36000
92.00000000,6799.36000
93.00000000,6799.36000
94.00000000,6799.36000
95.00000000,6799.36000
96.00000000,6799.36000
97.00000000,5630.72000
98.00000000,5630.72000
99.00000000,5630.72000
100.00000000,5630.72000
101.00000000,5630.72000
102.00000000,5630.72000
103.00000000,5630.72000
104.00000000,5630.72000
105.00000000,4900.32000
106.00000000,4900.32000
107.00000000,4900.32000
108.00000000,4900.32000
109.00000000,4900.32000
110.00000000,4900.32000
111.00000000,4900.32000
112.00000000,4900.32000
113.00000000,4900.32000
114.00000000,4900.32000
115.00000000,4900.32000
116.00000000,4900.32000
117.00000000,4900.32000
118.00000000,4900.32000
119.00000000,4900.32000
120.00000000,4900.32000
121.00000000,4900.32000
122.00000000,4900.32000
123.00000000,4900.32000
124.00000000,4900.32000
125.00000000,4900.32000
126.00000000,4900.32000
127.00000000,4900.32000
128.00000000,4900.32000
129.00000000,4900.32000
130.00000000,4900.32000
131.00000000,4634.72000
132.00000000,4634.72000
133.00000000,4634.72000
134.00000000,4634.72000
135.00000000,4634.72000
136.00000000,4634.72000
137.00000000,4714.40000
138.00000000,4714.40000
139.00000000,4714.40000
140.00000000,4714.40000
141.00000000,4714.40000
142.00000000,4714.40000
143.00000000,4156.64000
144.00000000,4156.64000
145.00000000,4156.64000
146.00000000,4156.64000
147.00000000,4156.64000
148.00000000,4156.64000
149.00000000,4156.64000
150.00000000,4156.64000
151.00000000,4156.64000
152.00000000,4156.64000
153.00000000,4156.64000
154.00000000,4156.64000
155.00000000,5245.60000
156.00000000,5245.60000
157.00000000,5245.60000
158.00000000,5245.60000
159.00000000,5790.08000
160.00000000,5790.08000
161.00000000,5790.08000
162.00000000,5790.08000
163.00000000,5790.08000
164.00000000,6932.16000
165.00000000,6932.16000
166.00000000,6932.16000
167.00000000,6932.16000
168.00000000,6932.16000
169.00000000,6932.16000
170.00000000,6932.16000
171.00000000,6932.16000
172.00000000,6932.16000
173.00000000,6932.16000
174.00000000,6533.76000
175.00000000,6533.76000
176.00000000,6533.76000
177.00000000,6533.76000
178.00000000,8007.84000
179.00000000,8007.84000
180.00000000,8007.84000
181.00000000,8007.84000
182.00000000,8007.84000
183.00000000,8007.84000
184.00000000,8007.84000
185.00000000,8007.84000
186.00000000,8007.84000
187.00000000,7636.00000
188.00000000,7636.00000
189.00000000,7636.00000
190.00000000,7636.00000
191.00000000,7636.00000
192.00000000,7636.00000
193.00000000,7636.00000
194.00000000,7636.00000
195.00000000,7636.00000
196.00000000,7636.00000
197.00000000,7636.00000
198.00000000,7636.00000
199.00000000,7636.00000
200.00000000,7636.00000
201.00000000,7636.00000
202.00000000,7636.00000
203.00000000,7636.00000
