time [s],inspiration_epoch [na] (/api/datatype/34/)
1126.00000000,16250
1131.00000000,16252
1133.00000000,16265
1136.00000000,16269
1139.00000000,16276
1142.00000000,16137
1145.00000000,16156
1148.00000000,16171
1151.00000000,16131
1154.00000000,16129
1156.00000000,16134
1163.00000000,16212
1166.00000000,16231
1168.00000000,16178
1172.00000000,16194
1175.00000000,16210
1181.00000000,16187
1183.00000000,16200
1186.00000000,16222
1188.00000000,16208
1190.00000000,16178
1192.00000000,16148
1194.00000000,16141
1197.00000000,16248
1199.00000000,16296
1202.00000000,16278
1205.00000000,16272
1242.00000000,16250
1245.00000000,16282
1271.00000000,16275
1277.00000000,16323
1309.00000000,16311
1360.00000000,16313
1364.00000000,16274
1371.00000000,26627
1379.00000000,16351
1389.00000000,16190
1407.00000000,16191
1423.00000000,16262
1428.00000000,16339
1440.00000000,16342
1446.00000000,16342
1455.00000000,16259
1460.00000000,16256
1472.00000000,16248
1481.00000000,16248
1484.00000000,16242
1487.00000000,16241
1491.00000000,16215
1499.00000000,16252
1513.00000000,16340
1545.00000000,16149
1580.00000000,16206
1613.00000000,16142
1642.00000000,16156
1653.00000000,16130
1657.00000000,16118
1679.00000000,16115
1697.00000000,16144
1710.00000000,16116
1719.00000000,16121
1726.00000000,16132
1741.00000000,16098
1745.00000000,16095
1766.00000000,16100
1779.00000000,16140
1783.00000000,16141
1789.00000000,16129
1803.00000000,16087
1811.00000000,16137
1822.00000000,16088
1830.00000000,16088
1840.00000000,16082
1848.00000000,16122
1864.00000000,16072
1872.00000000,16140
1880.00000000,16104
1894.00000000,16096
1900.00000000,16101
1905.00000000,16110
1916.00000000,16089
1925.00000000,16086
1931.00000000,16244
1950.00000000,16170
1957.00000000,16161
1975.00000000,16131
1985.00000000,16096
2009.00000000,16081
2017.00000000,16111
2022.00000000,16110
2034.00000000,16075
2040.00000000,16066
2056.00000000,16087
2065.00000000,16195
2099.00000000,16107
2108.00000000,16120
2121.00000000,16128
2130.00000000,16113
2138.00000000,16240
2154.00000000,16128
2185.00000000,16126
2191.00000000,16125
2200.00000000,16124
2206.00000000,16123
2215.00000000,16121
2221.00000000,16120
2227.00000000,16120
2232.00000000,16113
2235.00000000,16106
2238.00000000,16106
2241.00000000,16106
2244.00000000,16106
2248.00000000,16106
2250.00000000,16105
2254.00000000,16105
2257.00000000,16102
2261.00000000,16102
2265.00000000,16102
2269.00000000,16102
2273.00000000,16102
2276.00000000,16102
2280.00000000,16102
2284.00000000,16102
2288.00000000,16102
2292.00000000,16102
2295.00000000,16102
2300.00000000,16102
2305.00000000,16102
2309.00000000,16102
2314.00000000,16102
2326.00000000,16101
2330.00000000,16101
2337.00000000,16101
2340.00000000,16101
2343.00000000,16101
2346.00000000,16101
2350.00000000,16101
2353.00000000,16101
2357.00000000,16101
2372.00000000,16101
2375.00000000,16101
2378.00000000,16101
2381.00000000,16101
2388.00000000,16101
2391.00000000,16101
2395.00000000,16101
2398.00000000,16101
2402.00000000,16101
2404.00000000,16100
2411.00000000,16100
2414.00000000,16100
2426.00000000,16101
2435.00000000,16100
2439.00000000,16100
2445.00000000,16100
2449.00000000,16100
2461.00000000,16099
2465.00000000,16099
2486.00000000,16099
2497.00000000,16098
2515.00000000,16097
2523.00000000,16096
2531.00000000,16096
2542.00000000,16096
2553.00000000,16097
2576.00000000,16097
2583.00000000,16096
2588.00000000,16096
2596.00000000,16097
2624.00000000,16095
2631.00000000,16094
2637.00000000,16095
2646.00000000,16094
2655.00000000,16094
2661.00000000,16094
2677.00000000,16093
2683.00000000,16093
2688.00000000,16093
2694.00000000,16093
2707.00000000,16092
2711.00000000,16092
2714.00000000,16092
2718.00000000,16092
2721.00000000,16092
2724.00000000,16093
2729.00000000,16093
2731.00000000,16093
2744.00000000,16092
2748.00000000,16092
2752.00000000,16092
2758.00000000,16099
2763.00000000,16221
2773.00000000,16264
2777.00000000,16151
2783.00000000,16159
2787.00000000,16145
2792.00000000,16160
2795.00000000,16166
2800.00000000,16127
2819.00000000,16148
2821.00000000,16145
2826.00000000,16137
2829.00000000,16129
2832.00000000,16117
2836.00000000,16117
2841.00000000,16200
2847.00000000,16152
2851.00000000,16120
2856.00000000,16069
2860.00000000,16076
2863.00000000,16102
2866.00000000,16109
2869.00000000,16085
2871.00000000,16082
2872.00000000,16090
2874.00000000,16105
2878.00000000,16096
2879.00000000,16102
2881.00000000,16095
2883.00000000,16088
2884.00000000,16090
2887.00000000,16087
2889.00000000,16114
2891.00000000,16086
2893.00000000,16093
2896.00000000,16101
2899.00000000,16058
2901.00000000,16071
2903.00000000,16083
2905.00000000,16080
2907.00000000,16075
2909.00000000,16101
2913.00000000,16085
2915.00000000,16077
2917.00000000,16079
2919.00000000,16076
2921.00000000,16088
2923.00000000,16085
2925.00000000,16084
2926.00000000,16071
2927.00000000,16084
2928.00000000,16078
2929.00000000,16085
2930.00000000,16085
2931.00000000,16075
2931.00000000,16087
2932.00000000,16083
2933.00000000,16069
2933.00000000,16083
2934.00000000,16081
2935.00000000,16062
2936.00000000,16063
2937.00000000,16083
2938.00000000,16068
2939.00000000,16079
2939.00000000,16078
2940.00000000,16063
2941.00000000,16074
2943.00000000,16062
2945.00000000,16070
2946.00000000,16103
2946.00000000,16074
2948.00000000,16071
2968.00000000,16080
2971.00000000,16072
2985.00000000,16056
2990.00000000,16188
2993.00000000,16208
2999.00000000,16237
3004.00000000,16203
3007.00000000,16201
3015.00000000,16219
3022.00000000,16202
3057.00000000,16265
3068.00000000,16300
3080.00000000,16304
3088.00000000,16230
3100.00000000,16294
3106.00000000,16290
3113.00000000,16297
3123.00000000,16228
3135.00000000,16293
3141.00000000,16304
3148.00000000,16253
3154.00000000,16184
3172.00000000,16225
3177.00000000,16195
3185.00000000,16249
3193.00000000,16292
3198.00000000,16293
3202.00000000,16298
3213.00000000,16278
3216.00000000,16286
3221.00000000,16309
3224.00000000,16294
3226.00000000,16290
3228.00000000,16304
3230.00000000,16287
3233.00000000,16286
3235.00000000,16303
3236.00000000,16287
3239.00000000,16309
3241.00000000,16307
3242.00000000,16287
3244.00000000,16307
3246.00000000,16300
3247.00000000,16304
3250.00000000,16305
3251.00000000,16311
3253.00000000,16313
3255.00000000,16304
3256.00000000,16290
3258.00000000,16303
3260.00000000,16307
3262.00000000,16317
3264.00000000,16305
3266.00000000,16307
3268.00000000,16298
3270.00000000,16305
3272.00000000,16280
3273.00000000,16304
3275.00000000,16306
3276.00000000,16291
3279.00000000,16277
3280.00000000,16282
3288.00000000,16232
3289.00000000,16231
3291.00000000,16222
3295.00000000,16269
3297.00000000,16255
3299.00000000,16274
3301.00000000,16271
3302.00000000,16291
3304.00000000,16287
3305.00000000,16292
3306.00000000,16290
3308.00000000,16301
3310.00000000,16298
3310.00000000,16287
3311.00000000,16290
3313.00000000,16287
3314.00000000,16282
3315.00000000,16284
3316.00000000,16307
3317.00000000,16290
3318.00000000,16286
3319.00000000,16295
3321.00000000,16304
3323.00000000,16304
3323.00000000,16294
3324.00000000,16289
3325.00000000,16283
3326.00000000,16313
3328.00000000,16293
3329.00000000,16289
3330.00000000,16298
3330.00000000,16300
3331.00000000,16305
3332.00000000,16289
3333.00000000,16306
3334.00000000,16296
3335.00000000,16300
3336.00000000,16295
3337.00000000,16296
3338.00000000,16313
3340.00000000,16275
3341.00000000,16270
3346.00000000,16282
3348.00000000,16277
3349.00000000,16301
3351.00000000,16294
3353.00000000,16280
3354.00000000,16300
3356.00000000,16263
3358.00000000,16295
3360.00000000,16271
3362.00000000,16268
3365.00000000,16276
3366.00000000,16270
3369.00000000,16268
3372.00000000,16265
3373.00000000,16267
3376.00000000,16274
3377.00000000,16283
3378.00000000,16268
3382.00000000,16227
3385.00000000,16243
3387.00000000,16223
3389.00000000,16247
3391.00000000,16169
3392.00000000,16186
3394.00000000,16133
3395.00000000,16190
3396.00000000,16210
3398.00000000,16209
3399.00000000,16200
3400.00000000,16215
3401.00000000,16225
3402.00000000,16232
3403.00000000,16264
3404.00000000,16262
3405.00000000,16265
3406.00000000,16280
3407.00000000,16273
3408.00000000,16281
3409.00000000,16290
3410.00000000,16291
3411.00000000,16290
3412.00000000,16291
3413.00000000,16289
3414.00000000,16284
3415.00000000,16284
3416.00000000,16277
3417.00000000,16289
3418.00000000,16289
3419.00000000,16303
3420.00000000,16290
3422.00000000,16266
3424.00000000,16265
3425.00000000,16277
3426.00000000,16286
3427.00000000,16292
3428.00000000,16288
3429.00000000,16301
3430.00000000,16281
3430.00000000,16284
3432.00000000,16293
3434.00000000,16285
3435.00000000,16271
3436.00000000,16293
3436.00000000,16291
3437.00000000,16294
3438.00000000,16295
3439.00000000,16284
3440.00000000,16290
3441.00000000,16286
3442.00000000,16292
3443.00000000,16297
3444.00000000,16284
3444.00000000,16292
3445.00000000,16277
3446.00000000,16272
3447.00000000,16285
3448.00000000,16290
3449.00000000,16289
3449.00000000,16288
3450.00000000,16294
3451.00000000,16289
3451.00000000,16278
3453.00000000,16301
3454.00000000,16276
3455.00000000,16269
3456.00000000,16276
3457.00000000,16285
3457.00000000,16280
3458.00000000,16293
3459.00000000,16274
3460.00000000,16296
3460.00000000,16282
3461.00000000,16286
3462.00000000,16280
3462.00000000,16286
3463.00000000,16282
3464.00000000,16284
3465.00000000,16301
3466.00000000,16277
3467.00000000,16289
3468.00000000,16284
3469.00000000,16291
3470.00000000,16287
3471.00000000,16287
3472.00000000,16287
3473.00000000,16291
3474.00000000,16280
3475.00000000,16280
3476.00000000,16277
3477.00000000,16273
3478.00000000,16286
3478.00000000,16277
3480.00000000,16287
3482.00000000,16283
3482.00000000,16291
3483.00000000,16286
3484.00000000,16284
3486.00000000,16286
3487.00000000,16280
3487.00000000,16283
3489.00000000,16282
3490.00000000,16283
3491.00000000,16286
3492.00000000,16285
3494.00000000,16287
3496.00000000,16288
3497.00000000,16285
3498.00000000,16287
3499.00000000,16284
3500.00000000,16282
3501.00000000,16273
3501.00000000,16283
3502.00000000,16282
3503.00000000,16279
3504.00000000,16277
3504.00000000,16281
3505.00000000,16288
3506.00000000,16288
3507.00000000,16292
3509.00000000,16278
3509.00000000,16293
3510.00000000,16286
3511.00000000,16285
3512.00000000,16281
3514.00000000,16249
3516.00000000,16279
3518.00000000,16251
3520.00000000,16254
3521.00000000,16250
3524.00000000,16277
3526.00000000,16261
3528.00000000,16239
3530.00000000,16214
3531.00000000,16214
3533.00000000,16222
3535.00000000,16215
3536.00000000,16264
3538.00000000,16206
3539.00000000,16217
3541.00000000,16213
3543.00000000,16224
3545.00000000,16226
3546.00000000,16262
3547.00000000,16281
3548.00000000,16290
3550.00000000,16276
3552.00000000,16282
3553.00000000,16286
3555.00000000,16282
3556.00000000,16267
3558.00000000,16270
3561.00000000,16286
3562.00000000,16285
3564.00000000,16282
3565.00000000,16300
3566.00000000,16288
3568.00000000,16301
3570.00000000,16295
3571.00000000,16302
3573.00000000,16286
3574.00000000,16294
3575.00000000,16292
3577.00000000,16290
3579.00000000,16295
3580.00000000,16282
3582.00000000,16298
3583.00000000,16275
3584.00000000,16275
3584.00000000,16286
3585.00000000,16290
3586.00000000,16286
3588.00000000,16289
3589.00000000,16290
3590.00000000,16285
3590.00000000,16300
3591.00000000,16286
3592.00000000,16298
3593.00000000,16296
3595.00000000,16290
3596.00000000,16291
3596.00000000,16295
3597.00000000,16291
3599.00000000,16301
3600.00000000,16296
3601.00000000,16291
3602.00000000,16288
3603.00000000,16313
3604.00000000,16294
3605.00000000,16290
3606.00000000,16299
3607.00000000,16296
3608.00000000,16293
3609.00000000,16288
3610.00000000,16295
3611.00000000,16291
3612.00000000,16302
3612.00000000,16300
3613.00000000,16293
3614.00000000,16307
3615.00000000,16277
3616.00000000,16295
3618.00000000,16293
3618.00000000,16282
3619.00000000,16299
3620.00000000,16281
3621.00000000,16297
3622.00000000,16286
3623.00000000,16297
3624.00000000,16277
3624.00000000,16295
3625.00000000,16287
3626.00000000,16284
3627.00000000,16295
3628.00000000,16294
3630.00000000,16299
3630.00000000,16273
3631.00000000,16279
3632.00000000,16289
3633.00000000,16283
3634.00000000,16283
3635.00000000,16265
3636.00000000,16275
3637.00000000,16285
3638.00000000,16280
3639.00000000,16276
3640.00000000,16290
3641.00000000,16299
3642.00000000,16293
3644.00000000,16294
3645.00000000,16299
3647.00000000,16288
3649.00000000,16292
3650.00000000,16288
3651.00000000,16295
3652.00000000,16284
3654.00000000,16290
3655.00000000,16286
3656.00000000,16283
3657.00000000,16291
3658.00000000,16280
3659.00000000,16295
3660.00000000,16289
3661.00000000,16286
3662.00000000,16274
3663.00000000,16288
3665.00000000,16288
3665.00000000,16266
3667.00000000,16287
3668.00000000,16298
3669.00000000,16274
3669.00000000,16283
3671.00000000,16285
3672.00000000,16291
3674.00000000,16299
3675.00000000,16276
3677.00000000,16271
3678.00000000,16291
3679.00000000,16286
3680.00000000,16292
3682.00000000,16286
3684.00000000,16304
3685.00000000,16287
3685.00000000,16277
3687.00000000,16297
3688.00000000,16292
3689.00000000,16287
3691.00000000,16293
3692.00000000,16257
3693.00000000,16299
3694.00000000,16283
3695.00000000,16291
3696.00000000,16292
3697.00000000,16288
3699.00000000,16286
3701.00000000,16291
3702.00000000,16292
3704.00000000,16285
3706.00000000,16292
3707.00000000,16280
3709.00000000,16289
3711.00000000,16288
3712.00000000,16284
3713.00000000,16285
3715.00000000,16293
3716.00000000,16290
3718.00000000,16284
3719.00000000,16285
3720.00000000,16293
3721.00000000,16259
3723.00000000,16274
3724.00000000,16281
3725.00000000,16289
3727.00000000,16283
3728.00000000,16288
3729.00000000,16293
3730.00000000,16285
3732.00000000,16289
3733.00000000,16282
3733.00000000,16293
3735.00000000,16288
3737.00000000,16295
3738.00000000,16291
3739.00000000,16277
3740.00000000,16273
3741.00000000,16290
3742.00000000,16287
3744.00000000,16288
3745.00000000,16284
3747.00000000,16288
3748.00000000,16293
3749.00000000,16296
3751.00000000,16291
3752.00000000,16296
3754.00000000,16288
3756.00000000,16288
3757.00000000,16294
3758.00000000,16270
3759.00000000,16305
3760.00000000,16298
3762.00000000,16280
3764.00000000,16290
3765.00000000,16289
3766.00000000,16284
3768.00000000,16288
3769.00000000,16280
3770.00000000,16248
3771.00000000,16239
3772.00000000,16235
3773.00000000,16228
3774.00000000,16235
3776.00000000,16282
3777.00000000,16288
3778.00000000,16291
3780.00000000,16284
3781.00000000,16291
3782.00000000,16288
3783.00000000,16281
3784.00000000,16281
3785.00000000,16290
3786.00000000,16270
3787.00000000,16278
3788.00000000,16288
3789.00000000,16299
3790.00000000,16259
3791.00000000,16258
3793.00000000,16269
3794.00000000,16284
3796.00000000,16295
3797.00000000,16277
3798.00000000,16271
3799.00000000,16243
3802.00000000,16271
3805.00000000,16273
3806.00000000,16283
3807.00000000,16278
3810.00000000,16264
3812.00000000,16270
3813.00000000,16269
3814.00000000,16261
3817.00000000,16268
3818.00000000,16260
3819.00000000,16263
3820.00000000,16259
3821.00000000,16261
3823.00000000,16261
3824.00000000,16264
3825.00000000,16264
3827.00000000,16258
3828.00000000,16243
3830.00000000,16259
3831.00000000,16254
3832.00000000,16237
3833.00000000,16236
3834.00000000,16255
3836.00000000,16251
3837.00000000,16251
3838.00000000,16253
3840.00000000,16236
3842.00000000,16251
3843.00000000,16254
3844.00000000,16256
3845.00000000,16260
3846.00000000,16254
3847.00000000,16254
3849.00000000,16257
3851.00000000,16252
3851.00000000,16257
3853.00000000,16258
3853.00000000,16257
3854.00000000,16254
3856.00000000,16264
3857.00000000,16258
3858.00000000,16260
3859.00000000,16256
3861.00000000,16241
3861.00000000,16237
3863.00000000,16252
3864.00000000,16254
3865.00000000,16249
3866.00000000,16249
3867.00000000,16251
3868.00000000,16255
3870.00000000,16255
3871.00000000,16255
3872.00000000,16260
3873.00000000,16251
3874.00000000,16250
3875.00000000,16243
3876.00000000,16249
3877.00000000,16252
3877.00000000,16251
3878.00000000,16251
3879.00000000,16251
3880.00000000,16259
3881.00000000,16245
3883.00000000,16259
3883.00000000,16252
3884.00000000,16254
3885.00000000,16259
3886.00000000,16255
3886.00000000,16251
3887.00000000,16251
3888.00000000,16247
3888.00000000,16245
3889.00000000,16248
3891.00000000,16260
3892.00000000,16262
3893.00000000,16253
3893.00000000,16254
3895.00000000,16267
3897.00000000,16266
3898.00000000,16257
3900.00000000,16244
3901.00000000,16254
3902.00000000,16258
3903.00000000,16257
3905.00000000,16240
3907.00000000,16233
3910.00000000,16260
3911.00000000,16268
3912.00000000,16266
3914.00000000,16272
3915.00000000,16304
3915.00000000,16295
3916.00000000,16297
3917.00000000,16284
3921.00000000,16270
3926.00000000,16297
3927.00000000,16285
3928.00000000,16278
3929.00000000,16287
3930.00000000,16291
3932.00000000,16298
3933.00000000,16286
3934.00000000,16292
3934.00000000,16293
3935.00000000,16276
3936.00000000,16299
3937.00000000,16276
3939.00000000,16271
3941.00000000,16272
3942.00000000,16271
3943.00000000,16273
3944.00000000,16260
3945.00000000,16272
3946.00000000,16287
3946.00000000,16261
3947.00000000,16278
3948.00000000,16279
3948.00000000,16276
3949.00000000,16297
3950.00000000,16292
3951.00000000,16293
3967.00000000,16268
3968.00000000,16296
3971.00000000,16232
3973.00000000,16223
3974.00000000,16220
3979.00000000,16201
3983.00000000,16221
3986.00000000,16211
3989.00000000,16203
3993.00000000,16201
3997.00000000,16286
3999.00000000,16286
4000.00000000,16282
4002.00000000,16293
4004.00000000,16294
4005.00000000,16307
4007.00000000,16296
4008.00000000,16299
4010.00000000,16296
4011.00000000,16304
4013.00000000,16297
4015.00000000,16288
4016.00000000,16289
4017.00000000,16273
4019.00000000,16260
4021.00000000,16285
4023.00000000,16279
4024.00000000,16283
4025.00000000,16282
4027.00000000,16277
4029.00000000,16285
4031.00000000,16288
4032.00000000,16293
4034.00000000,16288
4035.00000000,16285
4037.00000000,16289
4039.00000000,16283
4040.00000000,16284
4041.00000000,16278
4043.00000000,16280
4044.00000000,16310
4045.00000000,16301
4046.00000000,16307
4047.00000000,16301
4048.00000000,16310
4049.00000000,16301
4050.00000000,16299
4051.00000000,16285
4052.00000000,16284
4054.00000000,16284
4055.00000000,16286
4057.00000000,16292
4057.00000000,16275
4058.00000000,16280
4060.00000000,16278
4061.00000000,16283
4062.00000000,16286
4063.00000000,16272
4063.00000000,16280
4064.00000000,16285
4065.00000000,16295
4066.00000000,16296
4067.00000000,16283
4068.00000000,16278
4069.00000000,16295
4071.00000000,16296
4071.00000000,16294
4073.00000000,16297
4073.00000000,16303
4075.00000000,16304
4076.00000000,16296
4076.00000000,16313
4078.00000000,16305
4078.00000000,16300
4079.00000000,16298
4081.00000000,16299
4082.00000000,16298
4082.00000000,16298
4083.00000000,16311
4084.00000000,16303
4085.00000000,16291
4087.00000000,16309
4088.00000000,16303
4089.00000000,16299
4090.00000000,16308
4091.00000000,16316
4092.00000000,16307
4094.00000000,16303
4095.00000000,16303
4097.00000000,16309
4098.00000000,16305
4100.00000000,16304
4101.00000000,16306
4103.00000000,16312
4104.00000000,16301
4105.00000000,16295
4106.00000000,16295
4108.00000000,16309
4109.00000000,16305
4110.00000000,16305
4111.00000000,16302
4113.00000000,16296
4114.00000000,16296
4115.00000000,16293
4116.00000000,16296
4118.00000000,16296
4119.00000000,16292
4120.00000000,16294
4121.00000000,16295
4123.00000000,16297
4124.00000000,16304
4125.00000000,16302
4126.00000000,16304
4127.00000000,16294
4129.00000000,16304
4130.00000000,16304
4132.00000000,16302
4134.00000000,16285
4135.00000000,16307
4137.00000000,16311
4138.00000000,16302
4139.00000000,16300
4141.00000000,16301
4142.00000000,16299
4143.00000000,16300
4145.00000000,16289
4146.00000000,16272
4147.00000000,16278
4147.00000000,16300
4148.00000000,16293
4149.00000000,16299
4150.00000000,16308
4151.00000000,16303
4153.00000000,16308
4154.00000000,16297
4155.00000000,16287
4156.00000000,16305
4158.00000000,16302
4159.00000000,16303
4160.00000000,16299
4161.00000000,16291
4162.00000000,16287
4163.00000000,16310
4164.00000000,16309
4165.00000000,16299
4166.00000000,16286
4167.00000000,16297
4168.00000000,16299
4169.00000000,16279
4171.00000000,16281
4172.00000000,16277
4173.00000000,16298
4175.00000000,16296
4177.00000000,16299
4178.00000000,16299
4180.00000000,16306
4181.00000000,16302
4182.00000000,16307
4183.00000000,16310
4185.00000000,16304
4186.00000000,16299
4187.00000000,16305
4189.00000000,16312
4190.00000000,16294
4191.00000000,16301
4193.00000000,16302
4194.00000000,16308
4195.00000000,16305
4196.00000000,16315
4198.00000000,16305
4199.00000000,16284
4200.00000000,16277
4202.00000000,16282
4202.00000000,16278
4204.00000000,16274
4205.00000000,16290
4206.00000000,16291
4208.00000000,16301
4209.00000000,16302
4210.00000000,16294
4210.00000000,16295
4211.00000000,16304
4212.00000000,16282
4214.00000000,16287
4216.00000000,16276
4217.00000000,16290
4218.00000000,16293
4220.00000000,16288
4221.00000000,16300
4223.00000000,16304
4223.00000000,16283
4225.00000000,16282
4226.00000000,16291
4228.00000000,16279
4229.00000000,16275
4230.00000000,16274
4231.00000000,16256
4233.00000000,16287
4235.00000000,16293
4235.00000000,16291
4236.00000000,16284
4237.00000000,16299
4238.00000000,16299
4239.00000000,16298
4240.00000000,16292
4241.00000000,16284
4243.00000000,16289
4243.00000000,16301
4245.00000000,16300
4246.00000000,16294
4248.00000000,16300
4249.00000000,16303
4250.00000000,16307
4251.00000000,16306
4252.00000000,16300
4254.00000000,16300
4256.00000000,16306
4257.00000000,16305
4258.00000000,16309
4259.00000000,16302
4260.00000000,16294
4261.00000000,16307
4262.00000000,16304
4263.00000000,16294
4263.00000000,16303
4264.00000000,16284
4266.00000000,16300
4267.00000000,16297
4268.00000000,16293
4269.00000000,16297
4270.00000000,16296
4271.00000000,16305
4272.00000000,16307
4273.00000000,16307
4274.00000000,16299
4276.00000000,16306
4277.00000000,16303
4279.00000000,16307
4280.00000000,16285
4281.00000000,16308
4283.00000000,16304
4285.00000000,16305
4286.00000000,16297
4287.00000000,16306
4288.00000000,16301
4290.00000000,16307
4291.00000000,16310
4292.00000000,16303
4293.00000000,16295
4294.00000000,16303
4295.00000000,16292
4297.00000000,16313
4298.00000000,16305
4300.00000000,16305
4301.00000000,16296
4302.00000000,16306
4303.00000000,16311
4304.00000000,16320
4306.00000000,16314
4307.00000000,16294
4308.00000000,16288
4309.00000000,16312
4309.00000000,16300
4311.00000000,16302
4312.00000000,16293
4313.00000000,16297
4314.00000000,16303
4315.00000000,16310
4316.00000000,16312
4318.00000000,16291
4319.00000000,16300
4320.00000000,16312
4322.00000000,16308
4323.00000000,16296
4324.00000000,16293
4325.00000000,16306
4326.00000000,16292
4328.00000000,16304
4329.00000000,16303
4330.00000000,16308
4331.00000000,16301
4332.00000000,16293
4333.00000000,16302
4334.00000000,16299
4335.00000000,16305
4337.00000000,16316
4338.00000000,16310
4339.00000000,16301
4341.00000000,16307
4342.00000000,16300
4343.00000000,16299
4344.00000000,16296
4345.00000000,16301
4346.00000000,16296
4348.00000000,16310
4349.00000000,16305
4350.00000000,16299
4351.00000000,16285
4352.00000000,16303
4353.00000000,16270
4354.00000000,16253
4356.00000000,16299
4356.00000000,16302
4358.00000000,16302
4359.00000000,16303
4361.00000000,16308
4362.00000000,16304
4363.00000000,16309
4364.00000000,16299
4366.00000000,16307
4367.00000000,16309
4368.00000000,16303
4368.00000000,16298
4370.00000000,16305
4371.00000000,16310
4372.00000000,16303
4373.00000000,16302
4375.00000000,16245
4376.00000000,16249
4378.00000000,16243
4379.00000000,16245
4380.00000000,16287
4381.00000000,16294
4382.00000000,16300
4384.00000000,16294
4385.00000000,16296
4385.00000000,16288
4387.00000000,16283
4388.00000000,16289
4389.00000000,16295
4389.00000000,16291
4391.00000000,16299
4392.00000000,16303
4393.00000000,16306
4394.00000000,16294
4395.00000000,16298
4396.00000000,16299
4398.00000000,16301
4399.00000000,16310
4401.00000000,16306
4401.00000000,16311
4403.00000000,16298
4404.00000000,16300
4405.00000000,16308
4407.00000000,16309
4408.00000000,16281
4410.00000000,16272
4411.00000000,16284
4412.00000000,16284
4414.00000000,16270
4415.00000000,16272
4417.00000000,16281
4417.00000000,16297
4419.00000000,16288
4419.00000000,16284
4420.00000000,16289
4421.00000000,16302
4422.00000000,16292
4424.00000000,16298
4425.00000000,16310
4426.00000000,16312
4428.00000000,16309
4429.00000000,16302
4430.00000000,16306
4432.00000000,16305
4433.00000000,16303
4435.00000000,16311
4436.00000000,16306
4437.00000000,16312
4439.00000000,16299
4440.00000000,16305
4441.00000000,16300
4443.00000000,16298
4444.00000000,16310
4445.00000000,16317
4447.00000000,16309
4448.00000000,16320
4449.00000000,16308
4450.00000000,16306
4452.00000000,16312
4453.00000000,16312
4454.00000000,16294
4455.00000000,16292
4456.00000000,16284
4458.00000000,16292
4459.00000000,16309
4461.00000000,16308
4462.00000000,16311
4463.00000000,16311
4464.00000000,16306
4465.00000000,16311
4467.00000000,16304
4468.00000000,16307
4470.00000000,16300
4472.00000000,16311
4473.00000000,16300
4475.00000000,16227
4478.00000000,16227
4479.00000000,16228
4481.00000000,16227
4482.00000000,16226
4484.00000000,16224
4485.00000000,16268
4486.00000000,16290
4487.00000000,16301
4488.00000000,16273
4490.00000000,16274
4492.00000000,16274
4493.00000000,16273
4494.00000000,16266
4497.00000000,16288
4499.00000000,16294
4500.00000000,16283
4501.00000000,16271
4502.00000000,16275
4503.00000000,16277
4504.00000000,16269
4506.00000000,16278
4507.00000000,16285
4508.00000000,16243
4508.00000000,16292
4509.00000000,16287
4510.00000000,16294
4511.00000000,16271
4511.00000000,16299
4512.00000000,16283
4513.00000000,16279
4513.00000000,16278
4514.00000000,16286
4516.00000000,16298
4517.00000000,16300
4518.00000000,16310
4519.00000000,16296
4520.00000000,16306
4521.00000000,16295
4523.00000000,16281
4524.00000000,16298
4526.00000000,16306
4527.00000000,16287
4527.00000000,16299
4528.00000000,16299
4530.00000000,16295
4532.00000000,16296
4533.00000000,16298
4534.00000000,16293
4535.00000000,16315
4536.00000000,16300
4537.00000000,16301
4538.00000000,16303
4539.00000000,16293
4541.00000000,16297
4541.00000000,16287
4543.00000000,16274
4543.00000000,16295
4545.00000000,16306
4546.00000000,16310
4547.00000000,16305
4548.00000000,16310
4549.00000000,16311
4551.00000000,16282
4553.00000000,16273
4556.00000000,16242
4558.00000000,16246
4559.00000000,16279
4561.00000000,16300
4562.00000000,16297
4563.00000000,16303
4565.00000000,16295
4566.00000000,16299
4567.00000000,16294
4568.00000000,16293
4569.00000000,16299
4570.00000000,16285
4571.00000000,16296
4572.00000000,16301
4573.00000000,16289
4574.00000000,16304
4575.00000000,16303
4576.00000000,16297
4576.00000000,16304
4578.00000000,16307
4579.00000000,16306
4580.00000000,16285
4586.00000000,16196
4587.00000000,16195
4588.00000000,16190
4592.00000000,16260
4593.00000000,16233
4595.00000000,16298
4598.00000000,16297
4599.00000000,16303
4600.00000000,16298
4602.00000000,16313
4604.00000000,16312
4605.00000000,16289
4606.00000000,16285
4608.00000000,16316
4609.00000000,16318
4610.00000000,16312
4612.00000000,16302
4613.00000000,16309
4614.00000000,16293
4616.00000000,16280
4617.00000000,16304
4619.00000000,16303
4620.00000000,16312
4621.00000000,16307
4622.00000000,16306
4623.00000000,16305
4624.00000000,16310
4625.00000000,16309
4626.00000000,16309
4628.00000000,16313
4629.00000000,16314
4630.00000000,16303
4631.00000000,16300
4632.00000000,16307
4634.00000000,16311
4635.00000000,16302
4636.00000000,16303
4637.00000000,16297
4639.00000000,16301
4640.00000000,16297
4641.00000000,16312
4644.00000000,16300
4644.00000000,16300
4645.00000000,16299
4646.00000000,16295
4648.00000000,16301
4649.00000000,16314
4650.00000000,16300
4652.00000000,16273
4655.00000000,16248
4658.00000000,16248
4659.00000000,16244
4660.00000000,16241
4662.00000000,16250
