time [s],heart_rate [bpm] (/api/datatype/19/)
10303.00000000,83
10304.00000000,83
10305.00000000,81
10306.00000000,82
10307.00000000,79
10308.00000000,79
10309.00000000,82
10310.00000000,80
10311.00000000,80
10312.00000000,80
10313.00000000,79
10314.00000000,79
10315.00000000,76
10316.00000000,75
10317.00000000,75
10318.00000000,77
10319.00000000,77
10320.00000000,77
10321.00000000,77
10322.00000000,77
10323.00000000,77
10324.00000000,77
10325.00000000,77
10326.00000000,77
10327.00000000,75
10328.00000000,75
10329.00000000,74
10330.00000000,74
10331.00000000,77
10332.00000000,76
10333.00000000,75
10334.00000000,73
10335.00000000,73
10336.00000000,70
10337.00000000,73
10338.00000000,74
10339.00000000,74
10340.00000000,74
10341.00000000,74
10342.00000000,74
10343.00000000,68
10344.00000000,68
10345.00000000,70
10346.00000000,71
10347.00000000,71
10348.00000000,71
10349.00000000,73
10350.00000000,73
10351.00000000,70
10352.00000000,70
10353.00000000,71
10354.00000000,67
10355.00000000,67
10356.00000000,65
10357.00000000,68
10358.00000000,72
10359.00000000,74
10360.00000000,80
10361.00000000,78
10362.00000000,79
10363.00000000,79
10364.00000000,79
10365.00000000,79
10366.00000000,80
10367.00000000,84
10368.00000000,84
10369.00000000,83
10370.00000000,85
10371.00000000,89
10372.00000000,89
10373.00000000,96
10374.00000000,91
10375.00000000,84
10376.00000000,82
10377.00000000,82
10378.00000000,82
10379.00000000,82
10380.00000000,82
10381.00000000,82
10382.00000000,77
10383.00000000,74
10384.00000000,74
10385.00000000,64
10386.00000000,64
10387.00000000,62
10388.00000000,67
10389.00000000,65
10390.00000000,68
10391.00000000,74
10392.00000000,76
10393.00000000,76
10394.00000000,71
10395.00000000,71
10396.00000000,73
10397.00000000,73
10398.00000000,74
10399.00000000,76
10400.00000000,84
10401.00000000,84
10402.00000000,84
10403.00000000,84
10404.00000000,80
10405.00000000,79
10406.00000000,79
10407.00000000,70
10408.00000000,70
10409.00000000,69
10410.00000000,67
10411.00000000,73
10412.00000000,72
10413.00000000,68
10414.00000000,66
10415.00000000,65
10416.00000000,66
10417.00000000,65
10418.00000000,65
10419.00000000,65
10420.00000000,66
10421.00000000,66
10422.00000000,67
10423.00000000,67
10424.00000000,65
10425.00000000,65
10426.00000000,67
10427.00000000,65
10428.00000000,68
10429.00000000,70
10430.00000000,72
10431.00000000,72
10432.00000000,73
10433.00000000,75
10434.00000000,74
10435.00000000,76
10436.00000000,75
10437.00000000,75
10438.00000000,75
10439.00000000,75
10440.00000000,75
10441.00000000,77
10442.00000000,79
10443.00000000,75
10444.00000000,75
10445.00000000,75
10446.00000000,76
10447.00000000,78
10448.00000000,78
10449.00000000,79
10450.00000000,81
10451.00000000,87
10452.00000000,89
10453.00000000,89
10454.00000000,89
10455.00000000,71
10456.00000000,71
10457.00000000,71
10458.00000000,73
10459.00000000,75
10460.00000000,76
10461.00000000,76
10462.00000000,76
10463.00000000,73
10464.00000000,73
10465.00000000,70
10466.00000000,70
10467.00000000,71
10468.00000000,68
10469.00000000,72
10470.00000000,70
10471.00000000,67
10472.00000000,66
10473.00000000,69
10474.00000000,69
10475.00000000,65
10476.00000000,64
10477.00000000,63
10478.00000000,63
10479.00000000,61
10480.00000000,57
10481.00000000,57
10482.00000000,57
10483.00000000,56
10484.00000000,55
10485.00000000,51
10486.00000000,51
10487.00000000,51
10488.00000000,51
10489.00000000,52
10490.00000000,51
10491.00000000,51
10492.00000000,50
10493.00000000,49
10494.00000000,49
10495.00000000,49
10496.00000000,54
10497.00000000,62
10498.00000000,65
10499.00000000,71
10500.00000000,71
10501.00000000,77
10502.00000000,83
10503.00000000,87
10504.00000000,95
10505.00000000,107
10506.00000000,116
10507.00000000,117
10508.00000000,116
10509.00000000,117
10510.00000000,119
10511.00000000,121
10512.00000000,121
10513.00000000,121
10514.00000000,120
10515.00000000,120
10516.00000000,119
10517.00000000,118
10518.00000000,117
10519.00000000,119
10520.00000000,118
10521.00000000,118
10522.00000000,119
10523.00000000,119
10524.00000000,122
10525.00000000,122
10526.00000000,122
10527.00000000,123
10528.00000000,123
10529.00000000,125
10530.00000000,125
10531.00000000,125
10532.00000000,127
10533.00000000,128
10534.00000000,133
10535.00000000,133
10536.00000000,133
10537.00000000,133
10538.00000000,133
10539.00000000,136
10540.00000000,136
10541.00000000,129
10542.00000000,125
10543.00000000,125
10544.00000000,124
10545.00000000,120
10546.00000000,119
10547.00000000,119
10548.00000000,118
10549.00000000,110
10550.00000000,106
10551.00000000,105
10552.00000000,102
10553.00000000,105
10554.00000000,109
10555.00000000,107
10556.00000000,107
10557.00000000,109
10558.00000000,115
10559.00000000,116
10560.00000000,118
10561.00000000,118
10562.00000000,121
10563.00000000,123
10564.00000000,123
10565.00000000,123
10566.00000000,114
10567.00000000,110
10568.00000000,109
10569.00000000,112
10570.00000000,113
10571.00000000,113
10572.00000000,116
10573.00000000,116
10574.00000000,114
10575.00000000,113
10576.00000000,114
10577.00000000,112
10578.00000000,111
10579.00000000,110
10580.00000000,110
10581.00000000,110
10582.00000000,110
10583.00000000,120
10584.00000000,126
10585.00000000,124
10586.00000000,121
10587.00000000,121
10588.00000000,119
10589.00000000,118
10590.00000000,118
10591.00000000,118
10592.00000000,119
10593.00000000,121
10594.00000000,122
10595.00000000,120
10596.00000000,119
10597.00000000,115
10598.00000000,113
10599.00000000,112
10600.00000000,112
10601.00000000,109
10602.00000000,108
10603.00000000,110
10604.00000000,108
10605.00000000,108
10606.00000000,108
10607.00000000,107
10608.00000000,109
10609.00000000,113
10610.00000000,114
10611.00000000,114
10612.00000000,116
10613.00000000,116
10614.00000000,116
10615.00000000,116
10616.00000000,116
10617.00000000,116
10618.00000000,110
10619.00000000,106
10620.00000000,103
10621.00000000,100
10622.00000000,99
10623.00000000,96
10624.00000000,95
10625.00000000,92
10626.00000000,92
10627.00000000,92
10628.00000000,92
10629.00000000,89
10630.00000000,89
10631.00000000,86
10632.00000000,84
10633.00000000,84
10634.00000000,84
10635.00000000,83
10636.00000000,82
10637.00000000,79
10638.00000000,78
10639.00000000,78
10640.00000000,78
10641.00000000,70
10642.00000000,66
10643.00000000,66
10644.00000000,62
10645.00000000,62
10646.00000000,63
10647.00000000,62
10648.00000000,62
10649.00000000,61
10650.00000000,62
10651.00000000,62
10652.00000000,61
10653.00000000,60
10654.00000000,60
10655.00000000,58
10656.00000000,57
10657.00000000,58
10658.00000000,58
10659.00000000,59
10660.00000000,57
10661.00000000,55
10662.00000000,55
10663.00000000,58
10664.00000000,61
10665.00000000,61
10666.00000000,61
10667.00000000,62
10668.00000000,63
10669.00000000,66
10670.00000000,68
10671.00000000,68
10672.00000000,68
10673.00000000,70
10674.00000000,70
10675.00000000,73
10676.00000000,72
10677.00000000,74
10678.00000000,75
10679.00000000,75
10680.00000000,78
10681.00000000,85
10682.00000000,90
10683.00000000,90
10684.00000000,92
10685.00000000,97
10686.00000000,96
10687.00000000,98
10688.00000000,103
10689.00000000,100
10690.00000000,108
10691.00000000,108
10692.00000000,108
10693.00000000,108
10694.00000000,103
10695.00000000,103
10696.00000000,102
10697.00000000,101
10698.00000000,101
10699.00000000,95
10700.00000000,94
10701.00000000,87
10702.00000000,82
10703.00000000,81
10704.00000000,77
10705.00000000,75
10706.00000000,71
10707.00000000,71
10708.00000000,69
10709.00000000,70
10710.00000000,68
10711.00000000,68
10712.00000000,66
10713.00000000,74
10714.00000000,74
10715.00000000,73
10716.00000000,72
10717.00000000,72
10718.00000000,72
10719.00000000,74
10720.00000000,74
10721.00000000,74
10722.00000000,75
10723.00000000,76
10724.00000000,79
10725.00000000,79
10726.00000000,82
10727.00000000,80
10728.00000000,78
10729.00000000,75
10730.00000000,72
10731.00000000,72
10732.00000000,75
10733.00000000,75
10734.00000000,76
10735.00000000,76
10736.00000000,76
10737.00000000,76
10738.00000000,77
10739.00000000,80
10740.00000000,79
10741.00000000,78
10742.00000000,82
10743.00000000,82
10744.00000000,88
10745.00000000,88
10746.00000000,80
10747.00000000,81
10748.00000000,84
10749.00000000,84
10750.00000000,84
10751.00000000,84
10752.00000000,86
10753.00000000,86
10754.00000000,85
10755.00000000,87
10756.00000000,87
10757.00000000,87
10758.00000000,87
10759.00000000,87
10760.00000000,88
10761.00000000,87
10762.00000000,92
10763.00000000,95
10764.00000000,92
10765.00000000,88
10766.00000000,87
10767.00000000,88
10768.00000000,85
10769.00000000,85
10770.00000000,83
10771.00000000,83
10772.00000000,80
10773.00000000,80
10774.00000000,80
10775.00000000,79
10776.00000000,78
10777.00000000,78
10778.00000000,78
10779.00000000,73
10780.00000000,70
10781.00000000,71
10782.00000000,69
10783.00000000,66
10784.00000000,65
10785.00000000,62
10786.00000000,62
10787.00000000,61
10788.00000000,61
10789.00000000,58
10790.00000000,58
10791.00000000,58
10792.00000000,59
10793.00000000,61
10794.00000000,61
10795.00000000,64
10796.00000000,65
10797.00000000,65
10798.00000000,65
10799.00000000,67
10800.00000000,67
10801.00000000,72
10802.00000000,75
10803.00000000,63
10804.00000000,63
10805.00000000,63
10806.00000000,64
10807.00000000,64
10808.00000000,64
10809.00000000,60
10810.00000000,60
10811.00000000,59
10812.00000000,60
10813.00000000,61
10814.00000000,63
10815.00000000,65
10816.00000000,67
10817.00000000,67
10818.00000000,68
10819.00000000,71
10820.00000000,82
10821.00000000,83
10822.00000000,84
10823.00000000,82
10824.00000000,88
10825.00000000,88
10826.00000000,87
10827.00000000,89
10828.00000000,89
10829.00000000,86
10830.00000000,87
10831.00000000,83
10832.00000000,83
10833.00000000,83
10834.00000000,83
10835.00000000,83
10836.00000000,83
10837.00000000,86
10838.00000000,87
10839.00000000,87
10840.00000000,90
10841.00000000,89
10842.00000000,91
10843.00000000,91
10844.00000000,93
10845.00000000,95
10846.00000000,100
10847.00000000,106
10848.00000000,104
10849.00000000,103
10850.00000000,101
10851.00000000,101
10852.00000000,101
10853.00000000,100
10854.00000000,99
10855.00000000,98
10856.00000000,98
10857.00000000,99
10858.00000000,97
10859.00000000,99
10860.00000000,100
10861.00000000,101
10862.00000000,102
10863.00000000,102
10864.00000000,102
10865.00000000,103
10866.00000000,102
10867.00000000,106
10868.00000000,106
10869.00000000,99
10870.00000000,106
10871.00000000,106
10872.00000000,108
10873.00000000,105
10874.00000000,104
10875.00000000,103
10876.00000000,106
10877.00000000,106
10878.00000000,114
10879.00000000,111
10880.00000000,111
10881.00000000,111
10882.00000000,111
10883.00000000,105
10884.00000000,101
10885.00000000,100
10886.00000000,97
10887.00000000,97
10888.00000000,97
10889.00000000,97
10890.00000000,98
10891.00000000,98
10892.00000000,95
10893.00000000,82
10894.00000000,82
10895.00000000,78
10896.00000000,78
10897.00000000,78
10898.00000000,79
10899.00000000,86
10900.00000000,81
10901.00000000,81
10902.00000000,83
10903.00000000,85
10904.00000000,84
10905.00000000,74
10906.00000000,74
10907.00000000,75
10908.00000000,73
10909.00000000,73
10910.00000000,73
10911.00000000,73
10912.00000000,73
10913.00000000,72
10914.00000000,72
10915.00000000,64
10916.00000000,65
10917.00000000,68
10918.00000000,68
10919.00000000,74
10920.00000000,74
10921.00000000,74
10922.00000000,88
10923.00000000,89
10924.00000000,94
10925.00000000,94
10926.00000000,97
10927.00000000,80
10928.00000000,73
10929.00000000,73
10930.00000000,74
10931.00000000,75
10932.00000000,78
10933.00000000,75
10934.00000000,70
10935.00000000,70
10936.00000000,62
10937.00000000,62
10938.00000000,65
10939.00000000,65
10940.00000000,58
10941.00000000,58
10942.00000000,57
10943.00000000,61
10944.00000000,64
10945.00000000,65
10946.00000000,67
10947.00000000,67
10948.00000000,65
10949.00000000,66
10950.00000000,66
10951.00000000,67
10952.00000000,67
10953.00000000,67
10954.00000000,67
10955.00000000,67
10956.00000000,66
10957.00000000,66
10958.00000000,70
10959.00000000,69
10960.00000000,70
10961.00000000,73
10962.00000000,73
10963.00000000,75
10964.00000000,85
10965.00000000,85
10966.00000000,85
10967.00000000,85
10968.00000000,84
10969.00000000,74
10970.00000000,73
10971.00000000,73
10972.00000000,77
10973.00000000,77
10974.00000000,74
10975.00000000,70
10976.00000000,70
10977.00000000,66
10978.00000000,66
10979.00000000,67
10980.00000000,64
10981.00000000,64
10982.00000000,62
10983.00000000,60
10984.00000000,60
10985.00000000,58
10986.00000000,60
10987.00000000,59
10988.00000000,59
10989.00000000,60
10990.00000000,64
10991.00000000,71
10992.00000000,72
10993.00000000,72
10994.00000000,75
10995.00000000,90
10996.00000000,90
10997.00000000,90
10998.00000000,90
10999.00000000,90
11000.00000000,90
11001.00000000,90
11002.00000000,90
11003.00000000,78
11004.00000000,78
11005.00000000,84
11006.00000000,78
11007.00000000,75
11008.00000000,72
11009.00000000,71
11010.00000000,72
11011.00000000,74
11012.00000000,75
11013.00000000,73
11014.00000000,73
11015.00000000,72
11016.00000000,72
11017.00000000,71
11018.00000000,76
11019.00000000,76
11020.00000000,76
11021.00000000,77
11022.00000000,78
11023.00000000,79
11024.00000000,82
11025.00000000,82
11026.00000000,84
11027.00000000,83
11028.00000000,84
11029.00000000,86
11030.00000000,90
11031.00000000,96
11032.00000000,96
11033.00000000,96
11034.00000000,97
11035.00000000,94
11036.00000000,94
11037.00000000,94
11038.00000000,92
11039.00000000,95
11040.00000000,94
11041.00000000,93
11042.00000000,93
11043.00000000,93
11044.00000000,92
11045.00000000,92
11046.00000000,92
11047.00000000,87
11048.00000000,78
11049.00000000,80
11050.00000000,76
11051.00000000,69
11052.00000000,69
11053.00000000,69
11054.00000000,69
11055.00000000,65
11056.00000000,59
11057.00000000,58
11058.00000000,58
11059.00000000,65
11060.00000000,69
11061.00000000,73
11062.00000000,73
11063.00000000,73
11064.00000000,74
11065.00000000,79
11066.00000000,88
11067.00000000,88
11068.00000000,91
11069.00000000,94
11070.00000000,94
11071.00000000,87
11072.00000000,87
11073.00000000,95
11074.00000000,95
11075.00000000,80
11076.00000000,63
11077.00000000,63
11078.00000000,66
11079.00000000,63
11080.00000000,63
11081.00000000,63
11082.00000000,63
11083.00000000,63
11084.00000000,63
11085.00000000,59
11086.00000000,67
11087.00000000,69
11088.00000000,76
11089.00000000,76
11090.00000000,76
11091.00000000,76
11092.00000000,76
11093.00000000,85
11094.00000000,85
11095.00000000,85
11096.00000000,85
11097.00000000,85
11098.00000000,85
11099.00000000,85
11100.00000000,85
11101.00000000,85
11102.00000000,85
11103.00000000,85
11104.00000000,85
11105.00000000,67
11106.00000000,67
11107.00000000,67
11108.00000000,63
11109.00000000,63
11110.00000000,63
11111.00000000,63
11112.00000000,62
11113.00000000,62
11114.00000000,62
11115.00000000,62
11116.00000000,65
11117.00000000,65
11118.00000000,66
11119.00000000,66
11120.00000000,66
11121.00000000,66
11122.00000000,66
11123.00000000,66
11124.00000000,66
11125.00000000,66
11126.00000000,69
11127.00000000,69
11128.00000000,69
11129.00000000,69
11130.00000000,69
11131.00000000,69
11132.00000000,69
11133.00000000,69
11134.00000000,69
11135.00000000,69
11136.00000000,69
11137.00000000,63
11138.00000000,63
11139.00000000,63
11140.00000000,63
11141.00000000,63
11142.00000000,63
11143.00000000,63
11144.00000000,63
11145.00000000,57
11146.00000000,57
11147.00000000,57
11148.00000000,52
11149.00000000,54
11150.00000000,50
11151.00000000,50
11152.00000000,47
11153.00000000,47
11154.00000000,47
11155.00000000,51
11156.00000000,51
11157.00000000,51
11158.00000000,47
11159.00000000,47
11160.00000000,47
11161.00000000,47
11162.00000000,47
11163.00000000,47
11164.00000000,47
11165.00000000,47
11166.00000000,47
11167.00000000,47
11168.00000000,47
11169.00000000,47
11170.00000000,47
11171.00000000,33
11172.00000000,33
11173.00000000,33
11174.00000000,33
11175.00000000,63
11176.00000000,63
11177.00000000,67
11178.00000000,71
11179.00000000,70
11180.00000000,69
11181.00000000,69
11182.00000000,69
11183.00000000,69
11184.00000000,69
11185.00000000,67
11186.00000000,67
11187.00000000,67
11188.00000000,77
11189.00000000,81
11190.00000000,81
11191.00000000,84
11192.00000000,84
11193.00000000,86
11194.00000000,87
11195.00000000,99
11196.00000000,99
11197.00000000,99
11198.00000000,99
11199.00000000,99
11200.00000000,99
11201.00000000,99
11202.00000000,99
11203.00000000,99
11204.00000000,99
11205.00000000,99
11206.00000000,63
11207.00000000,68
11208.00000000,60
11209.00000000,60
11210.00000000,63
11211.00000000,65
11212.00000000,60
11213.00000000,60
11214.00000000,62
11215.00000000,64
11216.00000000,64
11217.00000000,68
11218.00000000,68
11219.00000000,69
11220.00000000,69
11221.00000000,70
11222.00000000,69
11223.00000000,70
11224.00000000,72
11225.00000000,72
11226.00000000,72
11227.00000000,72
11228.00000000,72
11229.00000000,77
11230.00000000,77
11231.00000000,75
11232.00000000,75
11233.00000000,70
11234.00000000,71
11235.00000000,71
11236.00000000,71
11237.00000000,71
11238.00000000,71
11239.00000000,71
11240.00000000,69
11241.00000000,69
11242.00000000,69
11243.00000000,69
11244.00000000,69
11245.00000000,69
11246.00000000,69
11247.00000000,69
11248.00000000,69
11249.00000000,69
11250.00000000,69
11251.00000000,69
11252.00000000,69
11253.00000000,69
11254.00000000,69
11255.00000000,69
11256.00000000,69
11257.00000000,69
11258.00000000,69
11259.00000000,69
11260.00000000,69
11261.00000000,69
11262.00000000,69
11263.00000000,69
11264.00000000,69
11265.00000000,69
11266.00000000,69
11267.00000000,69
11268.00000000,69
11269.00000000,69
11270.00000000,69
11271.00000000,69
11272.00000000,69
11273.00000000,69
11274.00000000,69
11275.00000000,69
11276.00000000,69
11277.00000000,69
11278.00000000,69
11279.00000000,69
11280.00000000,69
11281.00000000,69
11282.00000000,69
11283.00000000,69
11284.00000000,69
11285.00000000,69
11286.00000000,69
11287.00000000,69
11288.00000000,69
11289.00000000,69
11290.00000000,69
11291.00000000,69
11292.00000000,69
11293.00000000,69
11294.00000000,69
11295.00000000,69
11296.00000000,69
11297.00000000,69
11298.00000000,69
11299.00000000,69
11300.00000000,69
11301.00000000,69
11302.00000000,69
11303.00000000,69
11304.00000000,69
11305.00000000,69
11306.00000000,69
11307.00000000,69
11308.00000000,69
11309.00000000,69
11310.00000000,69
11311.00000000,69
11312.00000000,69
11313.00000000,69
11314.00000000,69
11315.00000000,69
11316.00000000,69
11317.00000000,69
11318.00000000,69
11319.00000000,83
11320.00000000,83
11321.00000000,83
11322.00000000,83
11323.00000000,83
11324.00000000,83
11325.00000000,83
11326.00000000,83
11327.00000000,83
11328.00000000,83
11329.00000000,83
11330.00000000,83
11331.00000000,83
11332.00000000,83
11333.00000000,83
11334.00000000,83
11335.00000000,83
11336.00000000,83
11337.00000000,83
11338.00000000,83
11339.00000000,83
11340.00000000,83
11341.00000000,83
11342.00000000,83
11343.00000000,83
11344.00000000,83
11345.00000000,83
11346.00000000,83
11347.00000000,83
11348.00000000,83
11349.00000000,83
11350.00000000,83
11351.00000000,30
11352.00000000,30
11353.00000000,30
11354.00000000,30
11355.00000000,30
11356.00000000,30
11357.00000000,30
11358.00000000,30
11359.00000000,30
11360.00000000,30
11361.00000000,30
11362.00000000,30
11363.00000000,40
11364.00000000,41
11365.00000000,41
11366.00000000,45
11367.00000000,45
11368.00000000,50
11369.00000000,67
11370.00000000,68
11371.00000000,67
11372.00000000,70
11373.00000000,69
11374.00000000,71
11375.00000000,72
11376.00000000,72
11377.00000000,69
11378.00000000,69
11379.00000000,69
11380.00000000,69
11381.00000000,83
11382.00000000,83
11383.00000000,86
11384.00000000,84
11385.00000000,84
11386.00000000,82
11387.00000000,79
11388.00000000,74
11389.00000000,75
11390.00000000,72
11391.00000000,72
11392.00000000,69
11393.00000000,69
11394.00000000,69
11395.00000000,65
11396.00000000,66
11397.00000000,66
11398.00000000,66
11399.00000000,67
11400.00000000,67
11401.00000000,63
11402.00000000,65
11403.00000000,65
11404.00000000,65
11405.00000000,66
11406.00000000,66
11407.00000000,66
11408.00000000,66
11409.00000000,68
11410.00000000,68
11411.00000000,60
11412.00000000,60
11413.00000000,60
11414.00000000,60
11415.00000000,60
11416.00000000,52
11417.00000000,55
11418.00000000,49
11419.00000000,52
11420.00000000,54
11421.00000000,54
11422.00000000,54
11423.00000000,55
11424.00000000,55
11425.00000000,55
11426.00000000,55
11427.00000000,55
11428.00000000,55
11429.00000000,63
11430.00000000,63
11431.00000000,63
11432.00000000,57
11433.00000000,52
11434.00000000,52
11435.00000000,49
11436.00000000,49
11437.00000000,48
11438.00000000,48
11439.00000000,48
11440.00000000,48
11441.00000000,52
11442.00000000,52
11443.00000000,52
11444.00000000,52
11445.00000000,57
11446.00000000,57
11447.00000000,61
11448.00000000,64
11449.00000000,68
11450.00000000,72
11451.00000000,67
11452.00000000,67
11453.00000000,79
11454.00000000,79
11455.00000000,76
11456.00000000,76
11457.00000000,76
11458.00000000,76
11459.00000000,76
11460.00000000,70
11461.00000000,66
11462.00000000,68
11463.00000000,68
11464.00000000,61
11465.00000000,64
11466.00000000,66
11467.00000000,70
11468.00000000,68
11469.00000000,71
11470.00000000,72
11471.00000000,74
11472.00000000,75
11473.00000000,76
11474.00000000,76
11475.00000000,76
11476.00000000,81
11477.00000000,81
11478.00000000,81
11479.00000000,81
11480.00000000,80
11481.00000000,80
11482.00000000,80
11483.00000000,80
11484.00000000,82
11485.00000000,76
11486.00000000,76
11487.00000000,73
11488.00000000,73
11489.00000000,73
11490.00000000,73
11491.00000000,73
11492.00000000,67
11493.00000000,67
11494.00000000,62
11495.00000000,60
11496.00000000,51
11497.00000000,51
11498.00000000,51
11499.00000000,51
11500.00000000,51
11501.00000000,51
11502.00000000,55
11503.00000000,45
11504.00000000,44
11505.00000000,44
11506.00000000,44
11507.00000000,44
11508.00000000,44
11509.00000000,44
11510.00000000,42
11511.00000000,42
11512.00000000,42
11513.00000000,42
11514.00000000,50
11515.00000000,54
11516.00000000,54
11517.00000000,58
11518.00000000,62
11519.00000000,65
11520.00000000,73
11521.00000000,74
11522.00000000,74
11523.00000000,74
11524.00000000,74
11525.00000000,84
11526.00000000,84
11527.00000000,84
11528.00000000,84
11529.00000000,84
11530.00000000,84
11531.00000000,87
11532.00000000,87
11533.00000000,87
11534.00000000,86
11535.00000000,83
11536.00000000,81
11537.00000000,81
11538.00000000,74
11539.00000000,71
11540.00000000,69
11541.00000000,69
11542.00000000,68
11543.00000000,75
11544.00000000,86
11545.00000000,84
11546.00000000,84
11547.00000000,83
11548.00000000,86
11549.00000000,92
11550.00000000,92
11551.00000000,95
11552.00000000,96
11553.00000000,96
11554.00000000,104
11555.00000000,109
11556.00000000,109
11557.00000000,114
11558.00000000,116
11559.00000000,116
11560.00000000,116
11561.00000000,116
11562.00000000,116
11563.00000000,120
11564.00000000,120
11565.00000000,113
11566.00000000,113
11567.00000000,106
11568.00000000,97
11569.00000000,87
11570.00000000,70
11571.00000000,66
11572.00000000,66
11573.00000000,62
11574.00000000,62
11575.00000000,51
11576.00000000,51
11577.00000000,51
11578.00000000,51
11579.00000000,51
11580.00000000,51
11581.00000000,51
11582.00000000,51
11583.00000000,51
11584.00000000,51
11585.00000000,52
11586.00000000,57
11587.00000000,59
11588.00000000,67
11589.00000000,66
11590.00000000,66
11591.00000000,63
11592.00000000,63
11593.00000000,60
11594.00000000,60
11595.00000000,58
11596.00000000,60
11597.00000000,60
11598.00000000,64
11599.00000000,62
11600.00000000,62
11601.00000000,62
11602.00000000,62
11603.00000000,62
11604.00000000,62
11605.00000000,62
11606.00000000,73
11607.00000000,73
11608.00000000,77
11609.00000000,77
11610.00000000,114
11611.00000000,114
11612.00000000,114
11613.00000000,114
11614.00000000,114
11615.00000000,114
11616.00000000,114
11617.00000000,114
11618.00000000,114
11619.00000000,114
11620.00000000,114
11621.00000000,114
11622.00000000,114
11623.00000000,114
11624.00000000,114
11625.00000000,114
11626.00000000,114
11627.00000000,114
11628.00000000,114
11629.00000000,114
11630.00000000,114
11631.00000000,114
11632.00000000,114
11633.00000000,114
11634.00000000,114
11635.00000000,114
11636.00000000,114
11637.00000000,114
11638.00000000,114
11639.00000000,114
11640.00000000,114
11641.00000000,114
11642.00000000,114
11643.00000000,114
11644.00000000,114
11645.00000000,114
11646.00000000,114
11647.00000000,114
11648.00000000,114
11649.00000000,114
11650.00000000,114
11651.00000000,114
11652.00000000,114
11653.00000000,114
11654.00000000,114
11655.00000000,114
11656.00000000,114
11657.00000000,114
11658.00000000,114
11659.00000000,114
11660.00000000,114
11661.00000000,114
11662.00000000,114
11663.00000000,114
11664.00000000,114
11665.00000000,114
11666.00000000,114
11667.00000000,114
11668.00000000,114
11669.00000000,114
11670.00000000,114
11671.00000000,114
11672.00000000,114
11673.00000000,114
11674.00000000,114
11675.00000000,114
11676.00000000,114
11677.00000000,114
11678.00000000,114
11679.00000000,114
11680.00000000,114
11681.00000000,114
11682.00000000,114
11683.00000000,114
11684.00000000,114
11685.00000000,114
11686.00000000,114
11687.00000000,114
11688.00000000,114
11689.00000000,114
11690.00000000,114
11691.00000000,114
11692.00000000,114
11693.00000000,114
11694.00000000,114
11695.00000000,114
11696.00000000,114
11697.00000000,114
11698.00000000,114
11699.00000000,114
11700.00000000,114
11701.00000000,114
11702.00000000,114
11703.00000000,114
11704.00000000,114
11705.00000000,114
11706.00000000,114
11707.00000000,78
11708.00000000,78
11709.00000000,78
11710.00000000,78
11711.00000000,78
11712.00000000,78
11713.00000000,78
11714.00000000,78
11715.00000000,78
11716.00000000,78
11717.00000000,78
11718.00000000,78
11719.00000000,78
11720.00000000,78
11721.00000000,78
11722.00000000,78
11723.00000000,78
11724.00000000,78
11725.00000000,34
11726.00000000,34
11727.00000000,34
11728.00000000,34
11729.00000000,34
11730.00000000,34
11731.00000000,34
11732.00000000,34
11733.00000000,34
11734.00000000,34
11735.00000000,41
11736.00000000,41
11737.00000000,41
11738.00000000,41
11739.00000000,41
11740.00000000,41
11741.00000000,46
11742.00000000,68
11743.00000000,68
11744.00000000,68
11745.00000000,68
11746.00000000,68
11747.00000000,68
11748.00000000,68
11749.00000000,68
11750.00000000,68
11751.00000000,68
11752.00000000,68
11753.00000000,68
11754.00000000,68
11755.00000000,68
11756.00000000,68
11757.00000000,68
11758.00000000,68
11759.00000000,68
11760.00000000,68
11761.00000000,68
11762.00000000,68
11763.00000000,68
11764.00000000,68
11765.00000000,68
11766.00000000,68
11767.00000000,68
11768.00000000,68
11769.00000000,68
11770.00000000,68
11771.00000000,68
11772.00000000,68
11773.00000000,68
11774.00000000,68
11775.00000000,68
11776.00000000,68
11777.00000000,68
11778.00000000,68
11779.00000000,68
11780.00000000,68
11781.00000000,68
11782.00000000,68
11783.00000000,68
11784.00000000,68
11785.00000000,68
11786.00000000,68
11787.00000000,68
11788.00000000,68
11789.00000000,68
11790.00000000,68
11791.00000000,68
11792.00000000,68
11793.00000000,68
11794.00000000,68
11795.00000000,68
11796.00000000,68
11797.00000000,68
11798.00000000,68
11799.00000000,68
11800.00000000,68
11801.00000000,68
11802.00000000,68
11803.00000000,68
11804.00000000,68
11805.00000000,68
11806.00000000,68
11807.00000000,68
11808.00000000,68
11809.00000000,68
11810.00000000,68
11811.00000000,68
11812.00000000,68
11813.00000000,68
11814.00000000,68
11815.00000000,68
11816.00000000,68
11817.00000000,68
11818.00000000,43
11819.00000000,57
11820.00000000,48
11821.00000000,48
11822.00000000,51
11823.00000000,53
11824.00000000,56
11825.00000000,57
11826.00000000,57
11827.00000000,57
11828.00000000,56
11829.00000000,56
11830.00000000,57
11831.00000000,57
11832.00000000,57
11833.00000000,57
11834.00000000,57
11835.00000000,61
11836.00000000,61
11837.00000000,62
11838.00000000,62
11839.00000000,64
11840.00000000,63
11841.00000000,63
11842.00000000,62
11843.00000000,64
11844.00000000,67
11845.00000000,70
11846.00000000,70
11847.00000000,74
11848.00000000,72
11849.00000000,69
11850.00000000,65
11851.00000000,65
11852.00000000,65
11853.00000000,68
11854.00000000,68
